House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_DR_kW,Kitchen_kW,AC_BR_kW,AC_LR_kW,AC_MBR_kW
House4,2018-08-11 21:00:00,5.548569999999999,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0004816666666666669,0.4678699999999999,1.2346983333333332,1.9024516666666675,0.9829583333333328
House4,2018-08-11 22:00:00,4.511856666666667,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.00013333333333333334,0.43518666666666667,0.6496800000000003,1.839616666666667,0.9637550000000004
House4,2018-08-11 23:00:00,2.3972366666666667,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0008783333333333338,0.39597,0.4514783333333334,0.010981666666666669,0.9655516666666668
House4,2018-08-12 00:00:00,2.2962666666666665,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0006833333333333336,0.3948199999999999,0.4350333333333333,0.011143333333333337,0.9677033333333334
House4,2018-08-12 01:00:00,2.187596666666666,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.00074,0.3936483333333333,0.3822266666666666,0.010991666666666674,0.904178333333333
House4,2018-08-12 02:00:00,1.4821983333333328,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.000936666666666667,0.3931916666666667,0.29386666666666666,0.010890000000000004,0.294735
House4,2018-08-12 03:00:00,1.6473033333333336,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.000938333333333334,0.3952966666666667,0.3106683333333332,0.011013333333333337,0.3685783333333333
House4,2018-08-12 04:00:00,3.1757733333333333,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0010583333333333332,0.38647166666666666,0.48835,0.011546666666666658,0.5434916666666668
House4,2018-08-12 05:00:00,2.456058333333333,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0011399999999999995,0.3797216666666666,0.30591333333333337,0.011289999999999988,0.371255
House4,2018-08-12 06:00:00,2.3148283333333333,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.001198333333333334,0.38345999999999997,0.2989333333333333,0.011274999999999992,0.3698583333333333
House4,2018-08-12 07:00:00,2.4431950000000002,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0011549999999999998,0.3798666666666667,0.29293833333333336,0.011173333333333332,0.5814966666666666
House4,2018-08-12 08:00:00,2.240286666666667,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0011649999999999998,0.3747183333333336,0.2997666666666667,0.011201666666666657,0.3876466666666668
House4,2018-08-12 09:00:00,2.300428333333334,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0013216666666666667,0.315495,0.08656999999999987,0.010826666666666674,0.6677266666666668
House4,2018-08-12 10:00:00,2.3046333333333333,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.001356666666666667,0.2475933333333333,0.0057350000000000005,0.010586666666666656,0.9068566666666668
House4,2018-08-12 11:00:00,1.751645,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0014599999999999995,0.38373666666666667,0.0057500000000000025,0.010575000000000006,0.3340866666666664
House4,2018-08-12 12:00:00,1.3572700000000004,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.001316666666666666,0.43828666666666666,0.005663333333333331,0.010791666666666666,0.009793333333333336
House4,2018-08-12 13:00:00,2.12277,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.000968333333333334,0.3819366666666666,0.5682516666666667,0.011710000000000009,0.010423333333333331
House4,2018-08-12 14:00:00,3.1991166666666664,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0005266666666666668,0.3868000000000002,1.2694716666666666,0.012499999999999987,0.42386833333333335
House4,2018-08-12 15:00:00,3.0220550000000013,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0010716666666666672,0.4216733333333332,0.0071316666666666655,0.0108,1.0017633333333331
House4,2018-08-12 16:00:00,1.8197016666666663,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.001098333333333333,0.44728666666666655,0.07637333333333322,0.2699216666666668,0.01146
House4,2018-08-12 17:00:00,1.9488683333333328,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0015616666666666654,0.4682916666666668,0.007479999999999995,0.010835,0.4851650000000001
House4,2018-08-12 18:00:00,3.523096666666667,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0009866666666666672,0.4235950000000001,0.010136666666666669,1.089598333333334,0.7847649999999999
House4,2018-08-12 19:00:00,3.9954833333333344,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.00026499999999999994,0.4440583333333332,0.2615383333333334,1.8884666666666663,0.2458583333333333
House4,2018-08-12 20:00:00,4.867476666666667,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.000305,0.5435166666666668,0.012075000000000004,1.8472566666666668,0.9475566666666668
House4,2018-08-12 21:00:00,5.305826666666668,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.00010500000000000003,0.4858816666666668,0.9509700000000001,1.8295066666666668,0.9530433333333336
House4,2018-08-12 22:00:00,5.361673333333333,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0004450000000000002,0.4358133333333333,0.93299,1.2701749999999996,0.8900233333333335
House4,2018-08-12 23:00:00,3.2813033333333337,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0009866666666666665,0.4002466666666668,0.5534,0.011224999999999995,0.8605333333333329
House4,2018-08-13 00:00:00,2.5889266666666666,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0011216666666666666,0.3926333333333333,0.4533700000000001,0.011200000000000005,0.489415
House4,2018-08-13 01:00:00,2.296408333333333,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0012466666666666663,0.4049466666666667,0.4036016666666666,0.011063333333333331,0.33132833333333345
House4,2018-08-13 02:00:00,2.218135000000001,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.001274999999999999,0.4052666666666666,0.37422666666666665,0.0111,0.315735
House4,2018-08-13 03:00:00,2.101201666666667,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0013449999999999994,0.4050383333333333,0.32799166666666674,0.010940000000000007,0.28010666666666656
House4,2018-08-13 04:00:00,2.3535599999999994,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0012599999999999998,0.3987766666666668,0.31961333333333325,0.010915000000000005,0.5086316666666666
House4,2018-08-13 05:00:00,2.2031549999999998,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.00128,0.393935,0.361845,0.011045000000000004,0.3195233333333334
House4,2018-08-13 06:00:00,2.199888333333333,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0012999999999999995,0.3936333333333334,0.3532683333333333,0.011085000000000005,0.2840766666666665
House4,2018-08-13 07:00:00,2.3100099999999997,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0012133333333333332,0.4045433333333333,0.3132833333333334,0.010963333333333344,0.3528099999999998
House4,2018-08-13 08:00:00,1.9154116666666663,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0012633333333333342,0.4014466666666668,0.3506816666666666,0.010961666666666666,0.011329999999999993
House4,2018-08-13 09:00:00,1.92325,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0015250000000000005,0.3969883333333332,0.1871383333333336,0.010778333333333338,0.011250000000000008
House4,2018-08-13 10:00:00,1.7369799999999993,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.001504999999999999,0.4237949999999999,0.006829999999999993,0.01061666666666667,0.010843333333333332
House4,2018-08-13 11:00:00,2.3016350000000005,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.8271316666666665,0.44356666666666666,0.0065916666666666615,0.010521666666666658,0.011791666666666657
House4,2018-08-13 12:00:00,1.880998333333333,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.000963333333333333,0.38401333333333343,0.6616033333333334,0.010103333333333329,0.00978
House4,2018-08-13 13:00:00,3.164198333333333,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0008449999999999997,0.5512233333333333,0.8867816666666667,0.011506666666666663,0.012615000000000006
House4,2018-08-13 14:00:00,3.216628333333333,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.001115,0.5720916666666667,0.8672850000000004,0.011418333333333329,0.012543333333333326
House4,2018-08-13 15:00:00,2.198775,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.001301666666666667,0.4516266666666667,0.3292400000000004,0.010758333333333332,0.011463333333333336
House4,2018-08-13 16:00:00,1.93249,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0012000000000000008,0.5110683333333333,0.009948333333333332,0.010425,0.011215000000000001
House4,2018-08-13 17:00:00,2.9460300000000004,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.00118,0.5793400000000002,0.8196166666666667,0.011963333333333331,0.012726666666666669
House4,2018-08-13 18:00:00,3.7461216666666655,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0003933333333333336,0.5244416666666668,0.01222666666666666,1.8127400000000002,0.012695000000000008
House4,2018-08-13 19:00:00,3.639255,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.00024999999999999995,0.5684933333333336,0.01211,1.8486983333333336,0.012733333333333331
House4,2018-08-13 20:00:00,3.364793333333333,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0004666666666666671,0.4817383333333333,0.011321666666666659,1.6556266666666672,0.011963333333333336
House4,2018-08-13 21:00:00,3.482806666666667,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0008149999999999996,0.4686900000000001,0.4985683333333333,0.8648533333333333,0.5676599999999999
House4,2018-08-13 22:00:00,2.64013,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.000978333333333333,0.41890333333333335,0.7836366666666665,0.01002,0.5984550000000001
House4,2018-08-13 23:00:00,1.970011666666666,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0006266666666666668,0.3417350000000001,0.5360566666666666,0.0076900000000000015,0.41078833333333337
House4,2018-08-14 00:00:00,2.8779366666666664,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0012550000000000007,0.4580233333333333,0.86949,0.011511666666666665,0.6646016666666666
House4,2018-08-14 01:00:00,2.115771666666666,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0011083333333333331,0.4947216666666666,0.4688316666666668,0.010876666666666672,0.5375949999999999
House4,2018-08-14 02:00:00,1.8941533333333327,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0011783333333333335,0.4471016666666668,0.4275900000000001,0.01100666666666667,0.40408499999999997
House4,2018-08-14 03:00:00,2.1118233333333336,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0010850000000000002,0.4653683333333332,0.3432233333333333,0.010258333333333322,0.6330399999999998
House4,2018-08-14 04:00:00,2.0936250000000003,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0011499999999999998,0.4855316666666667,0.30798000000000003,0.010318333333333323,0.5808916666666668
House4,2018-08-14 05:00:00,2.128928333333333,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0010633333333333334,0.4596566666666668,0.4287716666666667,0.010601666666666664,0.5512483333333335
House4,2018-08-14 06:00:00,2.1501083333333337,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0011499999999999998,0.4518050000000001,0.4699916666666666,0.010700000000000006,0.5323883333333334
House4,2018-08-14 07:00:00,2.049811666666667,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0011950000000000007,0.4916450000000002,0.4322983333333334,0.010846666666666676,0.4405650000000001
House4,2018-08-14 08:00:00,1.8110033333333329,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.001291666666666667,0.4647783333333331,0.2435633333333334,0.010546666666666666,0.4077100000000001
House4,2018-08-14 09:00:00,1.9043683333333328,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0013700000000000006,0.4571249999999999,0.15220999999999998,0.010498333333333323,0.4132250000000001
House4,2018-08-14 10:00:00,1.2893633333333332,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.001553333333333333,0.5024749999999999,0.005596666666666666,0.01021333333333333,0.010465
House4,2018-08-14 11:00:00,1.48902,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0016,0.4651783333333333,0.005716666666666664,0.010323333333333334,0.01031833333333333
House4,2018-08-14 12:00:00,2.288056666666667,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0015300000000000001,0.5224533333333334,0.0057516666666666645,0.010221666666666664,0.010543333333333332
House4,2018-08-14 13:00:00,1.9034349999999998,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0016133333333333342,0.4992883333333331,0.00572,0.010293333333333331,0.010400000000000005
House4,2018-08-14 14:00:00,1.6660533333333334,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0016183333333333325,0.4659866666666668,0.005765,0.01026333333333333,0.01027
House4,2018-08-14 15:00:00,1.4382266666666663,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0017233333333333337,0.4857966666666666,0.005666666666666668,0.010209999999999995,0.010248333333333332
House4,2018-08-14 16:00:00,1.6252783333333332,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0016666666666666668,0.4636066666666666,0.005620000000000001,0.009906666666666666,0.010371666666666668
House4,2018-08-14 17:00:00,1.413711666666667,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.001526666666666667,0.4470800000000002,0.005770000000000004,0.010296666666666671,0.010329999999999994
House4,2018-08-14 18:00:00,2.424773333333333,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0008566666666666665,0.42052666666666666,0.008813333333333334,1.1197350000000001,0.010956666666666668
House4,2018-08-14 19:00:00,3.1464583333333334,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.00041166666666666695,0.40926,0.01092500000000001,1.8543483333333333,0.011201666666666662
House4,2018-08-14 20:00:00,3.066390000000001,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0004883333333333335,0.4047983333333335,0.010798333333333332,1.8048700000000009,0.011221666666666666
House4,2018-08-14 21:00:00,3.1643950000000003,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.00041833333333333376,0.3983233333333333,0.011104999999999992,1.842085,0.011114999999999995
House4,2018-08-14 22:00:00,3.202796666666666,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0003916666666666671,0.3948683333333333,0.011088333333333335,1.811165,0.01112833333333333
House4,2018-08-14 23:00:00,3.5627366666666664,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.00037,0.38518833333333335,0.053336666666666664,1.644313333333333,0.5178150000000001
House4,2018-08-15 00:00:00,3.256695,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.001171666666666666,0.3968600000000001,0.6737850000000002,0.011145,0.6106550000000001
House4,2018-08-15 01:00:00,3.0904983333333336,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0013100000000000013,0.396375,0.60944,0.011078333333333336,0.5062016666666669
House4,2018-08-15 02:00:00,2.803875,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0012616666666666668,0.40351,0.5786016666666668,0.011073333333333327,0.3744033333333333
House4,2018-08-15 03:00:00,2.8540950000000005,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0014416666666666662,0.3295233333333333,0.51562,0.011211666666666665,0.43142000000000014
House4,2018-08-15 04:00:00,2.784091666666668,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0016416666666666658,0.26483,0.6275616666666668,0.011271666666666659,0.35446999999999995
House4,2018-08-15 05:00:00,2.800731666666667,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0015050000000000005,0.26028,0.604395,0.011226666666666659,0.442235
House4,2018-08-15 06:00:00,2.6735333333333338,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.001481666666666667,0.2566049999999999,0.6017883333333334,0.011143333333333328,0.37672333333333335
House4,2018-08-15 07:00:00,2.0296900000000004,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.00137,0.25330833333333336,0.5510900000000001,0.010985000000000009,0.30416166666666666
House4,2018-08-15 08:00:00,1.699641666666667,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0011533333333333333,0.33537333333333325,0.4506983333333334,0.010700000000000005,0.2926133333333332
House4,2018-08-15 09:00:00,2.0347933333333343,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0014849999999999991,0.4692349999999999,0.17429000000000036,0.010309999999999998,0.2107983333333333
House4,2018-08-15 10:00:00,1.3027883333333332,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.001751666666666666,0.4596816666666666,0.006598333333333329,0.010055,0.010796666666666666
House4,2018-08-15 11:00:00,1.6523900000000002,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0018583333333333336,0.4600466666666668,0.006724999999999997,0.010179999999999993,0.011319999999999995
House4,2018-08-15 12:00:00,1.9305149999999995,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0018399999999999988,0.4773983333333335,0.006686666666666668,0.010001666666666673,0.011428333333333329
House4,2018-08-15 13:00:00,2.063648333333333,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.001713333333333334,0.4868033333333333,0.007198333333333334,0.009644999999999996,0.011429999999999994
House4,2018-08-15 14:00:00,1.7062083333333329,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0015949999999999992,0.4664983333333332,0.006968333333333336,0.009786666666666666,0.010896666666666673
House4,2018-08-15 15:00:00,1.4133783333333332,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0015733333333333322,0.433465,0.006591666666666666,0.009891666666666672,0.010671666666666671
House4,2018-08-15 16:00:00,1.6218750000000004,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0015733333333333333,0.3992549999999999,0.0065550000000000035,0.009756666666666669,0.010754999999999999
House4,2018-08-15 17:00:00,1.4257783333333336,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0014966666666666661,0.4148750000000001,0.006686666666666661,0.009766666666666668,0.01138333333333334
House4,2018-08-15 18:00:00,1.5142883333333337,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0014649999999999995,0.44082166666666656,0.0067316666666666644,0.009998333333333337,0.017716666666666672
House4,2018-08-15 19:00:00,1.4920233333333337,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0013766666666666669,0.4340866666666667,0.0068200000000000005,0.0099,0.010696666666666663
House4,2018-08-15 20:00:00,1.6450016666666665,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0013950000000000006,0.3999216666666668,0.007208333333333331,0.12477166666666667,0.010641666666666664
House4,2018-08-15 21:00:00,3.4006783333333344,5445.01,2,2005,10.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,7,0,6,3,2,10,10,1,0,1,55,2,0.0006300000000000001,0.41998,0.011998333333333343,1.8949616666666669,0.011920000000000007
