House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_kW,W_AC_kW,UPS_kW
House20,2018-06-11 11:00:00,0.8305916666666664,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00024333333333333336,8.333333333333333e-05,0.8164566666666667
House20,2018-06-11 12:00:00,0.7547049999999995,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00022333333333333336,0.00013833333333333333,0.733855
House20,2018-06-11 13:00:00,1.9024166666666664,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.3987083333333332,0.0013183333333333337,0.5081616666666668
House20,2018-06-11 14:00:00,1.4439766666666676,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.8286700000000001,0.0008716666666666669,0.5876183333333332
House20,2018-06-11 15:00:00,0.6896100000000005,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0002183333333333334,0.000205,0.6523183333333336
House20,2018-06-11 16:00:00,0.7750949999999998,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00025500000000000007,0.0001883333333333334,0.7620483333333331
House20,2018-06-11 17:00:00,0.7721766666666666,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00025500000000000007,0.00018666666666666682,0.7640900000000003
House20,2018-06-11 18:00:00,0.7044883333333335,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00021500000000000005,0.0002383333333333336,0.6841316666666667
House20,2018-06-11 19:00:00,0.6593516666666663,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00021833333333333332,0.00016500000000000016,0.6419083333333331
House20,2018-06-11 20:00:00,0.9033733333333336,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0002300000000000002,0.00021833333333333332,0.8623416666666668
House20,2018-06-11 21:00:00,0.6478066666666664,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00020500000000000013,0.00018000000000000007,0.6320633333333331
House20,2018-06-11 22:00:00,0.6954050000000002,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0002083333333333334,0.00017,0.6881633333333333
House20,2018-06-11 23:00:00,0.8526700000000002,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.2339,0.00037833333333333344,0.6140016666666663
House20,2018-06-12 00:00:00,2.6859683333333337,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.97295,0.0019466666666666675,0.7214966666666667
House20,2018-06-12 01:00:00,2.7439633333333338,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,2.001736666666667,0.0019550000000000006,0.7507316666666668
House20,2018-06-12 02:00:00,2.686230000000001,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.976233333333333,0.00192,0.7059700000000001
House20,2018-06-12 03:00:00,2.8788400000000003,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.9164700000000003,0.001886666666666668,0.95043
House20,2018-06-12 04:00:00,2.6801350000000004,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.9316083333333327,0.0019083333333333333,0.7562933333333335
House20,2018-06-12 05:00:00,2.501958333333333,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.872828333333333,0.0018883333333333328,0.6369316666666666
House20,2018-06-12 06:00:00,2.402715,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.8331516666666663,0.001835,0.5773066666666665
House20,2018-06-12 07:00:00,1.479285,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.9567616666666664,0.0010316666666666675,0.5240483333333333
House20,2018-06-12 08:00:00,0.5163949999999999,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0002000000000000001,0.00011000000000000007,0.5107066666666668
House20,2018-06-12 09:00:00,0.17911833333333385,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,4.666666666666668e-05,2.5000000000000008e-05,0.17732499999999934
House20,2018-06-12 10:00:00,0.8966116666666669,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.000185,9.5e-05,0.8677266666666668
House20,2018-06-12 11:00:00,0.9526899999999999,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0003033333333333335,0.00019666666666666674,0.9120516666666668
House20,2018-06-12 12:00:00,0.18342666666666613,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,7.833333333333333e-05,4e-05,0.1816099999999997
House20,2018-06-12 13:00:00,0.6838616666666668,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00013166666666666662,5.999999999999996e-05,0.6796416666666667
House20,2018-06-12 14:00:00,0.7837416666666669,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0002333333333333335,0.00015166666666666662,0.7769816666666668
House20,2018-06-12 15:00:00,0.0101,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0,0.0,0.010000000000000005
House20,2018-06-12 16:00:00,1.279998333333333,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00022166666666666664,0.000145,1.2460549999999997
House20,2018-06-12 17:00:00,1.0202016666666665,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0002500000000000001,0.00027833333333333323,0.9805133333333332
House20,2018-06-12 18:00:00,1.1332133333333332,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00024999999999999995,0.0003816666666666668,1.093186666666667
House20,2018-06-12 19:00:00,0.8585100000000002,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0002950000000000002,0.0002816666666666667,0.8180249999999999
House20,2018-06-12 20:00:00,0.8088949999999998,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00024500000000000026,0.0003233333333333333,0.7683350000000001
House20,2018-06-12 21:00:00,0.7722216666666665,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00022666666666666666,0.00037166666666666695,0.7327783333333335
House20,2018-06-12 22:00:00,1.2251100000000001,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00042333333333333285,0.4672750000000001,0.7154650000000001
House20,2018-06-12 23:00:00,2.0186083333333333,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.242465,1.015545,0.7268733333333335
House20,2018-06-13 00:00:00,2.1518783333333307,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.4812333333333323,0.0014716666666666665,0.6762433333333336
House20,2018-06-13 01:00:00,1.3276549999999998,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.7289383333333335,0.0006150000000000003,0.6017733333333334
House20,2018-06-13 02:00:00,3.118716666666668,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.9076283333333333,0.0018666666666666664,1.2108333333333332
House20,2018-06-13 03:00:00,2.83379,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.9487866666666664,0.0018616666666666664,0.881015
House20,2018-06-13 04:00:00,2.5603933333333333,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.852348333333333,0.0017783333333333355,0.7152533333333334
House20,2018-06-13 05:00:00,2.597995,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.923475,0.0018983333333333337,0.6823383333333334
House20,2018-06-13 06:00:00,0.6277950000000009,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.4687383333333341,0.00045,0.16098000000000026
House20,2018-06-13 07:00:00,0.9041716666666666,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.006664999999999987,0.00010833333333333327,0.8930500000000003
House20,2018-06-13 08:00:00,0.8489766666666668,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00019666666666666674,0.00017333333333333334,0.8425066666666664
House20,2018-06-13 09:00:00,0.12693833333333365,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,4.833333333333335e-05,5.0000000000000016e-05,0.12550166666666646
House20,2018-06-13 10:00:00,0.3826083333333333,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,6.000000000000002e-05,6.333333333333335e-05,0.37981
House20,2018-06-13 11:00:00,0.8872549999999999,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00020333333333333344,0.000195,0.8791899999999999
House20,2018-06-13 12:00:00,0.2823983333333329,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,4.833333333333335e-05,6.333333333333332e-05,0.2722916666666666
House20,2018-06-13 13:00:00,0.8055083333333336,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0001366666666666666,0.00010500000000000013,0.7767583333333334
House20,2018-06-13 14:00:00,0.9960916666666668,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0002350000000000001,0.00013833333333333327,0.95967
House20,2018-06-13 15:00:00,0.22152500000000053,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,6.166666666666667e-05,2.833333333333334e-05,0.2116950000000002
House20,2018-06-13 16:00:00,0.7768516666666667,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00012666666666666664,0.000105,0.7504783333333335
House20,2018-06-13 17:00:00,0.2200499999999998,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,3.166666666666666e-05,1.8333333333333333e-05,0.2165449999999995
House20,2018-06-13 18:00:00,0.8666649999999999,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00017666666666666666,7.33333333333333e-05,0.8619883333333334
House20,2018-06-13 19:00:00,1.8522166666666664,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.7238683333333333,0.0008383333333333331,1.1280550000000005
House20,2018-06-13 20:00:00,2.862091666666668,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.889995,0.0020866666666666672,0.9805516666666666
House20,2018-06-13 21:00:00,2.687416666666666,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.96869,0.0021499999999999987,0.7272249999999997
House20,2018-06-13 22:00:00,2.543354999999999,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.8809983333333329,0.0020266666666666658,0.6705866666666664
House20,2018-06-13 23:00:00,2.5753649999999992,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.8088516666666656,0.0019383333333333325,0.7734033333333332
House20,2018-06-14 00:00:00,2.523263333333333,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.7696633333333336,0.0016816666666666677,0.7610850000000002
House20,2018-06-14 01:00:00,2.4519983333333317,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.7409283333333332,0.0015950000000000005,0.7182316666666669
House20,2018-06-14 02:00:00,2.7559083333333327,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.9601166666666665,0.0020666666666666654,0.8041716666666668
House20,2018-06-14 03:00:00,2.012068333333333,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.3233283333333334,0.0013283333333333335,0.692425
House20,2018-06-14 04:00:00,2.3321866666666664,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.7971016666666668,0.0017949999999999993,0.54322
House20,2018-06-14 05:00:00,2.2434966666666667,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.7355583333333338,0.0017266666666666665,0.5154533333333332
House20,2018-06-14 06:00:00,2.2531416666666666,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.7817433333333337,0.001758333333333333,0.4792650000000001
House20,2018-06-14 07:00:00,2.499798333333333,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.8302383333333327,0.14364833333333332,0.5345283333333329
House20,2018-06-14 08:00:00,2.6819883333333334,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.892418333333333,0.07949333333333337,0.7187733333333334
House20,2018-06-14 09:00:00,1.9107333333333327,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.2368150000000016,0.0013350000000000016,0.6765549999999997
House20,2018-06-14 10:00:00,0.561075,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0004183333333333337,0.00011166666666666672,0.5531833333333331
House20,2018-06-14 11:00:00,0.7112666666666668,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0004166666666666669,4.1666666666666665e-05,0.6981933333333331
House20,2018-06-14 12:00:00,0.4961116666666667,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0003383333333333337,6.666666666666663e-05,0.489475
House20,2018-06-14 13:00:00,0.707735,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0003466666666666668,0.00010500000000000009,0.7000983333333334
House20,2018-06-14 14:00:00,0.672035,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0003583333333333335,9.66666666666667e-05,0.6649366666666665
House20,2018-06-14 15:00:00,0.7432866666666665,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00039500000000000017,8.666666666666667e-05,0.7355333333333334
House20,2018-06-14 16:00:00,0.8656550000000002,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0003933333333333335,0.0001866666666666667,0.8578516666666669
House20,2018-06-14 17:00:00,0.6773983333333334,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0003550000000000003,0.000185,0.6697266666666668
House20,2018-06-14 18:00:00,1.4979433333333338,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0004866666666666666,0.32444500000000004,1.1648116666666668
House20,2018-06-14 19:00:00,2.543683333333333,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0010433333333333327,1.4226466666666666,1.1051300000000002
House20,2018-06-14 20:00:00,2.1656366666666664,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0009633333333333332,1.32715,0.8223233333333332
House20,2018-06-14 21:00:00,2.2329833333333338,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.0104066666666671,0.4921916666666666,0.7295350000000002
House20,2018-06-14 22:00:00,2.4372266666666667,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.80177,0.0019783333333333337,0.6432966666666664
House20,2018-06-14 23:00:00,2.595850000000001,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.9691316666666672,0.002133333333333332,0.6355616666666667
House20,2018-06-15 00:00:00,2.3926799999999995,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.7211583333333338,0.0017483333333333329,0.678455
House20,2018-06-15 01:00:00,2.4265583333333334,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.8008883333333336,0.001823333333333332,0.6332516666666667
House20,2018-06-15 02:00:00,3.1089366666666667,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.788711666666667,0.399375,0.9265516666666666
House20,2018-06-15 03:00:00,3.74503,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.648846666666666,1.194891666666667,0.8982383333333332
House20,2018-06-15 04:00:00,3.6610516666666673,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.7376599999999998,1.1948483333333335,0.7260333333333335
House20,2018-06-15 05:00:00,3.676986666666666,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.8548466666666663,1.1688516666666666,0.6535683333333334
House20,2018-06-15 06:00:00,3.805694999999999,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.94453,1.1602633333333332,0.7024016666666666
House20,2018-06-15 07:00:00,3.2402,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.363021666666666,1.1535633333333335,0.7201566666666666
House20,2018-06-15 08:00:00,0.8555616666666668,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0005200000000000002,0.02834166666666666,0.8187683333333333
House20,2018-06-15 09:00:00,0.88064,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0005300000000000002,0.00014333333333333334,0.8721450000000002
House20,2018-06-15 10:00:00,0.8859833333333335,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00039333333333333337,0.0002666666666666666,0.8774383333333335
House20,2018-06-15 11:00:00,0.8283416666666664,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00027,0.00025499999999999996,0.8204616666666665
House20,2018-06-15 12:00:00,0.7145866666666666,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0002083333333333334,0.0002566666666666667,0.7068533333333332
House20,2018-06-15 13:00:00,0.7285850000000001,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0002683333333333333,0.0002583333333333333,0.7208816666666668
House20,2018-06-15 14:00:00,0.8784083333333329,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0003116666666666669,0.00021000000000000006,0.8708616666666665
House20,2018-06-15 15:00:00,0.6741516666666667,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.00030166666666666677,0.00021000000000000006,0.6666816666666667
House20,2018-06-15 16:00:00,0.8181333333333333,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0003066666666666668,0.00016333333333333334,0.8108616666666666
House20,2018-06-15 17:00:00,1.055705,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0003566666666666668,0.0001916666666666667,1.0483049999999998
House20,2018-06-15 18:00:00,0.7941833333333335,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0003166666666666668,0.00024333333333333325,0.7722249999999999
House20,2018-06-15 19:00:00,1.1106166666666664,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.000405,0.267195,0.8017049999999999
House20,2018-06-15 20:00:00,2.1707433333333337,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0009616666666666668,1.3105666666666669,0.8103733333333332
House20,2018-06-15 21:00:00,2.0496283333333336,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0009216666666666668,1.2717533333333335,0.7281999999999997
House20,2018-06-15 22:00:00,1.9024233333333336,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0009216666666666664,1.248393333333333,0.6313916666666665
House20,2018-06-15 23:00:00,1.8707150000000001,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,0.0009683333333333336,1.2609,0.5770116666666667
House20,2018-06-16 00:00:00,3.280680000000001,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.2585766666666671,1.27009,0.7307216666666664
House20,2018-06-16 01:00:00,3.5449466666666662,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.630121666666667,1.2244333333333337,0.6849616666666668
House20,2018-06-16 02:00:00,3.3078366666666663,1361.25,3,1986,10.0,No,8,4.0,2.0,1.0,1.0,1 phase,9,8,1,0,9,0,6,3,1,5,13,1,0,2,27,1,1.4561783333333338,1.1924883333333336,0.6503566666666669
