House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,BR_kW,Kitchen_kW,AC_GR_kW,AC_MBR_kW,AC_LR_kW
House14,2018-08-26 15:00:00,0.11107166666666662,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,8.166666666666661e-05,0.10633999999999996,5e-06,0.0016083333333333325,0.0004283333333333337
House14,2018-08-26 16:00:00,0.10841833333333332,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.00010666666666666668,0.10376666666666666,3.3333333333333333e-06,0.0017033333333333332,0.0004633333333333336
House14,2018-08-26 17:00:00,0.09527166666666664,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,9.833333333333334e-05,0.0905066666666666,1.6666666666666669e-06,0.0017499999999999985,0.0005000000000000001
House14,2018-08-26 18:00:00,0.09667166666666666,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.00011000000000000004,0.09182666666666668,0.0,0.0017866666666666656,0.0004916666666666667
House14,2018-08-26 19:00:00,0.09812833333333336,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.00010833333333333333,0.09340666666666664,0.0,0.0017450000000000002,0.0004800000000000002
House14,2018-08-26 20:00:00,0.11289833333333335,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.00010833333333333336,0.10822666666666664,1.6666666666666669e-06,0.0016899999999999994,0.0004600000000000003
House14,2018-08-26 21:00:00,0.1093816666666667,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.00012999999999999996,0.10473999999999996,1.6666666666666669e-06,0.0016549999999999991,0.0004550000000000002
House14,2018-08-26 22:00:00,0.10274166666666663,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.000115,0.09824333333333334,1.6666666666666669e-06,0.0016083333333333327,0.0004600000000000002
House14,2018-08-26 23:00:00,0.09293833333333328,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.00013666666666666666,0.08857500000000001,0.0,0.0015733333333333333,0.0004666666666666667
House14,2018-08-27 00:00:00,0.09582500000000004,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.00012999999999999993,0.09113500000000002,1.6666666666666669e-06,0.0016216666666666675,0.0004650000000000002
House14,2018-08-27 01:00:00,0.10460500000000003,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.00010500000000000003,0.09987000000000004,1.6666666666666669e-06,0.001704999999999999,0.0004750000000000002
House14,2018-08-27 02:00:00,0.1062133333333333,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.00010000000000000003,0.10137833333333336,0.0,0.0017616666666666653,0.0004816666666666668
House14,2018-08-27 03:00:00,0.5646883333333332,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0008899999999999998,0.1893950000000001,7.999999999999999e-05,0.0020033333333333327,0.0004200000000000002
House14,2018-08-27 04:00:00,1.4317150000000003,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.002791666666666666,0.251075,0.0002533333333333335,0.002441666666666666,0.00016
House14,2018-08-27 05:00:00,1.11143,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0021083333333333323,0.23842500000000005,0.00019833333333333327,0.0022716666666666658,0.00014499999999999995
House14,2018-08-27 06:00:00,0.8499533333333333,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.05511666666666671,0.2302166666666666,0.00011833333333333327,0.0021199999999999995,0.00019166666666666667
House14,2018-08-27 07:00:00,0.8112550000000001,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.001438333333333333,0.2164,0.00011166666666666665,0.002123333333333333,0.00020166666666666667
House14,2018-08-27 08:00:00,0.7755000000000002,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0013983333333333337,0.20599666666666666,0.00010666666666666664,0.001993333333333332,0.00025499999999999996
House14,2018-08-27 09:00:00,0.8556833333333335,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0015900000000000005,0.19853833333333332,0.0001183333333333333,0.0020566666666666654,0.0001783333333333333
House14,2018-08-27 10:00:00,0.8320783333333335,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0015516666666666676,0.19238666666666665,0.00011833333333333333,0.0020783333333333326,0.0002233333333333333
House14,2018-08-27 11:00:00,0.7013316666666667,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.001013333333333334,0.337595,4.666666666666665e-05,0.0016966666666666662,0.2512116666666667
House14,2018-08-27 12:00:00,2.453138333333333,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.003443333333333335,0.3888933333333334,9.333333333333336e-05,0.0010633333333333337,2.043143333333333
House14,2018-08-27 13:00:00,0.7529166666666668,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.001188333333333333,0.3075716666666668,7.5e-05,0.0018666666666666664,0.0036549999999999977
House14,2018-08-27 14:00:00,1.5670816666666665,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.002953333333333336,0.2872166666666666,0.00020833333333333346,0.0021200000000000012,0.003396666666666663
House14,2018-08-27 15:00:00,1.5652166666666667,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0030799999999999994,0.25256999999999996,0.0002283333333333333,0.002271666666666666,0.0036466666666666665
House14,2018-08-27 16:00:00,1.4995100000000003,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.002955,0.2731700000000001,0.0002266666666666668,0.0022866666666666647,0.0037466666666666672
House14,2018-08-27 17:00:00,0.2671066666666668,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,7.499999999999998e-05,0.2458216666666666,0.0,0.001755,0.004086666666666667
House14,2018-08-27 18:00:00,0.3439149999999999,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0003133333333333335,0.3297649999999999,0.0,0.00187,0.004023333333333333
House14,2018-08-27 19:00:00,1.2306700000000002,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.00198,0.3825066666666667,0.0001533333333333333,0.002261666666666669,0.0038150000000000007
House14,2018-08-27 20:00:00,1.597955,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.003015000000000001,0.3285766666666667,0.0002283333333333334,0.0024650000000000023,0.0037283333333333344
House14,2018-08-27 21:00:00,1.3507400000000005,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.002616666666666668,0.23698000000000002,0.00021833333333333345,0.002303333333333332,0.003791666666666665
House14,2018-08-27 22:00:00,1.1441300000000003,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0021766666666666666,0.231025,0.0001783333333333333,0.002236666666666666,0.00371
House14,2018-08-27 23:00:00,1.0186333333333335,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0016566666666666672,0.2933016666666667,0.00013666666666666658,0.0021483333333333333,0.0036266666666666674
House14,2018-08-28 00:00:00,1.0179333333333334,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0016866666666666664,0.29586166666666663,0.000145,0.0023100000000000004,0.003844999999999999
House14,2018-08-28 01:00:00,0.9630316666666666,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0017583333333333346,0.2310183333333333,0.00014,0.002095,0.003878333333333332
House14,2018-08-28 02:00:00,0.7103083333333335,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0012666666666666668,0.19320333333333325,8.833333333333333e-05,0.0019399999999999999,0.0038966666666666655
House14,2018-08-28 03:00:00,1.0157033333333334,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0018883333333333343,0.2321333333333332,0.0001566666666666666,0.0021933333333333327,0.004051666666666667
House14,2018-08-28 04:00:00,0.8927450000000001,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0016633333333333335,0.197505,0.00012999999999999996,0.002049999999999999,0.004016666666666668
House14,2018-08-28 05:00:00,0.8716633333333331,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0015616666666666667,0.21705000000000005,0.0001133333333333333,0.00198,0.0038883333333333313
House14,2018-08-28 06:00:00,0.8367866666666666,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.030109999999999963,0.22382999999999992,9.499999999999998e-05,0.0019983333333333324,0.0039700000000000004
House14,2018-08-28 07:00:00,0.7719049999999996,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0012950000000000006,0.2238700000000001,0.00013166666666666665,0.0015266666666666664,0.0032900000000000013
House14,2018-08-28 08:00:00,0.9104016666666666,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0016800000000000012,0.2187000000000001,0.000185,0.002098333333333332,0.004199999999999999
House14,2018-08-28 09:00:00,0.9274783333333332,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0017366666666666678,0.2136516666666667,0.00020333333333333325,0.0021166666666666664,0.004135
House14,2018-08-28 10:00:00,0.6031083333333336,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0009266666666666675,0.23525166666666664,0.00010500000000000003,0.0020850000000000005,0.004285000000000001
House14,2018-08-28 11:00:00,0.3452216666666666,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0002733333333333334,0.32091833333333336,1.8333333333333333e-05,0.001866666666666665,0.004015
House14,2018-08-28 12:00:00,1.0022483333333334,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.00187,0.250445,0.000195,0.002144999999999999,0.003896666666666668
House14,2018-08-28 13:00:00,1.3943550000000002,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.002848333333333332,0.23398000000000002,0.00028166666666666645,0.002156666666666666,0.003891666666666664
House14,2018-08-28 14:00:00,0.41721499999999995,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.11933166666666667,0.2783883333333333,1.5000000000000005e-05,0.0014800000000000002,0.0037683333333333353
House14,2018-08-28 15:00:00,0.3510400000000001,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.03435000000000011,0.29773999999999995,2e-05,0.0013899999999999993,0.003638333333333332
House14,2018-08-28 16:00:00,0.6199483333333333,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0007716666666666669,0.3886399999999998,2.5000000000000008e-05,0.001483333333333334,0.214995
House14,2018-08-28 17:00:00,2.535533333333333,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.003756666666666668,0.328985,6.499999999999995e-05,0.001019999999999999,2.184915
House14,2018-08-28 18:00:00,1.9147283333333336,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0027533333333333325,0.3148683333333333,4.833333333333331e-05,0.0009016666666666664,1.5796399999999997
House14,2018-08-28 19:00:00,1.0145266666666664,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0017016666666666662,0.2994833333333333,0.00014166666666666668,0.0016900000000000007,0.0035516666666666648
House14,2018-08-28 20:00:00,0.4284716666666668,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0005299999999999997,0.2897650000000001,2.8333333333333332e-05,0.001411666666666666,0.0036049999999999967
House14,2018-08-28 21:00:00,1.0594566666666667,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0018516666666666668,0.29153333333333337,0.0001866666666666666,0.001944999999999998,0.0037283333333333335
House14,2018-08-28 22:00:00,1.3836566666666668,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.002815000000000002,0.21829166666666666,0.00029000000000000016,0.002235,0.0038483333333333342
House14,2018-08-28 23:00:00,1.2321816666666665,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0024283333333333357,0.2423033333333333,0.0002816666666666665,0.0023016666666666663,0.004256666666666665
House14,2018-08-29 00:00:00,0.20796333333333306,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0003883333333333333,0.04477166666666679,5e-05,0.0004866666666666667,0.0011183333333333355
House14,2018-08-29 01:00:00,0.9741499999999996,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0013783333333333332,0.29099,0.00011333333333333333,0.001246666666666667,0.0030516666666666674
House14,2018-08-29 02:00:00,1.1190816666666668,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.001948333333333332,0.26651499999999995,0.0001533333333333333,0.0020983333333333327,0.00395
House14,2018-08-29 03:00:00,1.1252650000000004,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.002136666666666666,0.22044,0.00015,0.0021066666666666664,0.003986666666666665
House14,2018-08-29 04:00:00,1.0048733333333333,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0019116666666666668,0.19968166666666665,0.00013166666666666662,0.0020316666666666664,0.004071666666666668
House14,2018-08-29 05:00:00,1.017731666666667,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0019483333333333325,0.20261833333333326,0.00013499999999999995,0.001978333333333333,0.0040083333333333325
House14,2018-08-29 06:00:00,1.0055866666666669,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0016966666666666664,0.27445499999999995,0.00013666666666666666,0.0018700000000000008,0.0036299999999999995
House14,2018-08-29 07:00:00,1.0091883333333331,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.001916666666666666,0.19518,0.00018833333333333332,0.0019533333333333334,0.003986666666666665
House14,2018-08-29 08:00:00,0.9866933333333332,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0018799999999999989,0.19219833333333336,0.00017333333333333334,0.0018950000000000009,0.003781666666666666
House14,2018-08-29 09:00:00,1.0716166666666669,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0020433333333333323,0.20730666666666664,0.00020333333333333325,0.0020366666666666654,0.0037566666666666655
House14,2018-08-29 10:00:00,0.8501633333333334,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0015533333333333336,0.20459000000000002,0.0001483333333333333,0.0019683333333333324,0.0038883333333333335
House14,2018-08-29 11:00:00,1.5615783333333335,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0021533333333333344,0.319635,4.833333333333331e-05,0.0012950000000000006,1.2252933333333336
House14,2018-08-29 12:00:00,0.4404733333333332,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.18287499999999995,0.23772666666666675,6.6666666666666675e-06,0.0014533333333333336,0.0037683333333333327
House14,2018-08-29 13:00:00,1.5583366666666676,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0028250000000000003,0.3460266666666667,0.000275,0.002345000000000001,0.003593333333333332
House14,2018-08-29 14:00:00,1.1336816666666665,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0026783333333333338,0.26404999999999995,0.000155,0.0018900000000000008,0.0035716666666666657
House14,2018-08-29 15:00:00,0.16296166666666687,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0026100000000000003,0.15248499999999965,0.0,0.0006633333333333334,0.0015150000000000022
House14,2018-08-29 16:00:00,1.05581,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.003393333333333334,0.4664150000000002,7.999999999999998e-05,0.0012766666666666664,0.002474999999999998
House14,2018-08-29 17:00:00,1.7608549999999998,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.003638333333333333,0.4887,0.00016500000000000005,0.002358333333333332,0.003703333333333332
House14,2018-08-29 18:00:00,0.834255,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.01038833333333333,0.35787499999999994,0.00011833333333333348,0.0015783333333333322,0.003668333333333332
House14,2018-08-29 19:00:00,1.5550349999999995,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0028933333333333307,0.30885499999999994,0.00019500000000000005,0.0020733333333333333,0.0036099999999999978
House14,2018-08-29 20:00:00,1.4114249999999997,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.002373333333333334,0.3491299999999999,0.00015833333333333338,0.002015,0.0035083333333333308
House14,2018-08-29 21:00:00,1.1384316666666667,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.001933333333333333,0.2789383333333333,0.0001366666666666666,0.001955,0.003516666666666665
House14,2018-08-29 22:00:00,1.0086983333333337,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.001806666666666666,0.2348483333333333,0.00012999999999999996,0.0019533333333333325,0.0036266666666666656
House14,2018-08-29 23:00:00,1.0596516666666669,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0018783333333333328,0.2641583333333334,0.0001466666666666666,0.0020549999999999987,0.0037216666666666657
House14,2018-08-30 00:00:00,1.0503616666666666,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.00183,0.2727433333333334,0.00014666666666666655,0.00207,0.0036633333333333327
House14,2018-08-30 01:00:00,0.5329550000000001,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0008216666666666662,0.20726000000000008,9.499999999999999e-05,0.0017849999999999997,0.0038466666666666658
House14,2018-08-30 02:00:00,1.2605533333333332,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.002491666666666665,0.22241666666666668,0.00017666666666666666,0.002161666666666665,0.003658333333333333
House14,2018-08-30 03:00:00,0.7499216666666666,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0012783333333333336,0.22544666666666666,0.00011166666666666668,0.0019366666666666653,0.003836666666666668
House14,2018-08-30 04:00:00,0.8908966666666664,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0016299999999999995,0.21292333333333333,0.00012833333333333327,0.0019399999999999984,0.003788333333333333
House14,2018-08-30 05:00:00,0.7847099999999999,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.001375,0.21084666666666668,0.0001133333333333333,0.0018433333333333325,0.003726666666666665
House14,2018-08-30 06:00:00,0.8399133333333333,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0014266666666666664,0.24518666666666666,0.00011333333333333333,0.0019199999999999987,0.003728333333333332
House14,2018-08-30 07:00:00,0.8047233333333335,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0014099999999999994,0.22059333333333334,0.0001333333333333333,0.0018116666666666667,0.003686666666666666
House14,2018-08-30 08:00:00,0.8060866666666666,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0014616666666666665,0.18782333333333331,0.00013999999999999996,0.001848333333333333,0.0037966666666666665
House14,2018-08-30 09:00:00,0.9478983333333332,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.00169,0.2319483333333334,0.00017166666666666665,0.002059999999999999,0.0038133333333333335
House14,2018-08-30 10:00:00,0.5384316666666666,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0008316666666666659,0.2333116666666667,7.333333333333333e-05,0.0017933333333333336,0.003858333333333333
House14,2018-08-30 11:00:00,0.3293633333333333,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0003683333333333333,0.2243483333333332,0.0,0.0014466666666666653,0.003785
House14,2018-08-30 12:00:00,0.38512833333333335,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0004866666666666668,0.21752500000000005,0.0,0.0012666666666666662,0.0036399999999999983
House14,2018-08-30 13:00:00,0.5152366666666667,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0005966666666666668,0.30858,1e-05,0.0015733333333333328,0.0038333333333333336
House14,2018-08-30 14:00:00,0.340035,24502.5,1,2010,12.0,No,5,2.0,1.0,1.0,1.0,3 phase,5,2,3,0,5,0,2,1,1,4,5,0,0,1,16,1,0.0004349999999999995,0.21722166666666667,1.6666666666666669e-06,0.0015099999999999994,0.00391
