House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_kW
House28,2018-06-01 22:00:00,1.2841966666666669,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0009883333333333333
House28,2018-06-01 23:00:00,4.507736666666668,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.004731666666666665
House28,2018-06-02 00:00:00,5.721124999999999,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.006663333333333332
House28,2018-06-02 01:00:00,5.37516,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.00612
House28,2018-06-02 02:00:00,2.8458749999999995,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.002501666666666666
House28,2018-06-02 03:00:00,2.4363666666666663,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.002286666666666668
House28,2018-06-02 04:00:00,4.226811666666667,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0035316666666666678
House28,2018-06-02 05:00:00,3.967796666666666,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0030433333333333345
House28,2018-06-02 06:00:00,3.480031666666666,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0026949999999999986
House28,2018-06-02 07:00:00,3.227761666666667,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.002835000000000001
House28,2018-06-02 08:00:00,2.9246100000000004,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.002775000000000001
House28,2018-06-02 09:00:00,1.0068033333333333,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0011366666666666665
House28,2018-06-02 10:00:00,1.247178333333333,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.001458333333333333
House28,2018-06-02 11:00:00,1.1169066666666672,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0006983333333333335
House28,2018-06-02 12:00:00,1.2770916666666663,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0009416666666666668
House28,2018-06-02 13:00:00,1.1304699999999996,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0009666666666666666
House28,2018-06-02 14:00:00,2.63764,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.427075
House28,2018-06-02 15:00:00,2.5129333333333337,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.3620566666666665
House28,2018-06-02 16:00:00,4.200921666666666,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.885545
House28,2018-06-02 17:00:00,4.242378333333334,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.6106366666666665
House28,2018-06-02 18:00:00,2.633573333333332,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.20620833333333333
House28,2018-06-02 19:00:00,3.881816666666667,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.7755300000000002
House28,2018-06-02 20:00:00,3.6644099999999993,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.7703800000000001
House28,2018-06-02 21:00:00,1.900825,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.3117716666666665
House28,2018-06-02 22:00:00,2.1959516666666667,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.001698333333333332
House28,2018-06-02 23:00:00,4.711645000000001,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.003315
House28,2018-06-03 00:00:00,6.049606666666664,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.007021666666666663
House28,2018-06-03 01:00:00,5.6807599999999985,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.006871666666666669
House28,2018-06-03 02:00:00,4.439023333333335,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.005526666666666668
House28,2018-06-03 03:00:00,3.6768300000000003,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.00314
House28,2018-06-03 04:00:00,4.446411666666664,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.00561
House28,2018-06-03 05:00:00,4.845123333333333,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.005888333333333334
House28,2018-06-03 06:00:00,3.9829083333333326,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.005679999999999999
House28,2018-06-03 07:00:00,2.3266016666666665,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0037683333333333327
House28,2018-06-03 08:00:00,2.413338333333333,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0026183333333333336
House28,2018-06-03 09:00:00,1.425243333333334,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0015333333333333347
House28,2018-06-03 10:00:00,1.1887033333333332,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0011183333333333338
House28,2018-06-03 11:00:00,0.8899966666666664,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0007116666666666662
House28,2018-06-03 12:00:00,0.9223216666666664,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0003333333333333333
House28,2018-06-03 13:00:00,0.9458533333333332,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0005266666666666665
House28,2018-06-03 14:00:00,1.8578916666666667,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.001706666666666666
House28,2018-06-03 15:00:00,4.2332649999999985,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.6683666666666663
House28,2018-06-03 16:00:00,4.25968,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.8947516666666666
House28,2018-06-03 17:00:00,2.6108,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.4978716666666664
House28,2018-06-03 18:00:00,1.4895916666666669,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.11249
House28,2018-06-03 19:00:00,3.67691,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.7717233333333334
House28,2018-06-03 20:00:00,4.394313333333335,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.5488883333333338
House28,2018-06-03 21:00:00,3.0886416666666654,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.3613333333333333
House28,2018-06-03 22:00:00,2.153913333333333,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0013666666666666669
House28,2018-06-03 23:00:00,4.789273333333332,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.004428333333333332
House28,2018-06-04 00:00:00,4.857868333333335,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.003918333333333333
House28,2018-06-04 01:00:00,4.648395,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0035499999999999993
House28,2018-06-04 02:00:00,3.276713333333334,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.002716666666666668
House28,2018-06-04 03:00:00,2.3670883333333337,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0024050000000000005
House28,2018-06-04 04:00:00,5.024166666666667,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0041899999999999975
House28,2018-06-04 05:00:00,4.300195,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0038399999999999992
House28,2018-06-04 06:00:00,3.1702633333333328,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0028133333333333344
House28,2018-06-04 07:00:00,1.8777283333333337,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.002741666666666666
House28,2018-06-04 08:00:00,1.1833483333333337,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0012133333333333336
House28,2018-06-04 09:00:00,0.9927416666666669,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0017449999999999992
House28,2018-06-04 10:00:00,1.1242466666666673,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.000903333333333334
House28,2018-06-04 11:00:00,0.27722666666666657,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.00020333333333333333
House28,2018-06-04 12:00:00,0.9715816666666668,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.001246666666666667
House28,2018-06-04 13:00:00,3.820376666666668,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.8660083333333329
House28,2018-06-04 14:00:00,1.0473883333333336,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.2444416666666665
House28,2018-06-04 15:00:00,2.9847516666666682,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.6869916666666668
House28,2018-06-04 16:00:00,3.61305,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.9255066666666664
House28,2018-06-04 17:00:00,1.802773333333333,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.22453000000000006
House28,2018-06-04 18:00:00,3.0726833333333348,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.5661850000000002
House28,2018-06-04 19:00:00,3.752243333333334,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.7529433333333332
House28,2018-06-04 20:00:00,3.978261666666668,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.7812999999999999
House28,2018-06-04 21:00:00,1.726498333333334,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.16453833333333334
House28,2018-06-04 22:00:00,2.069338333333333,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.001768333333333333
House28,2018-06-04 23:00:00,4.6679699999999995,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.00418
House28,2018-06-05 00:00:00,4.772456666666668,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0034666666666666665
House28,2018-06-05 01:00:00,4.253406666666667,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.003243333333333333
House28,2018-06-05 02:00:00,1.9316850000000003,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0018433333333333325
House28,2018-06-05 03:00:00,2.9798416666666663,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.002696666666666665
House28,2018-06-05 04:00:00,5.156831666666665,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.004385
House28,2018-06-05 05:00:00,3.5260166666666666,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.003080000000000001
House28,2018-06-05 06:00:00,2.300766666666666,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0016350000000000008
House28,2018-06-05 07:00:00,2.3336166666666665,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0024083333333333326
House28,2018-06-05 08:00:00,0.7731983333333329,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0012266666666666682
House28,2018-06-05 09:00:00,1.4444450000000006,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.002075
House28,2018-06-05 10:00:00,1.0169916666666667,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0006866666666666668
House28,2018-06-05 11:00:00,0.1981066666666668,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,5e-05
House28,2018-06-05 12:00:00,1.0819916666666665,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0009583333333333328
House28,2018-06-05 13:00:00,0.8555483333333331,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0040066666666666645
House28,2018-06-05 14:00:00,0.008878333333333339,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,5.4999999999999975e-05
House28,2018-06-05 15:00:00,2.766315,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.5009766666666666
House28,2018-06-05 16:00:00,3.6143333333333327,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.8511400000000002
House28,2018-06-05 17:00:00,0.3477416666666666,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.015683333333333323
House28,2018-06-05 18:00:00,2.0549283333333346,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.25710499999999986
House28,2018-06-05 19:00:00,0.27003,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.014194999999999998
House28,2018-06-05 20:00:00,0.4933733333333321,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.08405666666666664
House28,2018-06-05 21:00:00,0.012800000000000006,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.002299999999999997
House28,2018-06-05 22:00:00,0.012800000000000006,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.002299999999999997
House28,2018-06-05 23:00:00,0.052523333333333325,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0014800000000000002
House28,2018-06-06 00:00:00,3.2134183333333337,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.003558333333333332
House28,2018-06-06 01:00:00,3.696166666666666,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.00394
House28,2018-06-06 02:00:00,5.390253333333333,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.004956666666666667
House28,2018-06-06 03:00:00,4.5834616666666665,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.004005
House28,2018-06-06 04:00:00,3.561633333333333,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0030216666666666664
House28,2018-06-06 05:00:00,2.4317483333333327,3267.01,2,1998,11.0,Yes,7,4.0,1.0,1.0,1.0,3 phase,9,4,3,2,9,0,7,1,1,11,10,2,0,2,20,0,0.0021083333333333323
