House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_DR_kW,UPS_kW,LR_kW,Kitchen_kW,AC_DNR_kW,AC_BR_kW
House1,2018-08-17 17:00:00,3.2633766666666664,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0008150000000000001,0.213585,0.19642333333333328,0.25949666666666665,1.5634833333333331,0.0003100000000000002
House1,2018-08-17 18:00:00,3.3084333333333333,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0006733333333333338,0.20378499999999994,0.201715,0.26030000000000003,1.5240499999999997,0.00016666666666666647
House1,2018-08-17 19:00:00,3.1857683333333333,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0002366666666666667,0.21698,0.2304633333333333,0.2628816666666667,1.472145,0.00021333333333333317
House1,2018-08-17 20:00:00,3.3748733333333325,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,2.666666666666667e-05,0.2443766666666667,0.2334916666666665,0.262995,1.4545666666666668,0.00019166666666666667
House1,2018-08-17 21:00:00,3.624054999999998,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00019333333333333325,0.3151933333333333,0.2347116666666668,0.2297783333333333,1.4616266666666669,0.0002933333333333333
House1,2018-08-17 22:00:00,3.6287600000000007,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00032833333333333347,0.30042666666666673,0.2352666666666666,0.19776,1.4589783333333333,0.0003733333333333333
House1,2018-08-17 23:00:00,2.2736416666666672,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00010000000000000003,0.23778499999999994,0.23352166666666674,0.19272,0.34466000000000035,0.000436666666666667
House1,2018-08-18 00:00:00,2.7303616666666657,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0003783333333333337,0.1580683333333333,0.09132166666666673,0.19083666666666674,0.0021766666666666666,1.177025
House1,2018-08-18 01:00:00,2.7594699999999994,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0002150000000000001,0.17314666666666664,0.13328000000000004,0.16608166666666666,0.0022316666666666665,1.3912483333333336
House1,2018-08-18 02:00:00,1.6992966666666676,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,7.500000000000002e-05,0.15405333333333335,0.133575,0.13795499999999994,0.0020250000000000003,0.3793533333333332
House1,2018-08-18 03:00:00,1.4072600000000004,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,1.833333333333334e-05,0.15251833333333328,0.14100499999999996,0.18530833333333327,0.003721666666666665,9.000000000000002e-05
House1,2018-08-18 04:00:00,1.347268333333333,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,3.3333333333333333e-06,0.15060666666666658,0.13924833333333336,0.10783666666666668,0.0020033333333333344,0.00012333333333333348
House1,2018-08-18 05:00:00,1.2542550000000003,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,9.166666666666664e-05,0.15149500000000002,0.140845,0.07745499999999997,0.0018783333333333336,0.0002
House1,2018-08-18 06:00:00,1.0540983333333334,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00032499999999999993,0.14556,0.15900833333333333,0.11055333333333334,0.0037000000000000006,0.0002199999999999999
House1,2018-08-18 07:00:00,0.99911,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.000105,0.13552166666666668,0.1825483333333333,0.20600500000000002,0.008673333333333333,9.833333333333328e-05
House1,2018-08-18 08:00:00,0.972915,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00013333333333333334,0.21631000000000009,0.20376833333333336,0.20627333333333328,0.009241666666666664,0.000381666666666667
House1,2018-08-18 09:00:00,1.0100666666666671,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00014166666666666654,0.23088666666666666,0.1884066666666667,0.2167966666666667,0.004988333333333334,0.0004250000000000003
House1,2018-08-18 10:00:00,0.8570366666666668,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,8.999999999999999e-05,0.2021566666666668,0.18428833333333333,0.20214166666666664,0.004794999999999999,0.00037499999999999985
House1,2018-08-18 11:00:00,1.6578483333333334,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.4071566666666666,0.20478166666666672,0.18275833333333333,0.24129166666666665,0.008698333333333341,0.0006133333333333338
House1,2018-08-18 12:00:00,1.17398,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,5.83333333333333e-05,0.18727500000000005,0.19039833333333328,0.21833833333333327,0.003328333333333332,0.0002683333333333333
House1,2018-08-18 13:00:00,1.4903583333333332,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,8.499999999999998e-05,0.19555333333333336,0.30451500000000004,0.27743166666666674,0.0061966666666666646,9.666666666666668e-05
House1,2018-08-18 14:00:00,1.42731,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00011166666666666668,0.209765,0.23137499999999994,0.2838683333333333,0.00827833333333333,8.333333333333333e-05
House1,2018-08-18 15:00:00,1.4639983333333333,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00010500000000000009,0.19877833333333333,0.26490166666666665,0.2464716666666667,0.005166666666666666,9.99999999999999e-05
House1,2018-08-18 16:00:00,1.4543299999999997,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00026333333333333325,0.2489816666666667,0.15015499999999996,0.29716,0.012320000000000006,0.00037000000000000016
House1,2018-08-18 17:00:00,1.4633999999999998,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00020666666666666647,0.26919999999999994,0.18599,0.34045,0.015205000000000003,0.00032333333333333324
House1,2018-08-18 18:00:00,1.4771483333333333,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.000145,0.2876349999999999,0.3403350000000001,0.2835716666666667,0.009233333333333338,0.00031
House1,2018-08-18 19:00:00,1.558541666666667,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0003449999999999999,0.3305983333333333,0.3318066666666667,0.246935,0.005260000000000001,0.00047
House1,2018-08-18 20:00:00,1.7783450000000005,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0004350000000000003,0.3230766666666665,0.33315333333333325,0.20993666666666672,0.0031100000000000025,0.0004516666666666673
House1,2018-08-18 21:00:00,1.88943,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0003633333333333333,0.31665499999999985,0.3331666666666667,0.22877166666666665,0.00222,0.0004166666666666672
House1,2018-08-18 22:00:00,1.7323049999999998,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,9.16666666666667e-05,0.26347666666666664,0.1598183333333333,0.1852266666666668,0.0046316666666666685,0.0004550000000000007
House1,2018-08-18 23:00:00,2.449856666666667,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0002333333333333332,0.20126000000000008,0.1396333333333333,0.23483166666666666,0.006573333333333332,0.9228233333333334
House1,2018-08-19 00:00:00,1.412861666666666,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,5e-06,0.209315,0.13602166666666662,0.16600666666666666,0.0035299999999999997,0.1127933333333335
House1,2018-08-19 01:00:00,1.2875466666666664,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,1.6666666666666669e-06,0.20964333333333326,0.13795833333333332,0.14314833333333327,0.002623333333333333,0.0003016666666666667
House1,2018-08-19 02:00:00,1.304896666666667,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,1e-05,0.21198833333333328,0.13994166666666674,0.14415500000000006,0.002538333333333333,0.0003216666666666668
House1,2018-08-19 03:00:00,1.3179416666666668,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,1.1666666666666668e-05,0.213935,0.14114166666666667,0.14453333333333332,0.0025049999999999994,0.00032500000000000015
House1,2018-08-19 04:00:00,1.314031666666667,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,3.3333333333333333e-06,0.21406833333333328,0.1410583333333333,0.13887,0.0023766666666666663,0.0003366666666666669
House1,2018-08-19 05:00:00,1.3523616666666665,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00012833333333333333,0.21196000000000004,0.15182833333333332,0.11721999999999998,0.001743333333333334,0.0004249999999999999
House1,2018-08-19 06:00:00,1.2630099999999995,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00031000000000000005,0.17444500000000002,0.15419000000000002,0.13433499999999998,0.004228333333333335,0.000446666666666667
House1,2018-08-19 07:00:00,1.1950399999999999,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.000125,0.11360333333333328,0.15508666666666673,0.1828116666666667,0.008238333333333332,0.00020166666666666654
House1,2018-08-19 08:00:00,0.9163066666666668,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0002716666666666667,0.10820999999999999,0.15039166666666667,0.2983683333333333,0.012911666666666677,0.0002216666666666666
House1,2018-08-19 09:00:00,1.0084483333333336,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0002766666666666668,0.18076166666666668,0.13930000000000006,0.2990966666666666,0.01237666666666667,0.000451666666666667
House1,2018-08-19 10:00:00,2.0467299999999997,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00034000000000000013,0.21073333333333324,0.14989833333333338,0.32256499999999994,0.013093333333333328,0.6559016666666668
House1,2018-08-19 11:00:00,1.2265466666666671,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0002800000000000001,0.19135833333333332,0.13795666666666664,0.2359783333333333,0.007293333333333333,0.00035333333333333365
House1,2018-08-19 12:00:00,1.419035,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00018333333333333336,0.20644666666666664,0.134675,0.2245383333333333,0.005623333333333336,0.0003616666666666668
House1,2018-08-19 13:00:00,1.3798766666666666,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00025000000000000017,0.2478333333333333,0.15117166666666665,0.2381799999999999,0.007376666666666664,0.0004183333333333337
House1,2018-08-19 14:00:00,1.5587549999999992,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0003950000000000003,0.2493033333333333,0.31460000000000005,0.26388333333333336,0.005603333333333339,0.000275
House1,2018-08-19 15:00:00,1.6278833333333331,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00036500000000000014,0.24092166666666665,0.30749333333333345,0.3017183333333333,0.008761666666666666,0.000225
House1,2018-08-19 16:00:00,1.594265,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0003383333333333331,0.2468100000000001,0.27497000000000005,0.30649,0.009030000000000002,0.03055666666666667
House1,2018-08-19 17:00:00,3.0424583333333337,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.972885,0.22129000000000013,0.14233666666666664,0.2625416666666667,0.01377666666666667,0.7882866666666668
House1,2018-08-19 18:00:00,3.4356166666666663,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,1.91502,0.2236750000000001,0.2534150000000001,0.2749033333333333,0.018168333333333328,0.001998333333333333
House1,2018-08-19 19:00:00,1.8600783333333333,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.046963333333333385,0.2372783333333333,0.3409966666666667,0.28942499999999993,0.006688333333333335,0.00021000000000000006
House1,2018-08-19 20:00:00,1.8582766666666664,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0006533333333333332,0.2983533333333333,0.3376583333333333,0.29337,0.005703333333333333,0.00029666666666666665
House1,2018-08-19 21:00:00,1.8825516666666668,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.000275,0.34110999999999997,0.3391566666666667,0.2886116666666666,0.0073983333333333375,0.0005416666666666668
House1,2018-08-19 22:00:00,2.2071916666666658,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,7.666666666666667e-05,0.30818500000000004,0.33883166666666664,0.22010833333333327,0.0037683333333333353,0.2849183333333334
House1,2018-08-19 23:00:00,3.3544183333333337,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,9.333333333333334e-05,0.24953499999999998,0.3286716666666667,0.19340833333333327,0.001905,1.5230016666666668
House1,2018-08-20 00:00:00,2.500425000000001,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0002716666666666666,0.15396500000000002,0.12856833333333334,0.1505683333333333,0.002066666666666666,1.177853333333333
House1,2018-08-20 01:00:00,2.235723333333333,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00019000000000000004,0.14612999999999998,0.13255666666666668,0.18782833333333326,0.003993333333333333,0.8989349999999996
House1,2018-08-20 02:00:00,2.041936666666667,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00013500000000000008,0.14705499999999996,0.13407999999999998,0.12811833333333333,0.0026800000000000005,0.7525983333333331
House1,2018-08-20 03:00:00,1.956421666666667,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00010333333333333336,0.1486733333333334,0.13601333333333324,0.1074283333333334,0.001648333333333333,0.6694483333333333
House1,2018-08-20 04:00:00,1.8417066666666664,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00016166666666666668,0.14672333333333334,0.13357999999999998,0.09995000000000002,0.0018466666666666672,0.5791933333333333
House1,2018-08-20 05:00:00,1.5452916666666665,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00024666666666666657,0.14580500000000005,0.13230000000000006,0.1023716666666666,0.002396666666666667,0.3872366666666666
House1,2018-08-20 06:00:00,1.0460633333333331,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0002783333333333333,0.15179833333333329,0.17273666666666668,0.099605,0.003008333333333333,0.00022999999999999995
House1,2018-08-20 07:00:00,1.0969599999999995,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,6.833333333333329e-05,0.1866616666666666,0.17570499999999994,0.16040833333333332,0.006398333333333331,0.00023166666666666689
House1,2018-08-20 08:00:00,1.1208783333333334,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00014833333333333324,0.21690000000000006,0.13245833333333332,0.2587333333333334,0.013189999999999988,0.0003066666666666667
House1,2018-08-20 09:00:00,1.27689,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00012666666666666653,0.22986666666666675,0.2574233333333333,0.26301166666666664,0.010445000000000005,0.00027500000000000007
House1,2018-08-20 10:00:00,1.434151666666666,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00027499999999999985,0.23245,0.10110666666666662,0.34492,0.02405166666666667,0.0004716666666666666
House1,2018-08-20 11:00:00,1.5466633333333333,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,4.1666666666666665e-05,0.2377566666666666,0.1366866666666667,0.2332483333333333,0.02283166666666664,0.0002633333333333333
House1,2018-08-20 12:00:00,1.230931666666666,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00020166666666666667,0.22963666666666674,0.13278833333333334,0.21653333333333333,0.013843333333333334,0.0003183333333333331
House1,2018-08-20 13:00:00,2.501486666666666,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0004683333333333337,0.2026149999999999,0.12977000000000005,0.25937,0.01853500000000001,1.0100516666666666
House1,2018-08-20 14:00:00,2.617058333333333,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0002583333333333336,0.201655,0.1444916666666667,0.29805999999999994,0.01149666666666667,1.2817700000000003
House1,2018-08-20 15:00:00,1.939898333333333,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0002749999999999999,0.196345,0.13738666666666666,0.2933516666666665,0.009924999999999995,0.7602383333333335
House1,2018-08-20 16:00:00,1.5031866666666671,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00013333333333333334,0.2010133333333334,0.13836833333333334,0.28223000000000004,0.008349999999999998,0.2781133333333331
House1,2018-08-20 17:00:00,1.3417149999999989,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,6.833333333333333e-05,0.20308333333333334,0.2666750000000001,0.2788299999999999,0.006838333333333332,0.00019833333333333327
House1,2018-08-20 18:00:00,1.8576916666666667,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,8.666666666666667e-05,0.2250916666666667,0.29977833333333337,0.29658,0.008996666666666665,0.3167433333333333
House1,2018-08-20 19:00:00,2.9177150000000007,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.000406666666666667,0.26728166666666675,0.35910666666666674,0.3504266666666667,0.007109999999999996,0.94904
House1,2018-08-20 20:00:00,3.33472,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00021333333333333333,0.28186166666666673,0.3597533333333332,0.3562316666666667,0.007531666666666664,1.2328099999999995
House1,2018-08-20 21:00:00,2.1329800000000008,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00031,0.3259666666666665,0.3605583333333333,0.36926166666666665,0.009933333333333341,0.045041666666666695
House1,2018-08-20 22:00:00,1.9569199999999995,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00016666666666666647,0.3143533333333334,0.2463616666666667,0.29782,0.0073700000000000015,0.0003266666666666669
House1,2018-08-20 23:00:00,2.7665100000000007,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0003383333333333334,0.18918500000000005,0.128995,0.22913999999999995,0.005043333333333335,1.2827350000000002
House1,2018-08-21 00:00:00,2.4881033333333344,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0002616666666666667,0.15589000000000006,0.12904166666666667,0.20826499999999995,0.004458333333333334,1.1173999999999995
House1,2018-08-21 01:00:00,1.66527,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,6.666666666666666e-05,0.13865,0.13331833333333332,0.20652333333333345,0.004633333333333332,0.306545
House1,2018-08-21 02:00:00,1.3530166666666663,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,1.833333333333334e-05,0.14881666666666665,0.134765,0.1816600000000001,0.0039533333333333295,4.833333333333334e-05
House1,2018-08-21 03:00:00,1.3323950000000009,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0,0.14905000000000002,0.1358416666666666,0.15289499999999995,0.0027350000000000005,9.666666666666672e-05
House1,2018-08-21 04:00:00,1.3636766666666666,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,2.8333333333333342e-05,0.14794000000000002,0.13333833333333334,0.19739500000000001,0.0046683333333333325,9.16666666666667e-05
House1,2018-08-21 05:00:00,1.3685466666666666,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,8.333333333333333e-05,0.15063333333333329,0.13748499999999994,0.2228566666666666,0.006368333333333334,9.66666666666666e-05
House1,2018-08-21 06:00:00,1.05479,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.0002616666666666667,0.149965,0.16560999999999998,0.15259833333333336,0.005093333333333334,0.00020166666666666664
House1,2018-08-21 07:00:00,1.0077383333333334,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00012166666666666665,0.1493783333333333,0.191615,0.1623733333333334,0.0068933333333333355,0.00013000000000000002
House1,2018-08-21 08:00:00,0.962855,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00011333333333333342,0.12462333333333335,0.14149833333333334,0.3523566666666668,0.01696166666666666,0.00018333333333333334
House1,2018-08-21 09:00:00,1.2666033333333335,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.19699999999999995,0.13156333333333334,0.11444333333333333,0.26716666666666666,0.011171666666666665,0.00047333333333333347
House1,2018-08-21 10:00:00,1.0992350000000004,4628.26,2,2014,9.5,Yes,7,3.0,2.0,1.0,1.0,3 phase,5,5,0,0,3,2,3,1,1,6,8,2,3,2,105,1,0.00010499999999999996,0.25602833333333325,0.08237833333333335,0.2395016666666665,0.008048333333333331,0.0005483333333333333
