House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_kW,Kitchen_kW
House40,2018-09-15 09:00:00,1.0750583333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006416666666666666,0.13961833333333332
House40,2018-09-15 10:00:00,1.605281666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005433333333333335,0.4341399999999999
House40,2018-09-15 11:00:00,2.398695,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003933333333333335,0.21016166666666666
House40,2018-09-15 12:00:00,2.530138333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004466666666666669,0.14990999999999996
House40,2018-09-15 13:00:00,2.3883516666666664,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004966666666666671,0.23815666666666674
House40,2018-09-15 14:00:00,3.1082133333333326,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003183333333333333,0.16794000000000006
House40,2018-09-15 15:00:00,2.3114483333333338,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004750000000000004,0.1990283333333333
House40,2018-09-15 16:00:00,2.534898333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003666666666666668,0.16066500000000009
House40,2018-09-15 17:00:00,1.05891,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000688333333333333,0.15459666666666666
House40,2018-09-15 18:00:00,1.2236416666666663,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006633333333333336,0.17496666666666666
House40,2018-09-15 19:00:00,1.4796133333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005283333333333332,0.14003833333333335
House40,2018-09-15 20:00:00,0.9127766666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007383333333333329,0.17437166666666662
House40,2018-09-15 21:00:00,3.2159633333333337,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004616666666666665,0.20207000000000008
House40,2018-09-15 22:00:00,5.154908333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00022166666666666664,0.14601166666666662
House40,2018-09-15 23:00:00,4.736371666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0002133333333333333,0.18557833333333326
House40,2018-09-16 00:00:00,3.9696883333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003633333333333333,0.14657166666666668
House40,2018-09-16 01:00:00,3.953591666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003083333333333333,0.1505566666666667
House40,2018-09-16 02:00:00,3.5443050000000005,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003266666666666667,0.13438333333333335
House40,2018-09-16 03:00:00,3.6854299999999993,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00032166666666666666,0.1173783333333333
House40,2018-09-16 04:00:00,3.44679,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00034499999999999993,0.12392000000000004
House40,2018-09-16 05:00:00,3.1740550000000005,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003266666666666666,0.138835
House40,2018-09-16 06:00:00,2.9034083333333345,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00035500000000000017,0.094305
House40,2018-09-16 07:00:00,2.5353366666666672,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00035500000000000017,0.12720333333333342
House40,2018-09-16 08:00:00,1.6691483333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00042833333333333357,0.10731000000000006
House40,2018-09-16 09:00:00,1.6860383333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004133333333333335,0.10496666666666668
House40,2018-09-16 10:00:00,4.0218250000000015,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003033333333333333,0.10160666666666668
House40,2018-09-16 11:00:00,0.8160016666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005666666666666668,0.28289999999999993
House40,2018-09-16 12:00:00,1.4846316666666663,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004916666666666673,0.2471433333333333
House40,2018-09-16 13:00:00,1.95135,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00037500000000000017,0.12836333333333336
House40,2018-09-16 14:00:00,1.9965183333333327,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00037500000000000017,0.22610166666666665
House40,2018-09-16 15:00:00,2.0280466666666674,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003916666666666669,0.1477333333333333
House40,2018-09-16 16:00:00,4.471416666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00022333333333333336,0.14465166666666665
House40,2018-09-16 17:00:00,2.154643333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004833333333333334,0.2075166666666667
House40,2018-09-16 18:00:00,2.216813333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005033333333333336,0.2169083333333333
House40,2018-09-16 19:00:00,2.113538333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005083333333333336,0.15434666666666666
House40,2018-09-16 20:00:00,2.211885,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005133333333333336,0.16714333333333334
House40,2018-09-16 21:00:00,3.980631666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003283333333333332,0.1802033333333333
House40,2018-09-16 22:00:00,5.5684433333333345,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00019666666666666666,0.1317066666666666
House40,2018-09-16 23:00:00,4.481398333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00030500000000000004,0.13623499999999994
House40,2018-09-17 00:00:00,3.718231666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003733333333333333,0.1447183333333334
House40,2018-09-17 01:00:00,3.766563333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000385,0.1465733333333334
House40,2018-09-17 02:00:00,3.7252066666666654,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003799999999999998,0.11267
House40,2018-09-17 03:00:00,3.6815283333333326,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003866666666666666,0.13539166666666666
House40,2018-09-17 04:00:00,3.629739999999999,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003866666666666667,0.13436000000000006
House40,2018-09-17 05:00:00,3.616496666666665,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00037500000000000017,0.10027333333333333
House40,2018-09-17 06:00:00,2.914695,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000465,0.21001166666666665
House40,2018-09-17 07:00:00,2.4393750000000005,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005066666666666668,0.08617166666666669
House40,2018-09-17 08:00:00,2.9300233333333328,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004733333333333332,0.15730666666666662
House40,2018-09-17 09:00:00,1.314046666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005700000000000001,0.13430999999999998
House40,2018-09-17 10:00:00,1.0191383333333337,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006533333333333332,0.15403666666666666
House40,2018-09-17 11:00:00,1.101125,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007066666666666666,0.15143666666666666
House40,2018-09-17 12:00:00,1.0684066666666665,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006899999999999995,0.1493316666666667
House40,2018-09-17 13:00:00,0.9537883333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000611666666666667,0.2396633333333333
House40,2018-09-17 14:00:00,1.100876666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006200000000000001,0.13972166666666666
House40,2018-09-17 15:00:00,1.4602350000000004,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006549999999999999,0.16620666666666664
House40,2018-09-17 16:00:00,2.367005,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00043000000000000037,0.19807666666666665
House40,2018-09-17 17:00:00,2.3727583333333326,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004733333333333336,0.23455166666666666
House40,2018-09-17 18:00:00,2.197191666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00041000000000000026,0.10353333333333327
House40,2018-09-17 19:00:00,1.0797683333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005983333333333332,0.12304166666666662
House40,2018-09-17 20:00:00,2.0424016666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005650000000000003,0.2596266666666667
House40,2018-09-17 21:00:00,3.772839999999998,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004466666666666664,0.11285833333333335
House40,2018-09-17 22:00:00,5.2613249999999985,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0002766666666666666,0.15531500000000004
House40,2018-09-17 23:00:00,4.310533333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003433333333333333,0.1060483333333333
House40,2018-09-18 00:00:00,4.042371666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003866666666666665,0.10301666666666666
House40,2018-09-18 01:00:00,3.9046816666666655,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003966666666666665,0.09868666666666667
House40,2018-09-18 02:00:00,3.744291666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00040166666666666655,0.1326133333333333
House40,2018-09-18 03:00:00,3.4850266666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00042499999999999987,0.10428166666666663
House40,2018-09-18 04:00:00,3.569325,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004133333333333333,0.09912833333333332
House40,2018-09-18 05:00:00,3.4911566666666665,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004333333333333333,0.11127833333333337
House40,2018-09-18 06:00:00,3.6487683333333343,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00041666666666666653,0.12535833333333332
House40,2018-09-18 07:00:00,2.1959083333333336,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005316666666666666,0.09259833333333327
House40,2018-09-18 08:00:00,1.7697216666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005150000000000003,0.07773999999999992
House40,2018-09-18 09:00:00,1.2943749999999998,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005833333333333335,0.19629333333333315
House40,2018-09-18 10:00:00,1.107695,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006516666666666664,0.2350200000000001
House40,2018-09-18 11:00:00,0.8118783333333336,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006633333333333336,0.1991833333333334
House40,2018-09-18 12:00:00,1.1838466666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006933333333333332,0.14859166666666676
House40,2018-09-18 13:00:00,1.191166666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006716666666666671,0.16171333333333335
House40,2018-09-18 14:00:00,0.7479149999999998,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006066666666666668,0.1467916666666667
House40,2018-09-18 15:00:00,0.8575416666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006049999999999996,0.19458166666666651
House40,2018-09-18 16:00:00,2.124611666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004000000000000002,0.204655
House40,2018-09-18 17:00:00,2.2577833333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004316666666666669,0.18131
House40,2018-09-18 18:00:00,2.205458333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004166666666666669,0.22154500000000013
House40,2018-09-18 19:00:00,1.2810066666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005416666666666665,0.2123
House40,2018-09-18 20:00:00,0.843183333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006250000000000003,0.13727666666666666
House40,2018-09-18 21:00:00,5.176679999999998,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00016666666666666653,0.16488666666666674
House40,2018-09-18 22:00:00,4.681185000000001,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00018333333333333344,0.13727666666666669
House40,2018-09-18 23:00:00,4.496319999999998,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0002283333333333332,0.11621000000000002
House40,2018-09-19 00:00:00,4.18204,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003183333333333333,0.12309000000000005
House40,2018-09-19 01:00:00,4.015356666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00026333333333333336,0.1454433333333333
House40,2018-09-19 02:00:00,3.946190000000001,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003016666666666665,0.09498166666666667
House40,2018-09-19 03:00:00,3.876295,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00031833333333333323,0.12626666666666664
House40,2018-09-19 04:00:00,3.889765000000001,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003166666666666665,0.11976999999999992
House40,2018-09-19 05:00:00,3.743160000000002,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003166666666666666,0.10124499999999992
House40,2018-09-19 06:00:00,2.1653233333333324,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005083333333333335,0.10662833333333334
House40,2018-09-19 07:00:00,1.8057816666666653,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005100000000000004,0.1238166666666667
House40,2018-09-19 08:00:00,1.938436666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005283333333333336,0.07855499999999999
House40,2018-09-19 09:00:00,0.9728783333333336,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006766666666666662,0.22358500000000006
House40,2018-09-19 10:00:00,0.9812433333333336,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007233333333333332,0.26141666666666674
House40,2018-09-19 11:00:00,0.7064166666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006700000000000005,0.12812166666666666
House40,2018-09-19 12:00:00,0.8897083333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006200000000000003,0.19604333333333326
House40,2018-09-19 13:00:00,1.2272349999999996,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006799999999999996,0.20838333333333334
House40,2018-09-19 14:00:00,0.8624533333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0006833333333333338,0.20674
House40,2018-09-19 15:00:00,1.406185,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005366666666666667,0.24070000000000005
House40,2018-09-19 16:00:00,2.327436666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004066666666666668,0.15900833333333336
House40,2018-09-19 17:00:00,2.169575,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004450000000000002,0.14326333333333333
House40,2018-09-19 18:00:00,2.1251933333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0004433333333333336,0.14346
House40,2018-09-19 19:00:00,1.4494616666666669,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005216666666666666,0.09958833333333328
House40,2018-09-19 20:00:00,0.9418733333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007133333333333334,0.1672516666666667
House40,2018-09-19 21:00:00,2.125148333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005216666666666669,0.1183066666666667
House40,2018-09-19 22:00:00,5.278116666666665,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00017499999999999984,0.12897333333333333
House40,2018-09-19 23:00:00,3.7437683333333336,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00035333333333333343,0.141845
House40,2018-09-20 00:00:00,1.92915,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0005550000000000002,0.14069666666666672
House40,2018-09-20 01:00:00,4.512575,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0003083333333333331,0.10484333333333334
House40,2018-09-20 02:00:00,5.17088,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00027,0.11891166666666668
House40,2018-09-20 03:00:00,4.973086666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00028166666666666666,0.14249333333333333
House40,2018-09-20 04:00:00,4.711828333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000305,0.10765500000000004
House40,2018-09-20 05:00:00,4.528806666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00032,0.11720833333333333
