House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_kW,Kitchen_kW
House40,2019-01-02 08:00:00,0.5051883333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009416666666666666,0.044246666666666684
House40,2019-01-02 09:00:00,0.11526333333333327,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0002383333333333333,0.0003933333333333334
House40,2019-01-02 10:00:00,0.4493333333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007533333333333336,0.045674999999999986
House40,2019-01-02 11:00:00,0.1402633333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00022666666666666666,0.015191666666666666
House40,2019-01-02 12:00:00,0.5490316666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007200000000000003,0.10352833333333332
House40,2019-01-02 13:00:00,0.20280000000000045,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00023500000000000002,0.06440833333333337
House40,2019-01-02 14:00:00,0.5913533333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007100000000000001,0.11185333333333332
House40,2019-01-02 15:00:00,0.17548333333333374,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00024,0.01818
House40,2019-01-02 16:00:00,0.5419916666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007516666666666671,0.06271
House40,2019-01-02 17:00:00,0.1775666666666669,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0002400000000000001,0.009416666666666695
House40,2019-01-02 18:00:00,0.5297966666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007733333333333338,0.06471999999999997
House40,2019-01-02 19:00:00,0.6738616666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009850000000000006,0.07048999999999994
House40,2019-01-02 20:00:00,0.6189433333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00095,0.0577183333333334
House40,2019-01-02 21:00:00,0.6061416666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009416666666666664,0.0718683333333334
House40,2019-01-02 22:00:00,0.5838083333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0008983333333333336,0.057083333333333375
House40,2019-01-02 23:00:00,0.6066683333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009166666666666664,0.043615
House40,2019-01-03 00:00:00,0.5753499999999998,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009283333333333334,0.054746666666666687
House40,2019-01-03 01:00:00,0.6055316666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009450000000000006,0.08909833333333332
House40,2019-01-03 02:00:00,0.5655533333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009733333333333336,0.05429833333333337
House40,2019-01-03 03:00:00,0.3906733333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009700000000000006,0.05270333333333339
House40,2019-01-03 04:00:00,0.3395483333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000973333333333334,0.0379216666666667
House40,2019-01-03 05:00:00,0.34647000000000017,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009683333333333334,0.053431666666666655
House40,2019-01-03 06:00:00,0.39171166666666657,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009733333333333336,0.03967833333333333
House40,2019-01-03 07:00:00,0.4180050000000001,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009616666666666668,0.05207333333333335
House40,2019-01-03 08:00:00,0.46061,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009733333333333336,0.03239666666666665
House40,2019-01-03 09:00:00,0.30869666666666656,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007883333333333335,0.03509666666666663
House40,2019-01-03 10:00:00,0.021381666666666663,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,1.6666666666666667e-05,0.005678333333333336
House40,2019-01-03 11:00:00,1.1825616666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009866666666666665,0.09532
House40,2019-01-03 12:00:00,0.08746500000000039,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,6e-05,0.00842666666666669
House40,2019-01-03 13:00:00,0.58129,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009033333333333336,0.07315500000000005
House40,2019-01-03 14:00:00,0.011206666666666658,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0,0.0
House40,2019-01-03 15:00:00,1.1349650000000002,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0010533333333333334,0.11494333333333336
House40,2019-01-03 16:00:00,0.004800000000000002,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0,0.0
House40,2019-01-03 17:00:00,0.7565066666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009600000000000003,0.07966500000000007
House40,2019-01-03 18:00:00,0.005073333333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0,0.00010000000000000003
House40,2019-01-03 19:00:00,0.6759483333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009466666666666672,0.07664000000000004
House40,2019-01-03 20:00:00,0.6851666666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009900000000000006,0.07685499999999995
House40,2019-01-03 21:00:00,0.6100300000000001,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009399999999999998,0.048806666666666665
House40,2019-01-03 22:00:00,0.6021366666666669,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009683333333333336,0.043555
House40,2019-01-03 23:00:00,0.6678733333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009266666666666665,0.04725833333333333
House40,2019-01-04 00:00:00,0.6531533333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009533333333333334,0.04059166666666664
House40,2019-01-04 01:00:00,0.4961033333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009516666666666668,0.05167666666666669
House40,2019-01-04 02:00:00,0.37908166666666665,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009483333333333338,0.053748333333333384
House40,2019-01-04 03:00:00,0.33796333333333345,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009316666666666664,0.04335666666666666
House40,2019-01-04 04:00:00,0.36654499999999995,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009416666666666666,0.049608333333333324
House40,2019-01-04 05:00:00,0.3865966666666665,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000956666666666667,0.043890000000000026
House40,2019-01-04 06:00:00,0.3691316666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009600000000000008,0.03907000000000003
House40,2019-01-04 07:00:00,0.3391316666666665,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009333333333333332,0.05656000000000005
House40,2019-01-04 08:00:00,0.03674499999999998,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00016333333333333334,0.0012116666666666669
House40,2019-01-04 09:00:00,0.19389333333333367,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000305,0.03176333333333333
House40,2019-01-04 10:00:00,0.5959899999999998,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0008383333333333338,0.055981666666666666
House40,2019-01-04 11:00:00,1.1274233333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0008083333333333341,0.03660166666666668
House40,2019-01-04 12:00:00,1.17877,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007950000000000002,0.04845666666666668
House40,2019-01-04 13:00:00,0.30851999999999946,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0002783333333333334,0.03265333333333333
House40,2019-01-04 14:00:00,0.6729166666666665,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0010016666666666674,0.05561500000000002
House40,2019-01-04 15:00:00,0.6864633333333331,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009666666666666666,0.05481833333333333
House40,2019-01-04 16:00:00,0.7465650000000004,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00095,0.11178333333333333
House40,2019-01-04 17:00:00,0.40321666666666656,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009449999999999999,0.060426666666666615
House40,2019-01-04 18:00:00,0.6498316666666663,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009950000000000002,0.051888333333333286
House40,2019-01-04 19:00:00,0.4181966666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009783333333333337,0.046783333333333295
House40,2019-01-04 20:00:00,0.318485,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009583333333333339,0.04909166666666664
House40,2019-01-04 21:00:00,0.26832,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009433333333333336,0.044271666666666674
House40,2019-01-04 22:00:00,0.2526016666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009283333333333332,0.04632500000000004
House40,2019-01-04 23:00:00,0.8218783333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.001073333333333333,0.05556333333333337
House40,2019-01-05 00:00:00,3.028763333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.001614999999999999,0.053346666666666674
House40,2019-01-05 01:00:00,1.8758566666666665,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0012766666666666662,0.0402683333333333
House40,2019-01-05 02:00:00,1.621340000000001,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009416666666666666,0.04280833333333333
House40,2019-01-05 03:00:00,1.3979433333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0011383333333333336,0.06328666666666663
House40,2019-01-05 04:00:00,0.4441233333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009416666666666668,0.05870166666666667
House40,2019-01-05 05:00:00,0.5766816666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.001005,0.03456666666666667
House40,2019-01-05 06:00:00,3.0258549999999995,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0016616666666666661,0.05919000000000003
House40,2019-01-05 07:00:00,0.9273483333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.001096666666666667,0.03913333333333332
House40,2019-01-05 08:00:00,0.36364999999999975,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007083333333333336,0.050278333333333335
House40,2019-01-05 09:00:00,0.4303633333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007500000000000001,0.04394666666666668
House40,2019-01-05 10:00:00,0.41267,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009783333333333334,0.046856666666666685
House40,2019-01-05 11:00:00,0.3479533333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00097,0.05538499999999999
House40,2019-01-05 12:00:00,0.3468616666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009650000000000004,0.03890000000000001
House40,2019-01-05 13:00:00,0.12240499999999975,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00027833333333333345,0.013710000000000028
House40,2019-01-05 14:00:00,0.4625633333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007766666666666668,0.04695999999999997
House40,2019-01-05 15:00:00,0.4784233333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009783333333333334,0.060798333333333336
House40,2019-01-05 16:00:00,0.4553216666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009683333333333336,0.04752666666666664
House40,2019-01-05 17:00:00,0.4949633333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0010016666666666672,0.04901333333333329
House40,2019-01-05 18:00:00,0.4055299999999997,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00046,0.15767499999999998
House40,2019-01-05 19:00:00,0.5889716666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0010216666666666677,0.09228833333333336
House40,2019-01-05 20:00:00,0.5155299999999999,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009850000000000004,0.11897999999999995
House40,2019-01-05 21:00:00,0.51722,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000998333333333334,0.11301999999999995
House40,2019-01-05 22:00:00,0.4021766666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0010000000000000009,0.046145
House40,2019-01-05 23:00:00,0.4182049999999998,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009916666666666672,0.02269333333333331
House40,2019-01-06 00:00:00,0.5796716666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0010000000000000009,0.11710833333333336
House40,2019-01-06 01:00:00,0.4795266666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009983333333333335,0.10223833333333328
House40,2019-01-06 02:00:00,0.4817216666666667,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009750000000000004,0.1184166666666666
House40,2019-01-06 03:00:00,0.5633283333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.001041666666666666,0.10177999999999998
House40,2019-01-06 04:00:00,0.4534633333333332,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009833333333333332,0.051238333333333316
House40,2019-01-06 05:00:00,0.4142883333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009616666666666664,0.03917499999999998
House40,2019-01-06 06:00:00,0.4159933333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009883333333333337,0.03619166666666667
House40,2019-01-06 07:00:00,0.2951883333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009516666666666672,0.025810000000000013
House40,2019-01-06 08:00:00,0.27221666666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009516666666666672,0.048616666666666634
House40,2019-01-06 09:00:00,0.2296050000000001,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009633333333333336,0.025496666666666685
House40,2019-01-06 10:00:00,0.2573183333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009850000000000002,0.050241666666666664
House40,2019-01-06 11:00:00,0.29581166666666675,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000986666666666667,0.02506666666666665
House40,2019-01-06 12:00:00,0.4974633333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0010000000000000002,0.03103666666666665
House40,2019-01-06 13:00:00,0.2310683333333339,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0002383333333333334,0.10555166666666664
House40,2019-01-06 14:00:00,0.5777733333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000781666666666667,0.11188666666666663
House40,2019-01-06 15:00:00,0.4391866666666669,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009783333333333332,0.032936666666666684
House40,2019-01-06 16:00:00,0.3228999999999999,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007616666666666665,0.031485000000000006
House40,2019-01-06 17:00:00,0.2689033333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000975,0.04683333333333333
House40,2019-01-06 18:00:00,0.1121066666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.00035333333333333343,0.009984999999999971
House40,2019-01-06 19:00:00,0.4484300000000001,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0007950000000000002,0.06216833333333335
House40,2019-01-06 20:00:00,0.33993499999999993,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009633333333333338,0.027204999999999983
House40,2019-01-06 21:00:00,0.4120899999999999,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009333333333333332,0.17696333333333322
House40,2019-01-06 22:00:00,0.2840483333333334,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009566666666666664,0.04754833333333335
House40,2019-01-06 23:00:00,0.4289116666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009583333333333336,0.03196333333333335
House40,2019-01-07 00:00:00,0.44063833333333335,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009516666666666672,0.07179333333333325
House40,2019-01-07 01:00:00,0.2884383333333333,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009500000000000002,0.04559333333333334
House40,2019-01-07 02:00:00,0.3924866666666666,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.000978333333333334,0.02263333333333329
House40,2019-01-07 03:00:00,0.459375,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009900000000000006,0.04761666666666667
House40,2019-01-07 04:00:00,0.3888366666666668,2994.76,2,2014,10.0,Yes ,7,4.0,1.0,1.0,1.0,3 phase,7,4,1,2,5,2,4,0,2,7,10,0,1,1,160,1,0.0009750000000000004,0.05571333333333337
