House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_BR_kW,AC_LR_kW,Kitchen_kW,AC_BR_kW.1,BR_kW
House24,2018-10-04 20:00:00,2.2202150000000005,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.007714999999999995,0.008279999999999997,0.036611666666666674,0.0011633333333333335,1.8755683333333333
House24,2018-10-04 21:00:00,2.557729999999999,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.2608966666666667,0.13449666666666668,0.02370999999999999,0.001748333333333334,1.897641666666668
House24,2018-10-04 22:00:00,1.3311700000000004,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.14880000000000004,0.07755333333333331,0.023245000000000016,0.000828333333333334,0.7958799999999996
House24,2018-10-04 23:00:00,0.24161,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.008306666666666664,0.0069316666666666684,0.010181666666666669,0.00020500000000000005,0.029671666666666707
House24,2018-10-05 00:00:00,0.6504666666666667,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.3152533333333333,0.1604083333333333,0.02111000000000001,0.00022999999999999995,0.030026666666666688
House24,2018-10-05 01:00:00,0.5482266666666666,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.2445333333333333,0.12470999999999995,0.015561666666666663,0.0002266666666666668,0.029986666666666675
House24,2018-10-05 02:00:00,0.483625,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.2000983333333333,0.1024533333333333,0.01910833333333333,0.00023166666666666661,0.030309999999999993
House24,2018-10-05 03:00:00,0.4201933333333333,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.16227999999999998,0.08357333333333335,0.01522999999999999,0.00022,0.03021666666666667
House24,2018-10-05 04:00:00,0.3004316666666665,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.14111499999999996,0.07298500000000002,0.009453333333333331,0.000105,0.030298333333333337
House24,2018-10-05 05:00:00,0.2774616666666667,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.13344333333333327,0.06912166666666666,0.019220000000000004,4.999999999999998e-05,0.029740000000000013
House24,2018-10-05 06:00:00,0.3172016666666667,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.126245,0.06568500000000002,0.04025666666666667,0.00015333333333333334,0.0039549999999999984
House24,2018-10-05 07:00:00,0.18152166666666653,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.007874999999999998,0.006843333333333329,0.027448333333333328,0.00022,0.0019033333333333344
House24,2018-10-05 08:00:00,0.10028666666666664,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.007911666666666671,0.006796666666666671,0.020654999999999986,0.00019166666666666675,0.001823333333333332
House24,2018-10-05 09:00:00,0.1589583333333334,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.008191666666666661,0.006891666666666663,0.03695000000000001,0.0002500000000000001,0.0019133333333333344
House24,2018-10-05 10:00:00,0.09549666666666663,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.00828333333333333,0.006859999999999993,0.02742833333333333,0.0002450000000000002,0.0019316666666666664
House24,2018-10-05 11:00:00,0.192725,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.0016283333333333321,0.003461666666666664,0.03258166666666665,0.00012833333333333333,0.001788333333333332
House24,2018-10-05 12:00:00,0.18200333333333327,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.0002866666666666667,0.002671666666666668,0.029188333333333337,4.3333333333333334e-05,0.001724999999999998
House24,2018-10-05 13:00:00,1.4443916666666672,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.0008,0.003891666666666664,0.039855,0.0008799999999999998,1.1903500000000002
House24,2018-10-05 14:00:00,1.5238983333333338,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.0009916666666666663,0.031866666666666675,0.033435,0.000981666666666667,1.2370516666666675
House24,2018-10-05 15:00:00,2.133475,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.5065166666666666,0.2819616666666667,0.08501666666666671,0.0009783333333333334,1.1626966666666665
House24,2018-10-05 16:00:00,2.316746666666666,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.5431849999999999,0.30065,0.04062833333333333,0.001271666666666667,1.3312966666666664
House24,2018-10-05 17:00:00,1.8763533333333329,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.4706266666666668,0.2571400000000001,0.08294500000000005,0.0008850000000000002,0.9727300000000004
House24,2018-10-05 18:00:00,0.8591716666666666,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.3501016666666667,0.17773333333333327,0.06488,0.000155,0.002274999999999997
House24,2018-10-05 19:00:00,0.8816850000000002,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.3824999999999999,0.1938366666666667,0.054841666666666664,0.0002066666666666667,0.002204999999999997
House24,2018-10-05 20:00:00,0.808523333333333,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.3645733333333334,0.1848166666666666,0.0386,0.00026499999999999994,0.002241666666666664
House24,2018-10-05 21:00:00,0.7324249999999999,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.3471683333333333,0.17606333333333332,0.034668333333333336,0.0002516666666666665,0.05057000000000007
House24,2018-10-05 22:00:00,0.5063349999999998,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.286735,0.14596666666666672,0.015233333333333338,0.0001666666666666667,0.002168333333333334
House24,2018-10-05 23:00:00,0.5322950000000001,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.2647416666666667,0.13468666666666668,0.03411833333333334,9.833333333333333e-05,0.002161666666666665
House24,2018-10-06 00:00:00,0.4856216666666665,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.2397066666666667,0.12218666666666668,0.02076666666666665,0.0001683333333333333,0.0022333333333333315
House24,2018-10-06 01:00:00,0.3610600000000001,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.17962000000000006,0.09214666666666667,0.013485000000000002,0.00012499999999999998,0.002313333333333332
House24,2018-10-06 02:00:00,0.42364833333333335,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.1809633333333333,0.09287333333333334,0.03651000000000002,4.833333333333334e-05,0.00239
House24,2018-10-06 03:00:00,0.30796999999999997,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.1341416666666667,0.06947666666666666,0.014285,0.00014666666666666672,0.0024783333333333354
House24,2018-10-06 04:00:00,0.28194,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.1358916666666667,0.07031833333333334,0.0074016666666666675,0.00017333333333333315,0.0024750000000000024
House24,2018-10-06 05:00:00,0.3416500000000001,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.13286833333333328,0.06887666666666667,0.02776166666666665,3.6666666666666666e-05,0.00239
House24,2018-10-06 06:00:00,0.3553550000000001,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.13462333333333334,0.06986500000000004,0.024623333333333337,7.833333333333339e-05,0.002279999999999997
House24,2018-10-06 07:00:00,0.30085500000000004,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.05112666666666669,0.02822499999999995,0.03760666666666665,0.0001583333333333333,0.002218333333333331
House24,2018-10-06 08:00:00,0.277515,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.008261666666666665,0.007061666666666668,0.04656666666666669,0.00014833333333333335,0.001825
House24,2018-10-06 09:00:00,0.3411133333333333,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.07875833333333339,0.04933833333333333,0.047348333333333326,0.00012500000000000006,0.0016433333333333337
House24,2018-10-06 10:00:00,0.5673433333333333,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.008456666666666663,0.06895833333333333,0.11434666666666668,0.00024499999999999994,0.0015850000000000007
House24,2018-10-06 11:00:00,1.1861133333333334,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.008001666666666667,0.0516416666666667,0.03178000000000001,0.0005749999999999997,0.9028500000000002
House24,2018-10-06 12:00:00,0.35358333333333325,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.008276666666666665,0.007236666666666672,0.030471666666666657,0.0003933333333333335,0.15188833333333301
House24,2018-10-06 13:00:00,0.16697500000000007,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.008364999999999992,0.007046666666666671,0.02716666666666665,0.0003700000000000003,0.0025900000000000003
House24,2018-10-06 14:00:00,0.16414333333333336,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.008269999999999998,0.007051666666666665,0.02502833333333334,0.00040500000000000014,0.002576666666666666
House24,2018-10-06 15:00:00,1.4143466666666669,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.007924999999999995,0.007801666666666659,0.02706166666666666,0.0009666666666666665,1.1994333333333331
House24,2018-10-06 16:00:00,2.1078533333333334,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.007896666666666666,0.008185000000000001,0.02405,0.001251666666666667,1.8894716666666669
House24,2018-10-06 17:00:00,1.4027349999999998,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.359055,0.18257,0.046461666666666665,0.000601666666666667,0.7436216666666672
House24,2018-10-06 18:00:00,1.752621666666667,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.4963033333333334,0.2510599999999999,0.041865000000000006,0.000688333333333333,0.9589649999999996
House24,2018-10-06 19:00:00,1.400676666666666,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.486695,0.2460483333333333,0.046770000000000006,0.00042833333333333303,0.5147383333333334
House24,2018-10-06 20:00:00,1.4121850000000005,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.4639316666666666,0.23469666666666664,0.040085,0.0004949999999999997,0.5805800000000004
House24,2018-10-06 21:00:00,2.72129,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.37991,0.1937866666666667,0.03203000000000001,0.0015399999999999995,1.978194999999999
House24,2018-10-06 22:00:00,0.6881833333333333,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.3608600000000001,0.18284166666666665,0.03302833333333332,0.00021166666666666656,0.0026033333333333325
House24,2018-10-06 23:00:00,0.4842566666666667,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.17344166666666666,0.0892316666666667,0.037223333333333344,0.00013166666666666668,0.0022016666666666643
House24,2018-10-07 00:00:00,0.5327166666666668,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.20833666666666667,0.10691166666666667,0.025764999999999986,0.00028666666666666673,0.0022516666666666644
House24,2018-10-07 01:00:00,0.4469833333333336,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.17298500000000006,0.08903000000000003,0.02730166666666664,0.0001666666666666666,0.0021916666666666642
House24,2018-10-07 02:00:00,0.46588500000000005,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.16888999999999993,0.08691500000000002,0.03317,0.0001583333333333334,0.002216666666666664
House24,2018-10-07 03:00:00,0.3701083333333333,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.13327833333333333,0.06908333333333336,0.01459000000000001,0.00020666666666666666,0.002304999999999999
House24,2018-10-07 04:00:00,0.251705,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.09607666666666666,0.05043000000000001,0.007581666666666665,0.00013500000000000008,0.002288333333333332
House24,2018-10-07 05:00:00,0.31412333333333325,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.13289000000000006,0.06886500000000001,0.020293333333333347,4e-05,0.0021933333333333314
House24,2018-10-07 06:00:00,0.2904183333333333,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.09979999999999996,0.05237833333333333,0.033010000000000005,0.00010666666666666659,0.002199999999999998
House24,2018-10-07 07:00:00,0.4180633333333335,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.2173566666666667,0.11115333333333333,0.02286,0.00018333333333333325,0.002093333333333334
House24,2018-10-07 08:00:00,0.987945,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.5670983333333333,0.28590000000000004,0.053435,9.666666666666668e-05,0.06522999999999997
House24,2018-10-07 09:00:00,0.6863000000000004,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.4075900000000001,0.20623500000000008,0.03217833333333334,0.00012833333333333333,0.002033333333333334
House24,2018-10-07 10:00:00,0.16509,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.008333333333333328,0.0069133333333333356,0.017311666666666666,0.00013499999999999995,0.0021599999999999987
House24,2018-10-07 11:00:00,0.26962499999999995,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.008138333333333329,0.0070000000000000045,0.03349333333333335,0.00011666666666666662,0.0020783333333333352
House24,2018-10-07 12:00:00,0.246085,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.008196666666666668,0.006893333333333329,0.02849166666666665,0.00012166666666666665,0.002090000000000001
House24,2018-10-07 13:00:00,0.07525833333333334,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.008201666666666666,0.009284999999999993,0.014228333333333338,0.000275,0.0021883333333333308
House24,2018-10-07 14:00:00,0.16767,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.008259999999999993,0.006918333333333324,0.028725000000000025,0.00034833333333333347,0.002373333333333334
House24,2018-10-07 15:00:00,0.10231333333333334,2722.51,1,1980,12.0,No,6,3.0,1.0,1.0,1.0,1 phase,9,4,4,1,7,2,4,2,1,7,8,1,0,1,13,1,0.007793333333333327,0.006813333333333325,0.02026666666666665,0.0002833333333333333,0.002135000000000001
