House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,WP_kW,Kitchen_kW,AC_BR_kW
House21,2018-07-20 03:00:00,2.355516666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.015741666666666657,0.22373000000000004,0.9374783333333332
House21,2018-07-20 04:00:00,1.7454599999999998,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.012868333333333334,0.22389666666666666,0.7061533333333332
House21,2018-07-20 05:00:00,2.364761666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,6.666666666666663e-05,0.20945666666666668,1.9024583333333327
House21,2018-07-20 06:00:00,2.4382233333333327,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,6.499999999999998e-05,0.2256883333333333,1.889041666666667
House21,2018-07-20 07:00:00,3.1821333333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,4.833333333333331e-05,0.22358499999999998,1.8949366666666665
House21,2018-07-20 08:00:00,1.67815,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,6.999999999999998e-05,0.2340183333333333,0.8077000000000001
House21,2018-07-20 09:00:00,0.9130183333333336,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.08004166666666664,0.2466033333333333,0.2498316666666667
House21,2018-07-20 10:00:00,1.3937283333333337,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00485166666666666,0.23076166666666675,0.0015916666666666668
House21,2018-07-20 11:00:00,0.9235466666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,5.9999999999999974e-05,0.23354999999999995,0.001486666666666667
House21,2018-07-20 12:00:00,0.21407833333333348,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,1e-05,0.05942000000000006,0.0003066666666666667
House21,2018-07-20 13:00:00,0.6475533333333334,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00010333333333333334,0.16385999999999998,0.0010266666666666664
House21,2018-07-20 14:00:00,1.0144816666666665,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0002433333333333332,0.23787833333333336,0.0012933333333333332
House21,2018-07-20 15:00:00,1.0948833333333332,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00018166666666666665,0.21499166666666664,0.001703333333333332
House21,2018-07-20 16:00:00,0.9027833333333334,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.13872166666666666,0.188895,0.0010149999999999998
House21,2018-07-20 17:00:00,0.8461849999999997,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00010666666666666664,0.241365,0.001088333333333333
House21,2018-07-20 18:00:00,0.8408099999999997,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00014,0.2423983333333333,0.0012650000000000007
House21,2018-07-20 19:00:00,0.8238016666666665,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.013888333333333341,0.2302283333333333,0.0010199999999999999
House21,2018-07-20 20:00:00,0.7674983333333337,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.01990000000000002,0.2388866666666667,0.0013016666666666671
House21,2018-07-20 21:00:00,0.6679966666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.01987000000000002,0.2392100000000001,0.001153333333333333
House21,2018-07-20 22:00:00,0.9237733333333332,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.019476666666666663,0.2271533333333333,0.0010233333333333331
House21,2018-07-20 23:00:00,1.694251666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.01951333333333333,0.2225099999999999,0.9057299999999998
House21,2018-07-21 00:00:00,1.8283883333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.01976833333333335,0.204045,1.0187583333333334
House21,2018-07-21 01:00:00,2.525303333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.01975166666666668,0.2247616666666666,0.9722799999999999
House21,2018-07-21 02:00:00,2.0445383333333327,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.01974000000000001,0.2235716666666667,0.8199316666666667
House21,2018-07-21 03:00:00,1.992426666666668,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.019810000000000008,0.22347333333333333,0.7885849999999998
House21,2018-07-21 04:00:00,1.9367449999999995,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.019848333333333343,0.22234166666666666,0.7842800000000003
House21,2018-07-21 05:00:00,1.7950766666666662,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.019901666666666682,0.22162333333333328,0.7406833333333335
House21,2018-07-21 06:00:00,1.7618666666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.019775000000000008,0.2217083333333333,0.7177433333333333
House21,2018-07-21 07:00:00,1.186451666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.015996666666666676,0.22389333333333328,0.026540000000000043
House21,2018-07-21 08:00:00,1.0196199999999995,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.06453166666666668,0.2294400000000001,0.0010016666666666672
House21,2018-07-21 09:00:00,0.8490216666666668,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.03749000000000007,0.2341733333333333,0.0011683333333333335
House21,2018-07-21 10:00:00,1.041361666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,9.833333333333336e-05,0.2470016666666666,0.0013649999999999992
House21,2018-07-21 11:00:00,0.912893333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.000105,0.24321,0.0012366666666666667
House21,2018-07-21 12:00:00,0.8711383333333335,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00011166666666666672,0.2400116666666667,0.001115
House21,2018-07-21 13:00:00,0.8382699999999998,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.054985000000000034,0.28039000000000003,0.0009633333333333332
House21,2018-07-21 14:00:00,0.8247216666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0001983333333333333,0.2319466666666667,0.0011883333333333331
House21,2018-07-21 15:00:00,1.3476933333333332,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.000105,0.2288116666666667,0.0015033333333333329
House21,2018-07-21 16:00:00,1.8231033333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00011,0.22483000000000009,0.001846666666666668
House21,2018-07-21 17:00:00,0.8749100000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.06292500000000006,0.22416,0.00117
House21,2018-07-21 18:00:00,1.1348599999999998,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0016883333333333336,0.22184166666666666,0.0006450000000000003
House21,2018-07-21 19:00:00,0.9534116666666668,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.023441666666666687,0.2525700000000001,0.00113
House21,2018-07-21 20:00:00,0.8598399999999999,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.019750000000000014,0.3046933333333334,0.0010266666666666666
House21,2018-07-21 21:00:00,0.7743399999999998,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.01975166666666668,0.22778666666666664,0.0011166666666666664
House21,2018-07-21 22:00:00,0.7890650000000002,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.01977166666666669,0.2233233333333333,0.001221666666666667
House21,2018-07-21 23:00:00,3.1274466666666663,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.003855,0.21934166666666668,1.4576916666666662
House21,2018-07-22 00:00:00,3.642433333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.003525000000000001,0.2315866666666667,1.6886983333333327
House21,2018-07-22 01:00:00,2.600105,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0037449999999999983,0.22689666666666666,1.128065
House21,2018-07-22 02:00:00,2.806665000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0037049999999999995,0.22550166666666666,0.9919983333333332
House21,2018-07-22 03:00:00,1.9290283333333325,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.003656666666666668,0.2182666666666667,0.4936949999999996
House21,2018-07-22 04:00:00,1.4715816666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0038116666666666655,0.2198966666666666,0.0018616666666666664
House21,2018-07-22 05:00:00,2.6074266666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.003985000000000001,0.224505,1.3864383333333332
House21,2018-07-22 06:00:00,1.4321849999999994,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.003926666666666665,0.2268883333333334,0.6535383333333337
House21,2018-07-22 07:00:00,1.5831783333333331,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.003874999999999998,0.22488166666666667,0.08726499999999998
House21,2018-07-22 08:00:00,2.0065849999999994,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0037999999999999983,0.24689499999999998,0.5836066666666674
House21,2018-07-22 09:00:00,1.5148983333333337,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.003731666666666667,0.2237566666666667,0.0014100000000000002
House21,2018-07-22 10:00:00,1.2900833333333324,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.000913333333333334,0.24945833333333345,0.0012616666666666677
House21,2018-07-22 11:00:00,0.7112083333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,8e-05,0.2434466666666668,0.001253333333333333
House21,2018-07-22 12:00:00,0.9106283333333332,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.10295833333333328,0.2371916666666665,0.001051666666666667
House21,2018-07-22 13:00:00,0.8369733333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0002599999999999999,0.23294500000000004,0.0010349999999999997
House21,2018-07-22 14:00:00,0.7793416666666663,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0001966666666666666,0.3268466666666668,0.0009349999999999994
House21,2018-07-22 15:00:00,0.007915000000000007,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0,0.0027,0.0
House21,2018-07-22 16:00:00,0.6664416666666668,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0002283333333333333,0.16332166666666662,0.0007666666666666665
House21,2018-07-22 17:00:00,0.929395,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.09801666666666674,0.24622499999999994,0.001231666666666667
House21,2018-07-22 18:00:00,0.8006233333333334,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0001533333333333333,0.2457250000000001,0.0014266666666666664
House21,2018-07-22 19:00:00,0.7267766666666664,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.017561666666666663,0.247775,0.0017599999999999988
House21,2018-07-22 20:00:00,0.769035,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.02010833333333334,0.2480133333333333,0.001565000000000001
House21,2018-07-22 21:00:00,0.6936399999999999,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.020093333333333338,0.2467783333333333,0.0015316666666666664
House21,2018-07-22 22:00:00,1.2275699999999998,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.01571000000000001,0.25268500000000005,0.5614250000000001
House21,2018-07-22 23:00:00,2.0589983333333337,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.003864999999999999,0.20880833333333332,1.45471
House21,2018-07-23 00:00:00,1.7755216666666664,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.003885,0.229695,1.0139599999999998
House21,2018-07-23 01:00:00,2.934401666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.003548333333333333,0.2263483333333335,0.8749583333333333
House21,2018-07-23 02:00:00,1.7259916666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0036250000000000006,0.22602833333333336,0.4775483333333328
House21,2018-07-23 03:00:00,1.7583366666666664,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0036633333333333322,0.2254366666666667,0.5318783333333333
House21,2018-07-23 04:00:00,2.2357083333333336,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.003526666666666665,0.2222133333333333,1.0340049999999998
House21,2018-07-23 05:00:00,1.7533283333333332,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.003575000000000003,0.22176999999999994,0.5993783333333337
House21,2018-07-23 06:00:00,1.1569616666666669,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.003648333333333333,0.221905,0.0019216666666666664
House21,2018-07-23 07:00:00,1.2944583333333337,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.003715,0.21768,0.0016700000000000007
House21,2018-07-23 08:00:00,1.4628416666666664,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0026816666666666647,0.2403466666666666,0.0011216666666666662
House21,2018-07-23 09:00:00,1.3261083333333337,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.06503833333333334,0.23220999999999994,0.0011033333333333338
House21,2018-07-23 10:00:00,0.9034633333333332,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0005100000000000004,0.2162766666666667,0.0009966666666666663
House21,2018-07-23 11:00:00,0.9503116666666668,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00022666666666666666,0.2440466666666665,0.0015133333333333325
House21,2018-07-23 12:00:00,0.695481666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,7.666666666666667e-05,0.2206633333333334,0.0016249999999999988
House21,2018-07-23 13:00:00,0.8845083333333335,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,8.333333333333334e-05,0.2221066666666667,0.0017066666666666662
House21,2018-07-23 14:00:00,1.2886933333333337,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00018999999999999998,0.22434166666666666,0.001483333333333334
House21,2018-07-23 15:00:00,1.0986316666666671,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00021333333333333325,0.2262283333333333,0.0012183333333333336
House21,2018-07-23 16:00:00,0.6509699999999999,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.09383666666666672,0.2319216666666667,0.001338333333333334
House21,2018-07-23 17:00:00,1.2747433333333322,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.03825666666666672,0.22333499999999992,0.0012066666666666669
House21,2018-07-23 18:00:00,0.6480150000000002,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,9.833333333333333e-05,0.2409466666666667,0.0010816666666666663
House21,2018-07-23 19:00:00,0.770626666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.016105000000000005,0.2605066666666667,0.0011166666666666662
House21,2018-07-23 20:00:00,0.8145166666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.019971666666666683,0.27273833333333336,0.00128
House21,2018-07-23 21:00:00,0.7179916666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.019953333333333347,0.23148,0.0011466666666666665
House21,2018-07-23 22:00:00,0.6850666666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.008840000000000008,0.22441999999999998,0.0008866666666666668
House21,2018-07-23 23:00:00,2.802583333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0036766666666666658,0.220755,1.657428333333333
House21,2018-07-24 00:00:00,2.5041,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0038533333333333327,0.22001333333333345,1.1663716666666668
House21,2018-07-24 01:00:00,1.6355399999999998,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0039016666666666657,0.22122000000000008,1.0366516666666667
House21,2018-07-24 02:00:00,1.4351666666666665,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.004038333333333332,0.208055,0.8982016666666663
House21,2018-07-24 03:00:00,1.48998,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.004473333333333332,0.22500166666666668,0.9545549999999996
House21,2018-07-24 04:00:00,1.3404649999999994,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.004595,0.22319166666666665,0.8450216666666669
House21,2018-07-24 05:00:00,1.3187916666666664,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0042899999999999995,0.22244000000000005,0.8484383333333335
House21,2018-07-24 06:00:00,1.2118283333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0042616666666666645,0.22206666666666675,0.7669033333333333
House21,2018-07-24 07:00:00,1.215141666666667,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.004286666666666666,0.22060166666666664,0.7802699999999999
House21,2018-07-24 08:00:00,0.5773766666666665,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.001866666666666668,0.23715666666666665,0.0013566666666666662
House21,2018-07-24 09:00:00,0.7884966666666665,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.08647500000000002,0.2414516666666667,0.0009266666666666666
House21,2018-07-24 10:00:00,0.6412016666666666,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.000761666666666667,0.2398066666666667,0.001423333333333333
House21,2018-07-24 11:00:00,0.5269450000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00022999999999999995,0.213085,0.0011616666666666663
House21,2018-07-24 12:00:00,0.5440783333333334,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0005316666666666665,0.23071833333333336,0.0014283333333333329
House21,2018-07-24 13:00:00,0.6018450000000003,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00035999999999999986,0.335595,0.0014966666666666661
House21,2018-07-24 14:00:00,0.497305,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00026833333333333315,0.2368816666666667,0.0008099999999999997
House21,2018-07-24 15:00:00,0.530805,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.000305,0.22937166666666664,0.0008850000000000004
House21,2018-07-24 16:00:00,0.5156833333333333,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0001383333333333333,0.23267499999999994,0.0009733333333333328
House21,2018-07-24 17:00:00,0.5222466666666669,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.00013499999999999995,0.24198000000000003,0.0009716666666666664
House21,2018-07-24 18:00:00,0.5230750000000001,1361.25,2,2015,12.0,No,7,3.0,1.0,1.0,2.0,1 phase,10,6,2,2,10,0,2,2,1,13,9,1,0,2,82,1,0.0001583333333333333,0.2397066666666667,0.0009483333333333333
