House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_kW,AC_kW.1,Kitchen_kW
House3,2018-06-11 03:00:00,3.6591316666666662,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.8261366666666667,0.9880866666666668,0.4720116666666666
House3,2018-06-11 04:00:00,3.1408083333333336,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.8690983333333333,0.3259333333333334,0.3817800000000001
House3,2018-06-11 05:00:00,3.4365533333333347,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.7858399999999999,0.5657566666666666,0.3754516666666667
House3,2018-06-11 06:00:00,3.512373333333333,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.7831100000000001,0.6357450000000001,0.371825
House3,2018-06-11 07:00:00,3.2396800000000003,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.840485,0.6938033333333332,0.3415866666666666
House3,2018-06-11 08:00:00,2.978098333333333,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.8852766666666663,0.8990466666666663,0.2404883333333333
House3,2018-06-11 09:00:00,3.1931900000000004,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.9577016666666668,0.9750933333333331,0.2375466666666667
House3,2018-06-11 10:00:00,3.343316666666667,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.0301533333333333,1.134305,0.2411766666666666
House3,2018-06-11 11:00:00,3.931603333333333,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.862759999999999,1.1717133333333334,0.2762649999999999
House3,2018-06-11 12:00:00,3.73383,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.6932483333333332,1.169708333333333,0.4010749999999999
House3,2018-06-11 13:00:00,3.7068950000000007,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.3138566666666665,1.466595,0.3992016666666665
House3,2018-06-11 14:00:00,4.093613333333334,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.461955,1.4775883333333333,0.4426583333333333
House3,2018-06-11 15:00:00,3.6711000000000014,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.4469249999999998,1.0933716666666664,0.3698133333333334
House3,2018-06-11 16:00:00,4.254456666666668,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.4441050000000002,0.8009133333333333,1.062286666666667
House3,2018-06-11 17:00:00,4.511728333333334,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.63621,1.4988066666666666,0.4289599999999999
House3,2018-06-11 18:00:00,5.267111666666668,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.6352266666666668,0.9369433333333336,1.1155966666666666
House3,2018-06-11 19:00:00,5.420683333333333,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.356053333333333,1.206605,0.50508
House3,2018-06-11 20:00:00,6.253513333333332,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.2336750000000003,0.8889099999999996,1.31214
House3,2018-06-11 21:00:00,4.377188333333333,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.908695,0.952106666666667,0.4878449999999999
House3,2018-06-11 22:00:00,4.8591566666666655,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.05437,1.4437716666666662,0.4045
House3,2018-06-11 23:00:00,4.2860016666666665,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.020808333333333,0.9230583333333332,0.4015083333333333
House3,2018-06-12 00:00:00,4.470636666666667,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.4339133333333332,1.4099849999999994,0.4061533333333333
House3,2018-06-12 01:00:00,3.5818433333333326,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.1786516666666664,0.43403,0.409635
House3,2018-06-12 02:00:00,4.231283333333333,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.5790416666666671,0.7004100000000002,0.5806916666666667
House3,2018-06-12 03:00:00,4.488320000000001,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.5833533333333334,0.5247950000000003,1.0205866666666668
House3,2018-06-12 04:00:00,4.02502,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.2520816666666663,0.6979149999999997,0.3805850000000001
House3,2018-06-12 05:00:00,4.00888,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.2591549999999998,0.9147683333333332,0.37769
House3,2018-06-12 06:00:00,3.1608216666666658,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.1507966666666671,0.5215633333333332,0.2791749999999999
House3,2018-06-12 07:00:00,2.941678333333333,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.3883916666666665,0.0008666666666666664,0.39967833333333336
House3,2018-06-12 08:00:00,2.877498333333333,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.1706700000000003,0.0008800000000000002,0.3876416666666666
House3,2018-06-12 09:00:00,4.3115066666666655,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.8640266666666667,1.4217933333333332,0.40802166666666656
House3,2018-06-12 10:00:00,4.8847999999999985,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.961095,1.4638133333333332,0.7967233333333337
House3,2018-06-12 11:00:00,5.248068333333333,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.054291666666666,1.5428633333333337,1.1885633333333334
House3,2018-06-12 12:00:00,4.822271666666668,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.1961766666666658,1.5652899999999998,0.7219649999999999
House3,2018-06-12 13:00:00,4.441208333333332,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.2311166666666664,1.5974016666666666,0.384525
House3,2018-06-12 14:00:00,4.818673333333334,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.238915,1.6281283333333334,0.47027
House3,2018-06-12 15:00:00,5.5967216666666655,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.284391666666666,1.388835,1.3889983333333338
House3,2018-06-12 16:00:00,5.225251666666667,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.183290000000001,1.6401300000000003,0.6296983333333334
House3,2018-06-12 17:00:00,4.544344999999998,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.1313916666666666,1.5755866666666667,0.4007716666666668
House3,2018-06-12 18:00:00,5.046616666666666,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.995506666666668,1.5262916666666666,0.5610850000000001
House3,2018-06-12 19:00:00,3.6518133333333327,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.38599,0.024338333333333368,0.7135183333333335
House3,2018-06-12 20:00:00,3.9434766666666654,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.5415916666666665,0.3138816666666667,0.4077649999999999
House3,2018-06-12 21:00:00,4.132734999999999,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.5546816666666663,1.2472899999999996,0.3873366666666666
House3,2018-06-12 22:00:00,3.8281666666666663,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.4886350000000006,0.4885366666666667,0.689843333333333
House3,2018-06-12 23:00:00,3.947888333333332,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.2795833333333335,0.2486533333333335,0.4796716666666666
House3,2018-06-13 00:00:00,5.290521666666668,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.359256666666666,1.0537483333333335,0.4299350000000001
House3,2018-06-13 01:00:00,3.921636666666666,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.3550716666666665,0.8668183333333336,0.5115766666666668
House3,2018-06-13 02:00:00,3.847843333333334,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.3013316666666663,0.6576850000000002,0.7134766666666666
House3,2018-06-13 03:00:00,4.199763333333333,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.0913866666666665,1.0743566666666666,0.6889016666666666
House3,2018-06-13 04:00:00,4.1498783333333344,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.116055,0.9781816666666664,0.559195
House3,2018-06-13 05:00:00,4.4253100000000005,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.9975416666666663,0.9068133333333334,0.4105166666666667
House3,2018-06-13 06:00:00,4.119680000000002,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.7743683333333338,0.95393,0.3898666666666665
House3,2018-06-13 07:00:00,4.156016666666667,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.007625,0.9054833333333338,0.3837
House3,2018-06-13 08:00:00,4.191626666666667,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.0697,1.1798216666666668,0.3927266666666666
House3,2018-06-13 09:00:00,3.649895,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.02625,0.73335,0.29348833333333324
House3,2018-06-13 10:00:00,3.6455283333333335,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.1770366666666665,0.0008000000000000003,0.40732333333333337
House3,2018-06-13 11:00:00,4.374161666666665,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.2368916666666663,0.9623266666666664,0.4200033333333333
House3,2018-06-13 12:00:00,5.095800000000001,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.25431,1.6367466666666672,0.6535700000000001
House3,2018-06-13 13:00:00,5.765836666666668,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.3102700000000005,1.6195833333333338,1.0776916666666667
House3,2018-06-13 14:00:00,4.643806666666666,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.294928333333333,1.6380433333333333,0.4512433333333333
House3,2018-06-13 15:00:00,5.006333333333335,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.272793333333334,1.63765,0.5797199999999999
House3,2018-06-13 16:00:00,6.0873300000000015,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.194783333333334,1.62687,1.340615
House3,2018-06-13 17:00:00,6.522998333333333,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.208365,1.6103833333333335,0.4475683333333332
House3,2018-06-13 18:00:00,6.668955,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.1638650000000004,1.5652750000000002,0.4747583333333333
House3,2018-06-13 19:00:00,5.59478,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.184531666666666,0.1784916666666664,0.4595966666666669
House3,2018-06-13 20:00:00,5.876139999999998,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.1456883333333328,0.5992616666666668,0.4066950000000001
House3,2018-06-13 21:00:00,5.533013333333333,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.1309316666666662,0.8707783333333329,0.4040499999999999
House3,2018-06-13 22:00:00,5.042128333333332,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.1300183333333336,0.0012199999999999993,0.3909250000000001
House3,2018-06-13 23:00:00,5.030973333333332,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.0850666666666675,0.0025866666666666646,0.3820633333333333
House3,2018-06-14 00:00:00,6.1866633333333345,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.069773333333333,0.989063333333333,0.6633933333333334
House3,2018-06-14 01:00:00,5.4356550000000015,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.049368333333333,0.9321966666666668,0.7950333333333333
House3,2018-06-14 02:00:00,4.822858333333332,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.038565,1.2772466666666666,0.5510816666666668
House3,2018-06-14 03:00:00,4.7478066666666665,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.5332233333333327,1.4694500000000004,1.4623216666666663
House3,2018-06-14 04:00:00,3.5641983333333336,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.8977483333333331,0.6629099999999999,0.8155933333333338
House3,2018-06-14 05:00:00,3.198746666666667,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.8165316666666663,0.5294116666666666,0.4046183333333334
House3,2018-06-14 06:00:00,3.4496866666666657,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.8386816666666669,0.8866216666666665,0.3298116666666668
House3,2018-06-14 07:00:00,3.0720250000000004,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.817475,0.8619899999999997,0.3696800000000001
House3,2018-06-14 08:00:00,3.860799999999999,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.8586616666666664,1.5136216666666669,0.4188916666666668
House3,2018-06-14 09:00:00,3.940570000000001,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.8773349999999998,1.2703650000000004,0.4173600000000001
House3,2018-06-14 10:00:00,3.73655,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.9031099999999996,1.2726849999999998,0.3989933333333333
House3,2018-06-14 11:00:00,3.8125899999999993,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.0739466666666666,1.3213800000000002,0.4241416666666666
House3,2018-06-14 12:00:00,3.010263333333333,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.0951383333333338,0.0008583333333333338,0.4306133333333333
House3,2018-06-14 13:00:00,5.417765,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.099543333333333,1.4054616666666668,1.0959449999999995
House3,2018-06-14 14:00:00,5.209998333333335,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.1356116666666662,1.6884583333333338,0.41740666666666665
House3,2018-06-14 15:00:00,5.401665,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.114111666666667,1.6844933333333336,0.3961566666666666
House3,2018-06-14 16:00:00,5.376403333333334,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.0892666666666666,1.625483333333334,0.3871933333333333
House3,2018-06-14 17:00:00,5.361043333333332,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.9070166666666664,1.6074366666666668,0.3918400000000001
House3,2018-06-14 18:00:00,5.1173633333333335,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.0834900000000003,1.3249616666666668,0.599715
House3,2018-06-14 19:00:00,3.3714450000000014,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.1978816666666672,0.0038600000000000015,0.5037016666666667
House3,2018-06-14 20:00:00,4.854479999999999,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.4678266666666673,0.9254583333333332,0.4162050000000002
House3,2018-06-14 21:00:00,4.915918333333335,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.4431833333333333,1.5983300000000005,0.4151833333333334
House3,2018-06-14 22:00:00,5.043793333333336,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.5946633333333338,1.5834066666666655,0.41106
House3,2018-06-14 23:00:00,4.566421666666667,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.8972883333333334,1.524166666666667,0.43838999999999995
House3,2018-06-15 00:00:00,4.658526666666665,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,0.8659049999999997,1.4972066666666668,0.4329083333333334
House3,2018-06-15 01:00:00,4.400318333333333,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.3577783333333335,1.47364,0.4933933333333334
House3,2018-06-15 02:00:00,3.8237,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.4317416666666667,0.7147849999999999,0.4323916666666668
House3,2018-06-15 03:00:00,4.690011666666667,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.3460150000000002,1.4851766666666666,0.827903333333333
House3,2018-06-15 04:00:00,3.961525000000001,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.3616033333333335,0.8514133333333335,0.40420333333333336
House3,2018-06-15 05:00:00,3.760714999999999,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.6015883333333334,0.7767599999999999,0.4021299999999999
House3,2018-06-15 06:00:00,3.694131666666668,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.6555516666666663,0.7260983333333332,0.4009
House3,2018-06-15 07:00:00,3.5975733333333326,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.5981633333333334,0.7874983333333334,0.3988200000000001
House3,2018-06-15 08:00:00,3.4099516666666667,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.611316666666667,0.8820099999999998,0.3961366666666665
House3,2018-06-15 09:00:00,3.4475816666666668,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.5940166666666664,0.9018116666666668,0.39560500000000015
House3,2018-06-15 10:00:00,3.743868333333335,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.6096249999999988,1.200285,0.3932216666666665
House3,2018-06-15 11:00:00,4.30192,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.6504833333333335,1.2639316666666671,0.3872116666666667
House3,2018-06-15 12:00:00,4.584026666666668,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.580706666666667,1.6197666666666668,0.3893666666666665
House3,2018-06-15 13:00:00,4.444606666666667,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.4897766666666667,1.573045,0.3898433333333333
House3,2018-06-15 14:00:00,4.512443333333334,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.033958333333333,1.54483,0.7629750000000001
House3,2018-06-15 15:00:00,4.547601666666668,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.482581666666667,1.2484549999999999,1.058876666666667
House3,2018-06-15 16:00:00,4.252923333333333,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.2089866666666667,1.5428566666666663,0.2446883333333333
House3,2018-06-15 17:00:00,3.4507933333333343,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,2.0793583333333334,0.8674116666666666,0.2439516666666667
House3,2018-06-15 18:00:00,4.426761666666667,10890.0,2,1992,10.0,Yes,14,7.0,5.0,1.0,1.0,3 phase,25,20,3,2,20,5,4,2,1,25,14,1,2,1,59,1,1.8668316666666664,1.2124316666666666,0.7933716666666669
