House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,WP_kW,Kitchen_kW,AC_kW,AC_kW.1
House37,2018-07-19 23:00:00,1.1892999999999998,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0017849999999999984,0.8585266666666668,0.2088233333333333,0.0006000000000000003
House37,2018-07-20 00:00:00,1.2031166666666662,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0018850000000000002,0.8867766666666663,0.21241999999999991,0.0005966666666666668
House37,2018-07-20 01:00:00,1.1678700000000002,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0019833333333333343,0.8576249999999999,0.207,0.000586666666666667
House37,2018-07-20 02:00:00,1.0493033333333337,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002128333333333332,0.7393133333333334,0.21430333333333332,0.000571666666666667
House37,2018-07-20 03:00:00,1.1316483333333334,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002105,0.8120250000000001,0.22290500000000002,0.0006083333333333334
House37,2018-07-20 04:00:00,1.14102,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002126666666666666,0.8264083333333336,0.2159566666666666,0.0005883333333333334
House37,2018-07-20 05:00:00,1.087445,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.00224,0.8342799999999999,0.15593833333333326,0.0005866666666666669
House37,2018-07-20 06:00:00,0.9696549999999998,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002246666666666665,0.7208500000000001,0.14975999999999998,0.0005533333333333332
House37,2018-07-20 07:00:00,1.0088816666666671,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0020016666666666672,0.7599866666666666,0.14938500000000007,0.0006083333333333334
House37,2018-07-20 08:00:00,1.1965766666666666,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0020150000000000007,0.8316733333333333,0.1610433333333333,0.0006099999999999999
House37,2018-07-20 09:00:00,1.345525,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0019166666666666672,0.5784900000000004,0.20783166666666664,0.0005133333333333337
House37,2018-07-20 10:00:00,0.7301716666666666,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0020133333333333357,0.026850000000000027,0.25391833333333336,0.0003966666666666669
House37,2018-07-20 11:00:00,0.6653416666666665,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001991666666666667,0.13453833333333334,0.2229416666666668,0.0004166666666666668
House37,2018-07-20 12:00:00,0.7271216666666668,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0005383333333333333,0.5724866666666656,0.06918000000000002,0.0003166666666666668
House37,2018-07-20 13:00:00,0.972885,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0013083333333333337,0.4922933333333338,0.15588333333333335,0.00037333333333333364
House37,2018-07-20 14:00:00,0.80294,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0019200000000000005,0.0271933333333333,0.2308433333333333,0.0004583333333333337
House37,2018-07-20 15:00:00,0.5327149999999999,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001935,0.027215000000000024,0.2388133333333333,0.0004400000000000002
House37,2018-07-20 16:00:00,0.5033083333333334,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001981666666666668,0.027126666666666674,0.22284500000000007,0.00047000000000000037
House37,2018-07-20 17:00:00,0.5962633333333333,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002020000000000001,0.027835000000000002,0.2532050000000001,0.0003966666666666669
House37,2018-07-20 18:00:00,0.7186716666666669,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002005000000000001,0.027981666666666655,0.25692666666666675,0.0004166666666666668
House37,2018-07-20 19:00:00,0.44901,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002038333333333334,0.02782666666666668,0.231815,0.00045000000000000037
House37,2018-07-20 20:00:00,0.4463916666666666,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001951666666666667,0.027196666666666657,0.22001,0.0004166666666666669
House37,2018-07-20 21:00:00,1.1429933333333333,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0019116666666666657,0.7324816666666666,0.223335,0.0005516666666666669
House37,2018-07-20 22:00:00,1.6454666666666669,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001843333333333333,1.2513816666666673,0.2274633333333333,0.0006983333333333334
House37,2018-07-20 23:00:00,1.1816100000000005,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001786666666666665,0.7873516666666664,0.22127333333333327,0.0005699999999999999
House37,2018-07-21 00:00:00,1.4741950000000006,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0018333333333333329,1.1354016666666666,0.21430500000000002,0.0006766666666666668
House37,2018-07-21 01:00:00,1.3395866666666667,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0019866666666666674,1.0120483333333328,0.2155616666666665,0.0006416666666666668
House37,2018-07-21 02:00:00,1.1356116666666665,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0020433333333333328,0.8204816666666666,0.21502500000000008,0.0005916666666666668
House37,2018-07-21 03:00:00,2.183053333333333,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,1.0473450000000002,0.763055,0.21728166666666668,0.0010433333333333338
House37,2018-07-21 04:00:00,1.9989633333333328,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.963963333333333,0.7325033333333336,0.14213333333333336,0.001058333333333334
House37,2018-07-21 05:00:00,1.89546,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.8560066666666667,0.7158266666666667,0.16276333333333332,0.000965
House37,2018-07-21 06:00:00,1.8439266666666667,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.8354299999999999,0.6913999999999999,0.15267000000000006,0.0009633333333333338
House37,2018-07-21 07:00:00,1.8424533333333328,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.8049816666666665,0.7080549999999999,0.16530833333333336,0.0009133333333333334
House37,2018-07-21 08:00:00,2.01982,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.7721216666666664,0.9389299999999996,0.16860333333333333,0.0008333333333333338
House37,2018-07-21 09:00:00,1.8917816666666665,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.8241850000000001,0.5529683333333335,0.20621833333333334,0.0009983333333333333
House37,2018-07-21 10:00:00,1.5550533333333332,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.7786850000000001,0.026723333333333314,0.25153166666666665,0.0011383333333333336
House37,2018-07-21 11:00:00,1.5557033333333332,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.8271549999999996,0.02642666666666666,0.24464,0.0011566666666666663
House37,2018-07-21 12:00:00,1.935325,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.9960749999999998,0.02522166666666666,0.2349799999999999,0.0015050000000000005
House37,2018-07-21 13:00:00,1.5237766666666668,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.3891516666666661,0.025461666666666657,0.20450833333333332,0.0011799999999999994
House37,2018-07-21 14:00:00,2.890273333333333,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.005313333333333335,0.02485166666666666,0.2339466666666667,0.002565
House37,2018-07-21 15:00:00,2.5190683333333337,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0033883333333333326,0.9510233333333332,0.2351283333333333,0.0018083333333333348
House37,2018-07-21 16:00:00,1.8624049999999999,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0017266666666666654,1.4884416666666669,0.2381533333333333,0.0008916666666666668
House37,2018-07-21 17:00:00,0.9491116666666666,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001843333333333333,0.5569900000000002,0.2412316666666668,0.0005783333333333335
House37,2018-07-21 18:00:00,0.3816166666666667,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001923333333333333,0.026696666666666646,0.2691766666666667,0.0003616666666666669
House37,2018-07-21 19:00:00,0.3482500000000001,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001933333333333333,0.02651166666666668,0.2375083333333334,0.0003933333333333335
House37,2018-07-21 20:00:00,0.26119000000000003,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0019766666666666674,0.026271666666666645,0.18327833333333332,0.00042500000000000025
House37,2018-07-21 21:00:00,0.2631466666666667,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0020000000000000005,0.02644833333333333,0.18505500000000005,0.00043166666666666695
House37,2018-07-21 22:00:00,0.2536550000000001,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001933333333333333,0.02587833333333336,0.1763283333333333,0.0004333333333333337
House37,2018-07-21 23:00:00,1.2529283333333332,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001824999999999999,0.8823566666666667,0.19834499999999994,0.0006583333333333335
House37,2018-07-22 00:00:00,1.6393800000000005,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0019566666666666665,1.307243333333333,0.2150033333333333,0.0007283333333333335
House37,2018-07-22 01:00:00,1.3473549999999996,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001996666666666667,1.03239,0.2141,0.0006166666666666665
House37,2018-07-22 02:00:00,1.4361100000000004,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0020999999999999994,1.163615,0.17463499999999993,0.0006283333333333334
House37,2018-07-22 03:00:00,1.0795566666666667,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002165,0.81697,0.16556666666666672,0.0005850000000000001
House37,2018-07-22 04:00:00,1.2401450000000005,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0021216666666666662,0.9815016666666668,0.16332500000000005,0.0006216666666666666
House37,2018-07-22 05:00:00,1.1430816666666666,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0020433333333333323,0.8538150000000002,0.19030166666666667,0.0005750000000000003
House37,2018-07-22 06:00:00,1.2003966666666666,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0019399999999999999,0.9045550000000004,0.19282000000000005,0.0005483333333333331
House37,2018-07-22 07:00:00,1.4087349999999998,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002026666666666666,1.0903433333333334,0.21990166666666675,0.0006483333333333334
House37,2018-07-22 08:00:00,1.4506333333333332,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002018333333333333,1.1512683333333331,0.18642333333333336,0.0006516666666666668
House37,2018-07-22 09:00:00,1.5841683333333332,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001945,1.1867733333333332,0.22250999999999999,0.0006800000000000003
House37,2018-07-22 10:00:00,0.6384733333333332,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001933333333333333,0.027626666666666685,0.22966333333333336,0.0005166666666666669
House37,2018-07-22 11:00:00,0.6116533333333334,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001971666666666668,0.02756166666666669,0.22581500000000002,0.0005133333333333336
House37,2018-07-22 12:00:00,1.5823683333333334,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0019466666666666664,0.9755983333333336,0.21418500000000007,0.0006783333333333336
House37,2018-07-22 13:00:00,0.8733783333333333,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002013333333333334,0.12558833333333336,0.2563683333333333,0.0004766666666666669
House37,2018-07-22 14:00:00,0.6496299999999999,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0022416666666666644,0.02812666666666669,0.256825,0.0004900000000000002
House37,2018-07-22 15:00:00,0.7565149999999998,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002218333333333333,0.02746666666666666,0.2166,0.000546666666666667
House37,2018-07-22 16:00:00,0.546925,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0020150000000000007,0.027315,0.21896,0.0004566666666666669
House37,2018-07-22 17:00:00,0.2873283333333333,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0019366666666666668,0.02759333333333335,0.18962000000000004,0.0004550000000000002
House37,2018-07-22 18:00:00,1.5343349999999996,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001885,1.1389,0.2164383333333333,0.0006983333333333338
House37,2018-07-22 19:00:00,2.1647233333333333,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001871666666666666,1.5242650000000002,0.17435666666666674,0.0006933333333333332
House37,2018-07-22 20:00:00,2.7121216666666665,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.004411666666666664,0.2958416666666673,0.1637533333333333,0.00212
House37,2018-07-22 21:00:00,2.3046316666666664,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.003723333333333335,0.6019583333333333,0.17644999999999994,0.0017283333333333315
House37,2018-07-22 22:00:00,1.5272183333333331,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001906666666666666,1.1648299999999998,0.181765,0.0006516666666666668
House37,2018-07-22 23:00:00,1.3143866666666668,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0017666666666666653,0.9838633333333336,0.201025,0.0005950000000000003
House37,2018-07-23 00:00:00,1.3166599999999995,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001931666666666668,0.9848883333333333,0.2058633333333333,0.0005816666666666666
House37,2018-07-23 01:00:00,1.3382116666666668,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0020466666666666667,1.0854416666666669,0.15035333333333334,0.0006433333333333332
House37,2018-07-23 02:00:00,1.307181666666667,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0021299999999999995,1.0607233333333332,0.14614666666666665,0.0006083333333333332
House37,2018-07-23 03:00:00,1.1838283333333333,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0021533333333333326,0.9367983333333332,0.14645333333333335,0.0005800000000000003
House37,2018-07-23 04:00:00,1.2289283333333336,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.00213,0.9796566666666666,0.15030000000000007,0.0005633333333333335
House37,2018-07-23 05:00:00,1.067713333333333,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002181666666666666,0.8120650000000001,0.15618333333333334,0.0005683333333333336
House37,2018-07-23 06:00:00,1.1087983333333329,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002233333333333332,0.85377,0.1556733333333333,0.0005933333333333332
House37,2018-07-23 07:00:00,1.1965383333333337,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002133333333333333,0.8564150000000003,0.13896500000000006,0.0005916666666666669
House37,2018-07-23 08:00:00,1.2891400000000002,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0020750000000000013,0.8388566666666665,0.13933833333333334,0.0005949999999999999
House37,2018-07-23 09:00:00,1.8567233333333333,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.00195,1.0439016666666667,0.2374766666666667,0.0006299999999999996
House37,2018-07-23 10:00:00,0.3793350000000003,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0020633333333333346,0.008266666666666674,0.2048633333333333,0.00043000000000000037
House37,2018-07-23 11:00:00,0.2741866666666667,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0020183333333333342,0.0003216666666666666,0.24664000000000005,0.0003216666666666669
House37,2018-07-23 12:00:00,0.2716733333333333,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001998333333333334,0.000365,0.2431483333333334,0.0004200000000000002
House37,2018-07-23 13:00:00,0.2358033333333333,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002001666666666668,0.0003616666666666669,0.20782166666666665,0.0004283333333333336
House37,2018-07-23 14:00:00,0.2139683333333333,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0020050000000000007,0.0003050000000000002,0.18680500000000005,0.0004116666666666669
House37,2018-07-23 15:00:00,0.20893499999999995,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001973333333333334,0.0002800000000000001,0.18195166666666668,0.0004133333333333335
House37,2018-07-23 16:00:00,0.21014,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0019833333333333343,0.0003133333333333332,0.182835,0.00041000000000000015
House37,2018-07-23 17:00:00,0.21682166666666666,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002015,0.00031999999999999986,0.189055,0.000451666666666667
House37,2018-07-23 18:00:00,0.215135,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002111666666666666,0.00020500000000000005,0.18725000000000008,0.0005166666666666668
House37,2018-07-23 19:00:00,1.773048333333334,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0019383333333333327,1.268071666666667,0.20467,0.0007566666666666671
House37,2018-07-23 20:00:00,2.9133083333333345,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.003966666666666669,1.0984049999999996,0.2106133333333333,0.001338333333333333
House37,2018-07-23 21:00:00,1.9894433333333328,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0023266666666666666,1.1639766666666662,0.22472833333333336,0.0007249999999999997
House37,2018-07-23 22:00:00,1.238663333333333,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.001963333333333333,0.8753549999999999,0.22188333333333327,0.0006200000000000004
House37,2018-07-23 23:00:00,1.1980866666666663,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0019350000000000003,0.8643416666666669,0.21105000000000004,0.000616666666666667
House37,2018-07-24 00:00:00,1.1037816666666669,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0021216666666666662,0.7973399999999999,0.1930683333333333,0.0005833333333333332
House37,2018-07-24 01:00:00,1.0583149999999997,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0022783333333333323,0.7953250000000002,0.15508499999999995,0.0005866666666666665
House37,2018-07-24 02:00:00,0.9806383333333334,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0023349999999999994,0.7188533333333336,0.15511333333333333,0.000595
House37,2018-07-24 03:00:00,0.981935,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002395,0.7260633333333334,0.14854499999999995,0.0006333333333333332
House37,2018-07-24 04:00:00,0.9374733333333334,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.0023633333333333345,0.6603200000000002,0.16774666666666666,0.0006583333333333334
House37,2018-07-24 05:00:00,0.8816616666666666,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002411666666666666,0.6343216666666667,0.13780166666666666,0.0006416666666666666
House37,2018-07-24 06:00:00,0.9612666666666668,5445.01,1,2004,10.0,No,5,3.0,1.0,0.0,1.0,3 phase,5,2,3,0,5,0,4,2,1,7,6,0,1,1,31,1,0.002376666666666667,0.678175,0.17286166666666658,0.0006200000000000001
