House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_LR_kW,AC_BR_kW,UPS_kW
House13,2018-07-18 12:00:00,1.257413333333333,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0014800000000000015,0.4029883333333332,0.2774749999999999
House13,2018-07-18 13:00:00,1.0354016666666666,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.001548333333333334,0.2839166666666667,0.31411333333333336
House13,2018-07-18 14:00:00,1.1711216666666666,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0015016666666666676,0.3589333333333335,0.2835833333333333
House13,2018-07-18 15:00:00,0.8929616666666669,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.001584999999999998,0.19482333333333346,0.31661333333333336
House13,2018-07-18 16:00:00,1.1391866666666666,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.5068016666666667,0.146515,0.1752866666666667
House13,2018-07-18 17:00:00,1.3874566666666666,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0004366666666666664,0.4795133333333334,0.3022383333333332
House13,2018-07-18 18:00:00,0.3381550000000001,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00026499999999999983,0.019120000000000036,0.20198333333333326
House13,2018-07-18 19:00:00,0.5286583333333333,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00013333333333333334,0.03613333333333334,0.35095000000000004
House13,2018-07-18 20:00:00,0.6326833333333329,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0001399999999999999,0.036038333333333325,0.4013083333333334
House13,2018-07-18 21:00:00,1.4629299999999998,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.5731566666666666,0.1560116666666666,0.4034316666666667
House13,2018-07-18 22:00:00,2.9491683333333336,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,1.6152433333333331,0.3486033333333332,0.3955700000000002
House13,2018-07-18 23:00:00,1.545745,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0004816666666666663,0.4718749999999998,0.3231766666666666
House13,2018-07-19 00:00:00,1.3745683333333334,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0004316666666666665,0.4280333333333332,0.3185383333333334
House13,2018-07-19 01:00:00,0.8277866666666669,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0005200000000000003,0.32754499999999986,0.13521666666666665
House13,2018-07-19 02:00:00,0.97354,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0003749999999999998,0.3132633333333333,0.30286
House13,2018-07-19 03:00:00,0.8047783333333335,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0005283333333333336,0.33722,0.11538166666666665
House13,2018-07-19 04:00:00,0.9418650000000002,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00043500000000000017,0.3344916666666666,0.247515
House13,2018-07-19 05:00:00,0.8645516666666667,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0004299999999999998,0.30461,0.2306183333333334
House13,2018-07-19 06:00:00,0.8119350000000002,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0005333333333333336,0.31605500000000003,0.1383666666666667
House13,2018-07-19 07:00:00,1.0557250000000002,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0003083333333333331,0.2589116666666667,0.3889266666666667
House13,2018-07-19 08:00:00,0.7729066666666665,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00017666666666666666,0.11473166666666662,0.3791583333333332
House13,2018-07-19 09:00:00,0.3234283333333333,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00015666666666666658,0.03253166666666666,0.29035999999999995
House13,2018-07-19 10:00:00,0.10632,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0003433333333333332,0.010759999999999999,0.08648833333333332
House13,2018-07-19 11:00:00,0.2635583333333334,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00021333333333333317,0.02657166666666665,0.2334733333333334
House13,2018-07-19 12:00:00,0.21216833333333326,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0002716666666666666,0.021251666666666655,0.1855916666666667
House13,2018-07-19 13:00:00,0.17588499999999993,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0003133333333333333,0.017799999999999972,0.1516316666666667
House13,2018-07-19 14:00:00,0.498615,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00017166666666666643,0.03330999999999998,0.3408183333333335
House13,2018-07-19 15:00:00,1.5492400000000006,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0004016666666666664,0.3994850000000001,0.4490666666666668
House13,2018-07-19 16:00:00,1.1202650000000005,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00038666666666666634,0.33646000000000004,0.3091
House13,2018-07-19 17:00:00,0.9472366666666668,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00042500000000000014,0.3081500000000001,0.24829
House13,2018-07-19 18:00:00,0.9119283333333332,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00038500000000000003,0.2585783333333333,0.21298333333333336
House13,2018-07-19 19:00:00,0.7770850000000001,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00011666666666666675,0.107445,0.3853050000000002
House13,2018-07-19 20:00:00,0.7080549999999999,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,4.999999999999998e-05,0.04158000000000001,0.4056783333333334
House13,2018-07-19 21:00:00,1.0900783333333333,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.04038833333333334,0.22999666666666665,0.3473783333333333
House13,2018-07-19 22:00:00,1.1978283333333333,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.4214666666666663,0.10894833333333337,0.388815
House13,2018-07-19 23:00:00,1.5076683333333332,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.001381666666666666,0.5200049999999999,0.2828566666666667
House13,2018-07-20 00:00:00,1.4445100000000004,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0015016666666666663,0.40617499999999984,0.3438016666666667
House13,2018-07-20 01:00:00,0.962145,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.001603333333333333,0.2885316666666666,0.3076083333333334
House13,2018-07-20 02:00:00,0.6055683333333334,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0014333333333333338,0.22751,0.08606333333333338
House13,2018-07-20 03:00:00,0.8307083333333329,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0015716666666666663,0.2339183333333334,0.2728316666666666
House13,2018-07-20 04:00:00,0.8332099999999998,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0016183333333333325,0.2242433333333333,0.30309833333333336
House13,2018-07-20 05:00:00,0.9615750000000002,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0016866666666666655,0.2641233333333334,0.3283183333333334
House13,2018-07-20 06:00:00,1.0269083333333329,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0016183333333333327,0.3438099999999999,0.29760000000000003
House13,2018-07-20 07:00:00,0.8088783333333333,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0016916666666666658,0.18441500000000005,0.3409083333333333
House13,2018-07-20 08:00:00,0.8729416666666666,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0016283333333333323,0.22046166666666664,0.31057
House13,2018-07-20 09:00:00,0.8889250000000002,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.001616666666666666,0.23337166666666664,0.332305
House13,2018-07-20 10:00:00,0.8900349999999997,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.001618333333333332,0.2380466666666668,0.20588000000000006
House13,2018-07-20 11:00:00,0.7837416666666664,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0018050000000000008,0.17888666666666664,0.3119766666666665
House13,2018-07-20 12:00:00,0.14921833333333334,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0004783333333333333,0.00249666666666666,0.05260000000000002
House13,2018-07-20 13:00:00,1.159735,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0014133333333333328,0.17169666666666664,0.4271316666666666
House13,2018-07-20 14:00:00,0.9474383333333328,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0020099999999999988,0.04466999999999998,0.4265583333333334
House13,2018-07-20 15:00:00,1.3560383333333332,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0016633333333333335,0.35935333333333325,0.3171266666666667
House13,2018-07-20 16:00:00,1.1921700000000002,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.001731666666666667,0.3022099999999998,0.38135
House13,2018-07-20 17:00:00,1.1483116666666668,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.001583333333333333,0.39572,0.16062666666666672
House13,2018-07-20 18:00:00,0.4062033333333334,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00045499999999999973,0.04539500000000001,0.3095633333333335
House13,2018-07-20 19:00:00,0.19391166666666665,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00030833333333333293,0.018093333333333333,0.14991833333333335
House13,2018-07-20 20:00:00,0.35033833333333336,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0001666666666666666,0.035334999999999984,0.31483666666666665
House13,2018-07-20 21:00:00,0.34339000000000003,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00018000000000000004,0.034953333333333315,0.3082566666666667
House13,2018-07-20 22:00:00,0.1361183333333333,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00035500000000000017,0.011914999999999992,0.09110333333333327
House13,2018-07-20 23:00:00,1.0414783333333335,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0002999999999999999,0.2536583333333333,0.33781166666666657
House13,2018-07-21 00:00:00,1.0779833333333335,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0004383333333333331,0.33049166666666674,0.3180533333333333
House13,2018-07-21 01:00:00,0.9592500000000004,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0003783333333333332,0.29468999999999995,0.3105649999999999
House13,2018-07-21 02:00:00,0.9107166666666668,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0004133333333333333,0.29502333333333336,0.27396
House13,2018-07-21 03:00:00,0.7524200000000002,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0005066666666666664,0.2742816666666668,0.16277166666666668
House13,2018-07-21 04:00:00,0.9545100000000001,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00035333333333333305,0.2815683333333333,0.33043333333333336
House13,2018-07-21 05:00:00,1.0458399999999999,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0002883333333333332,0.2598849999999999,0.3723833333333333
House13,2018-07-21 06:00:00,0.6265350000000001,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0005333333333333338,0.24187499999999976,0.10663
House13,2018-07-21 07:00:00,0.938235,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0003533333333333332,0.2370183333333332,0.3359766666666667
House13,2018-07-21 08:00:00,1.0990316666666664,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00034333333333333324,0.2523133333333333,0.3628583333333332
House13,2018-07-21 09:00:00,0.7722183333333332,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0003183333333333333,0.20819999999999989,0.29431500000000016
House13,2018-07-21 10:00:00,0.7482066666666668,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0003883333333333334,0.23352833333333345,0.2384716666666667
House13,2018-07-21 11:00:00,0.5185649999999999,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00045499999999999973,0.10241833333333336,0.22548999999999994
House13,2018-07-21 12:00:00,0.9175866666666652,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.6461116666666666,0.040715000000000084,0.17412
House13,2018-07-21 13:00:00,0.6083483333333334,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00144,0.029826666666666668,0.394605
House13,2018-07-21 14:00:00,0.7067800000000001,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.001856666666666666,0.04046833333333335,0.4741866666666667
House13,2018-07-21 15:00:00,0.8746966666666666,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0019033333333333328,0.10932,0.4061616666666667
House13,2018-07-21 16:00:00,1.4155350000000009,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0014633333333333323,0.5122983333333333,0.11082333333333333
House13,2018-07-21 17:00:00,0.7936349999999998,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.001865,0.11621166666666667,0.3869000000000001
House13,2018-07-21 18:00:00,1.3198383333333332,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0014483333333333327,0.4747283333333335,0.16637000000000005
House13,2018-07-21 19:00:00,0.5764416666666665,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.001660000000000002,0.15096166666666688,0.21131500000000009
House13,2018-07-21 20:00:00,0.2679533333333334,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0017883333333333327,0.025589999999999984,0.2315183333333333
House13,2018-07-21 21:00:00,0.13069666666666668,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0016833333333333325,0.011241666666666686,0.0972566666666667
House13,2018-07-21 22:00:00,0.3525900000000001,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0019033333333333333,0.03469000000000003,0.31403166666666665
House13,2018-07-21 23:00:00,0.13494833333333334,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0017266666666666654,0.011716666666666669,0.10082666666666663
House13,2018-07-22 00:00:00,1.3697550000000005,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0016683333333333333,0.4486966666666666,0.36431333333333343
House13,2018-07-22 01:00:00,1.2338833333333334,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0014433333333333338,0.5124249999999999,0.108245
House13,2018-07-22 02:00:00,0.96407,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.001768333333333333,0.29099666666666657,0.27826
House13,2018-07-22 03:00:00,0.8360316666666665,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0016733333333333335,0.3081733333333333,0.19494333333333336
House13,2018-07-22 04:00:00,0.8016333333333335,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0016566666666666663,0.29479999999999984,0.18159666666666666
House13,2018-07-22 05:00:00,0.8961583333333334,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0017949999999999995,0.297775,0.26111333333333325
House13,2018-07-22 06:00:00,0.8966716666666668,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.001813333333333334,0.2938733333333334,0.2064116666666668
House13,2018-07-22 07:00:00,0.7059416666666668,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0016866666666666664,0.2855583333333334,0.1491099999999999
House13,2018-07-22 08:00:00,0.7295200000000003,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0018416666666666672,0.21065333333333344,0.30743833333333337
House13,2018-07-22 09:00:00,0.6482633333333333,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0017216666666666671,0.18887333333333334,0.19434666666666667
House13,2018-07-22 10:00:00,1.1827100000000002,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0017016666666666664,0.3490966666666665,0.2924033333333335
House13,2018-07-22 11:00:00,0.8533316666666667,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0016899999999999999,0.2915633333333334,0.2529916666666667
House13,2018-07-22 12:00:00,0.2540883333333333,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0017949999999999984,0.012918333333333342,0.14811333333333335
House13,2018-07-22 13:00:00,0.5439200000000002,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0018916666666666648,0.029935000000000003,0.33547666666666665
House13,2018-07-22 14:00:00,0.5850866666666664,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0018800000000000008,0.030301666666666675,0.35742499999999994
House13,2018-07-22 15:00:00,0.4224766666666665,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0018266666666666661,0.014890000000000009,0.21198166666666668
House13,2018-07-22 16:00:00,0.7043283333333336,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.001823333333333334,0.15641,0.3205366666666667
House13,2018-07-22 17:00:00,0.9357983333333332,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0016916666666666675,0.33470666666666665,0.21966500000000005
House13,2018-07-22 18:00:00,0.5540949999999999,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0018666666666666664,0.03929333333333333,0.2564183333333333
House13,2018-07-22 19:00:00,0.6088699999999999,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0019466666666666664,0.04029333333333332,0.40961833333333336
House13,2018-07-22 20:00:00,0.3384666666666666,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0017899999999999988,0.014091666666666662,0.16676999999999995
House13,2018-07-22 21:00:00,0.7172866666666667,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.00193,0.03701833333333333,0.4035416666666666
House13,2018-07-22 22:00:00,0.4654683333333333,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0018216666666666672,0.019776666666666668,0.2554583333333333
House13,2018-07-22 23:00:00,0.763575,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0019700000000000013,0.06276,0.4541500000000001
House13,2018-07-23 00:00:00,1.6855366666666665,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.001460000000000001,0.6306983333333332,0.22552833333333336
House13,2018-07-23 01:00:00,1.214738333333333,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0016416666666666676,0.4290866666666666,0.23987999999999995
House13,2018-07-23 02:00:00,0.9493616666666668,1987.43,2,2013,10.0,No,6,3.0,2.0,0.0,1.0,3 phase,4,2,1,1,4,0,3,1,1,8,7,0,0,1,25,1,0.0015550000000000006,0.4043983333333333,0.11258166666666668
