House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_LR_kW,AC_BR_kW,AC_kW,AC_kW.1,Kitchen_kW,WP_kW
House9,2018-07-26 03:00:00,0.2473166666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.000668333333333333,0.0025750000000000005,0.0002983333333333335,0.0010916666666666657,0.14863999999999994,0.004565
House9,2018-07-26 04:00:00,0.15974833333333335,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006416666666666665,0.0027133333333333315,0.00036000000000000013,0.0015999999999999994,0.00516999999999999,0.004343333333333335
House9,2018-07-26 05:00:00,0.24639,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007483333333333327,0.0027366666666666663,0.0003033333333333335,0.0011983333333333336,0.1547683333333333,0.004366666666666664
House9,2018-07-26 06:00:00,0.24773,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007066666666666661,0.002708333333333333,0.0003016666666666669,0.0011933333333333338,0.15290333333333336,0.004388333333333328
House9,2018-07-26 07:00:00,0.17545166666666664,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006250000000000003,0.002645,0.00032500000000000015,0.0015216666666666673,0.033411666666666825,0.004371666666666664
House9,2018-07-26 08:00:00,0.21271333333333334,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006749999999999995,0.0024100000000000002,0.0003016666666666669,0.0011899999999999994,0.11572833333333335,0.004536666666666669
House9,2018-07-26 09:00:00,0.3865916666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006700000000000008,0.0021066666666666647,0.00017833333333333313,0.0006850000000000003,0.17763666666666664,0.07028999999999999
House9,2018-07-26 10:00:00,0.44011999999999996,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005500000000000001,0.002419999999999999,0.00012999999999999996,0.0007433333333333335,0.09891166666666663,0.15820500000000004
House9,2018-07-26 11:00:00,0.2478833333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006366666666666666,0.0024900000000000018,0.0003016666666666669,0.0010800000000000004,0.11902999999999996,0.00463
House9,2018-07-26 12:00:00,0.30038000000000004,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005850000000000003,0.002093333333333335,0.00020500000000000013,0.000928333333333333,0.0902016666666666,0.004853333333333335
House9,2018-07-26 13:00:00,0.4219516666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005700000000000001,0.0025333333333333323,0.00017166666666666662,0.0007449999999999997,0.13195166666666666,0.15813333333333332
House9,2018-07-26 14:00:00,0.32674000000000003,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0004783333333333338,0.0024116666666666683,0.000155,0.0009849999999999991,0.04408000000000015,0.1684833333333333
House9,2018-07-26 15:00:00,0.33468000000000003,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.00057,0.0021733333333333327,0.0001683333333333333,0.0007933333333333336,0.10337833333333334,0.10853666666666667
House9,2018-07-26 16:00:00,0.4601833333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005983333333333336,0.0020650000000000004,0.00013333333333333334,0.0004300000000000002,0.19976833333333333,0.12038166666666662
House9,2018-07-26 17:00:00,0.5234616666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.000591666666666667,0.002245,0.0002233333333333333,0.0005933333333333335,0.195325,0.060771666666666675
House9,2018-07-26 18:00:00,0.5214983333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005933333333333335,0.0022566666666666646,0.00027166666666666664,0.0006300000000000004,0.15728000000000006,0.02014166666666667
House9,2018-07-26 19:00:00,0.5447333333333331,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006000000000000003,0.0018266666666666661,0.00011666666666666668,0.0003633333333333334,0.15580499999999994,0.08163833333333333
House9,2018-07-26 20:00:00,0.5416833333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005766666666666668,0.0017049999999999995,0.00010499999999999991,0.0004216666666666665,0.14958499999999994,0.09166333333333336
House9,2018-07-26 21:00:00,0.4406966666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005683333333333336,0.0022383333333333326,0.00016999999999999999,0.000703333333333333,0.15486333333333333,0.116325
House9,2018-07-26 22:00:00,0.9216933333333334,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005000000000000003,0.4109883333333334,0.0003983333333333333,0.0005933333333333334,0.17568833333333336,0.06727999999999996
House9,2018-07-26 23:00:00,1.595475,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.00020000000000000004,0.003198333333333331,1.1107383333333338,0.0002566666666666667,0.15455833333333338,0.17160666666666666
House9,2018-07-27 00:00:00,2.2122466666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.00022,0.8776466666666666,0.942593333333333,0.0005783333333333335,0.15010666666666667,0.07824500000000002
House9,2018-07-27 01:00:00,0.9987916666666669,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.00042666666666666667,0.0031550000000000037,0.783425,0.000493333333333333,0.11112166666666666,0.008471666666666674
House9,2018-07-27 02:00:00,0.4643183333333332,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005750000000000001,0.0029250000000000014,0.3136566666666667,0.0012283333333333337,0.00019333333333333344,0.004303333333333332
House9,2018-07-27 03:00:00,0.5576383333333335,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.000735,0.0031816666666666647,0.30528166666666684,0.0007833333333333338,0.1723850000000001,0.004259999999999997
House9,2018-07-27 04:00:00,0.4725616666666664,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006699999999999997,0.0030316666666666647,0.2337799999999999,0.0008916666666666664,0.15469666666666668,0.004294999999999996
House9,2018-07-27 05:00:00,0.49297,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006516666666666665,0.003113333333333334,0.2561716666666666,0.0009249999999999992,0.15102500000000005,0.004294999999999999
House9,2018-07-27 06:00:00,0.4990900000000001,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006033333333333338,0.003183333333333334,0.28771,0.0010199999999999994,0.10857833333333328,0.004309999999999997
House9,2018-07-27 07:00:00,0.5859016666666665,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.000605,0.0030533333333333324,0.2984100000000002,0.000926666666666666,0.12453666666666667,0.04521833333333332
House9,2018-07-27 08:00:00,0.7649449999999999,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0004883333333333335,0.0028233333333333326,0.3535916666666667,0.0004766666666666664,0.14624499999999996,0.1249966666666667
House9,2018-07-27 09:00:00,0.4190516666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005683333333333335,0.002468333333333333,0.1749416666666663,0.0009733333333333338,0.062376666666666775,0.004731666666666671
House9,2018-07-27 10:00:00,0.33016333333333325,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008583333333333338,0.002106666666666668,0.00020333333333333344,0.0008550000000000003,0.13793333333333332,0.004811666666666668
House9,2018-07-27 11:00:00,0.2892333333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005616666666666668,0.002135000000000001,0.00021000000000000004,0.0009749999999999996,0.08078499999999987,0.0048649999999999995
House9,2018-07-27 12:00:00,0.2739733333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005833333333333335,0.0021333333333333347,0.00021333333333333333,0.000971666666666667,0.09218666666666668,0.004841666666666666
House9,2018-07-27 13:00:00,0.3053783333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007266666666666663,0.0023300000000000013,0.0002966666666666666,0.0008966666666666668,0.19377666666666665,0.010353333333333329
House9,2018-07-27 14:00:00,0.26444333333333336,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006699999999999999,0.002305,0.0002999999999999999,0.0010383333333333334,0.11286500000000005,0.022816666666666662
House9,2018-07-27 15:00:00,0.2891366666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006683333333333338,0.0024083333333333326,0.0003233333333333333,0.0009049999999999997,0.1710716666666667,0.014226666666666662
House9,2018-07-27 16:00:00,0.28448333333333337,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006616666666666662,0.0025533333333333324,0.00036833333333333363,0.0010299999999999994,0.15911500000000006,0.022871666666666658
House9,2018-07-27 17:00:00,0.2501033333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007033333333333329,0.0025883333333333327,0.00038500000000000025,0.0010399999999999997,0.162275,0.013953333333333337
House9,2018-07-27 18:00:00,0.2167983333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007316666666666662,0.0029033333333333346,0.00043000000000000037,0.0012166666666666678,0.15950499999999995,0.004945000000000001
House9,2018-07-27 19:00:00,0.49928999999999996,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.000651666666666667,0.002376666666666668,0.00030666666666666635,0.0007400000000000003,0.15745999999999996,0.04303833333333335
House9,2018-07-27 20:00:00,0.5766016666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006000000000000003,0.0024899999999999987,0.0003616666666666669,0.0008150000000000001,0.1570866666666667,0.012881666666666652
House9,2018-07-27 21:00:00,1.17212,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.42330333333333336,0.27669833333333343,0.0004166666666666661,0.001383333333333334,0.15386166666666665,0.056741666666666676
House9,2018-07-27 22:00:00,0.8485650000000001,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.6799500000000008,0.0022166666666666654,0.0003733333333333335,0.0021133333333333325,0.15670833333333342,0.007203333333333326
House9,2018-07-27 23:00:00,0.3744116666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.005226666666666667,0.002864999999999998,0.1815483333333333,0.0011866666666666664,0.15513333333333335,0.005700000000000002
House9,2018-07-28 00:00:00,2.431958333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,1.8232633333333328,0.11478833333333326,0.28158999999999984,0.0030000000000000005,0.1666416666666667,0.04267499999999999
House9,2018-07-28 01:00:00,1.2521283333333335,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.3955483333333325,0.002695000000000001,0.5724583333333334,0.000986666666666668,0.15315166666666666,0.03785333333333332
House9,2018-07-28 02:00:00,1.3865583333333331,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.00042333333333333367,0.004015,1.1914950000000004,0.000375,0.06742333333333347,0.024966666666666654
House9,2018-07-28 03:00:00,1.285036666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.00040500000000000014,0.003981666666666667,1.1260700000000001,0.0006449999999999997,0.00016999999999999996,0.025176666666666663
House9,2018-07-28 04:00:00,0.40325166666666656,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007299999999999995,0.0023716666666666647,0.08366833333333354,0.0008050000000000003,0.16323833333333332,0.009883333333333341
House9,2018-07-28 05:00:00,0.3339399999999999,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007099999999999995,0.002263333333333332,0.00025333333333333344,0.0008583333333333335,0.1559433333333333,0.004716666666666668
House9,2018-07-28 06:00:00,0.3365966666666668,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007216666666666661,0.002368333333333333,0.0002650000000000001,0.0008716666666666665,0.15377833333333332,0.004688333333333336
House9,2018-07-28 07:00:00,0.2576316666666665,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006266666666666671,0.0022649999999999984,0.0002883333333333334,0.001258333333333333,0.029849999999999988,0.0046199999999999965
House9,2018-07-28 08:00:00,1.1183233333333331,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.00048333333333333377,0.003203333333333335,0.8405833333333335,0.000483333333333333,0.10290166666666667,0.004444999999999997
House9,2018-07-28 09:00:00,0.3492516666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.000688333333333333,0.0022016666666666647,0.01847833333333331,0.0007666666666666668,0.15441666666666667,0.0046666666666666645
House9,2018-07-28 10:00:00,0.23249,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005833333333333338,0.0022016666666666647,0.00025166666666666675,0.0011833333333333335,0.017398333333333325,0.004598333333333331
House9,2018-07-28 11:00:00,0.336725,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006366666666666673,0.0021933333333333314,0.00022166666666666675,0.0007583333333333332,0.17823833333333336,0.05144833333333332
House9,2018-07-28 12:00:00,0.3139416666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005816666666666671,0.0020683333333333326,0.000225,0.0007333333333333338,0.14937000000000006,0.06089500000000001
House9,2018-07-28 13:00:00,0.28045000000000003,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007133333333333338,0.0022283333333333326,0.0002983333333333334,0.0008716666666666662,0.2091466666666668,0.05180166666666665
House9,2018-07-28 14:00:00,0.20252166666666668,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.000611666666666667,0.0022183333333333304,0.0003033333333333334,0.0009366666666666668,0.142925,0.03681833333333336
House9,2018-07-28 15:00:00,0.14372333333333334,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005966666666666668,0.0023366666666666644,0.0003716666666666668,0.0012650000000000005,0.051561666666666776,0.019855
House9,2018-07-28 16:00:00,0.3907483333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.00061,0.002356666666666667,0.0002033333333333334,0.000791666666666666,0.14794166666666667,0.16573833333333338
House9,2018-07-28 17:00:00,0.3729966666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008000000000000004,0.0023433333333333323,0.0002783333333333333,0.0007683333333333338,0.2781849999999999,0.06337499999999999
House9,2018-07-28 18:00:00,0.4472583333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006033333333333338,0.0021300000000000012,0.00016499999999999992,0.0005200000000000004,0.15489833333333328,0.15443333333333334
House9,2018-07-28 19:00:00,0.4433766666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006000000000000003,0.002281666666666668,0.00016999999999999999,0.0005583333333333335,0.15033333333333332,0.17269999999999994
House9,2018-07-28 20:00:00,0.3815483333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006183333333333334,0.002361666666666666,0.0002349999999999999,0.0007399999999999996,0.15528333333333333,0.12337833333333335
House9,2018-07-28 21:00:00,0.3488716666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006416666666666669,0.0023299999999999987,0.00025666666666666665,0.0007999999999999999,0.1517583333333333,0.0986183333333334
House9,2018-07-28 22:00:00,1.28027,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.00044,0.899863333333333,0.0006083333333333332,0.00041500000000000006,0.17405499999999996,0.1405283333333334
House9,2018-07-28 23:00:00,0.91173,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0004499999999999998,0.0025383333333333343,0.4320333333333331,0.0004866666666666668,0.1485433333333333,0.18256333333333333
House9,2018-07-29 00:00:00,1.6999366666666669,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.00026666666666666684,1.0774966666666663,0.25552833333333325,0.0003649999999999996,0.147535,0.10664999999999997
House9,2018-07-29 01:00:00,1.5973966666666664,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.00020666666666666682,1.3198516666666669,0.000708333333333334,0.0003133333333333333,0.07419500000000022,0.09233666666666668
House9,2018-07-29 02:00:00,1.469741666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.000365,1.29079,0.0005716666666666669,0.000425,0.09447333333333338,0.05390833333333333
House9,2018-07-29 03:00:00,1.5543,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0004116666666666669,1.2668633333333332,0.0006116666666666669,0.00017,0.15740666666666664,0.12883666666666668
House9,2018-07-29 04:00:00,0.4153733333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007366666666666668,0.2475433333333333,0.0004583333333333337,0.0010716666666666665,0.15054333333333336,0.015020000000000025
House9,2018-07-29 05:00:00,0.4321466666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007350000000000003,0.28141166666666656,0.00040333333333333367,0.0011133333333333338,0.14771666666666666,0.0007666666666666669
House9,2018-07-29 06:00:00,0.32308999999999993,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006716666666666665,0.2827566666666668,0.0004500000000000002,0.0015166666666666664,0.02800666666666668,0.0006383333333333337
House9,2018-07-29 07:00:00,0.443745,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007366666666666669,0.2840600000000001,0.0004033333333333335,0.0011283333333333336,0.15676500000000002,0.000651666666666667
House9,2018-07-29 08:00:00,0.4277416666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007300000000000001,0.2972066666666666,0.0004133333333333336,0.0012333333333333324,0.1254133333333334,0.0005866666666666671
House9,2018-07-29 09:00:00,0.28596666666666665,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006000000000000001,0.2598216666666667,0.00041500000000000033,0.0015399999999999993,0.012803333333333331,0.0004966666666666668
House9,2018-07-29 10:00:00,0.4314083333333335,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006216666666666664,0.27525166666666656,0.0003533333333333334,0.001106666666666667,0.15341333333333335,0.0006616666666666671
House9,2018-07-29 11:00:00,0.22304000000000004,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005933333333333334,0.1386983333333337,0.0003983333333333337,0.0014399999999999994,0.07560833333333332,0.0006133333333333336
House9,2018-07-29 12:00:00,0.08613333333333331,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006266666666666671,0.002749999999999998,0.0004016666666666668,0.0015316666666666658,0.07487833333333323,0.0006333333333333338
House9,2018-07-29 13:00:00,0.16105833333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006066666666666669,0.0024850000000000002,0.00032666666666666635,0.0012899999999999995,0.07313833333333332,0.037935
House9,2018-07-29 14:00:00,0.29420166666666664,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006400000000000005,0.0025033333333333327,0.00025166666666666697,0.0009100000000000008,0.16729666666666662,0.10556499999999998
House9,2018-07-29 15:00:00,0.20023,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.000591666666666667,0.0024600000000000017,0.0002833333333333334,0.0011466666666666665,0.08111999999999997,0.061485000000000026
House9,2018-07-29 16:00:00,0.21200500000000005,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005983333333333336,0.0024016666666666674,0.0002966666666666667,0.0010150000000000007,0.14084666666666665,0.04286666666666667
House9,2018-07-29 17:00:00,0.269855,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006116666666666669,0.0026583333333333307,0.000278333333333333,0.0010350000000000008,0.13578833333333332,0.11123500000000004
House9,2018-07-29 18:00:00,0.32584,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006000000000000003,0.0025233333333333345,0.0002233333333333333,0.0008400000000000001,0.14543333333333333,0.1285116666666666
House9,2018-07-29 19:00:00,0.2771683333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0005966666666666669,0.002271666666666666,0.0002633333333333333,0.0010316666666666664,0.08563666666666664,0.06757499999999997
House9,2018-07-29 20:00:00,0.26157833333333336,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006133333333333338,0.002343333333333332,0.0002966666666666668,0.0009850000000000004,0.14653500000000005,0.05482500000000001
