House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_LR_kW,AC_BR_kW,AC_kW,AC_kW.1,Kitchen_kW,WP_kW
House9,2018-10-26 00:00:00,0.4246233333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006333333333333336,0.00252,0.00030000000000000014,0.002776666666666668,0.04967333333333341,0.26625166666666666
House9,2018-10-26 01:00:00,0.2886066666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007566666666666671,0.00251,0.0001666666666666667,0.002785000000000001,0.0929733333333334,0.1103783333333333
House9,2018-10-26 02:00:00,0.2125716666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007916666666666673,0.002626666666666666,9.66666666666667e-05,0.0025950000000000023,0.05482833333333339,0.07438499999999999
House9,2018-10-26 03:00:00,0.17397833333333335,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008616666666666664,0.0025566666666666693,7.499999999999998e-05,0.002676666666666669,0.08872166666666673,0.016598333333333316
House9,2018-10-26 04:00:00,0.2296983333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008483333333333341,0.002558333333333335,8.833333333333336e-05,0.0027316666666666713,0.11629166666666665,0.03372666666666668
House9,2018-10-26 05:00:00,0.16815666666666665,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007916666666666675,0.002491666666666667,6.833333333333329e-05,0.002508333333333333,0.05404000000000007,0.018933333333333347
House9,2018-10-26 06:00:00,0.16437833333333332,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008499999999999995,0.00236,6.166666666666663e-05,0.0025033333333333305,0.0936933333333334,0.008050000000000009
House9,2018-10-26 07:00:00,0.12396666666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008100000000000003,0.002293333333333331,6.333333333333329e-05,0.002288333333333334,0.04642833333333337,0.0050250000000000026
House9,2018-10-26 08:00:00,0.15233666666666665,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.000788333333333333,0.002186666666666666,5.666666666666664e-05,0.002286666666666668,0.07806833333333338,0.005211666666666672
House9,2018-10-26 09:00:00,0.19815666666666668,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007966666666666671,0.002070000000000001,0.00010000000000000003,0.0024199999999999994,0.0503016666666667,0.005284999999999997
House9,2018-10-26 10:00:00,0.2942983333333334,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0009799999999999993,0.002131666666666666,0.00010166666666666672,0.0026400000000000013,0.2012,0.017228333333333342
House9,2018-10-26 11:00:00,0.2367266666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008049999999999997,0.002070000000000001,0.00010666666666666672,0.0025783333333333327,0.09837000000000004,0.005351666666666671
House9,2018-10-26 12:00:00,0.20117666666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008033333333333335,0.0020716666666666674,0.0001033333333333334,0.002475,0.05268500000000002,0.005161666666666663
House9,2018-10-26 13:00:00,0.20201,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008050000000000005,0.0022699999999999986,9.833333333333336e-05,0.0026650000000000003,0.0518683333333334,0.005138333333333332
House9,2018-10-26 14:00:00,0.22250666666666652,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008149999999999992,0.0021799999999999988,0.00012333333333333326,0.002716666666666667,0.08511666666666673,0.0052633333333333395
House9,2018-10-26 15:00:00,0.23009000000000002,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007750000000000007,0.002123333333333332,0.0001283333333333333,0.0026400000000000013,0.049458333333333375,0.029226666666666668
House9,2018-10-26 16:00:00,0.17439833333333332,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007683333333333332,0.0025083333333333338,5.333333333333333e-05,0.002455,0.05549500000000007,0.02678999999999995
House9,2018-10-26 17:00:00,0.3288616666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.000873333333333334,0.002495000000000002,0.0001300000000000001,0.002944999999999998,0.15443333333333334,0.08484500000000003
House9,2018-10-26 18:00:00,0.2186116666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.000828333333333334,0.0025916666666666675,0.00010000000000000009,0.0027700000000000016,0.10147666666666663,0.030784999999999955
House9,2018-10-26 19:00:00,0.19067666666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008499999999999995,0.0026449999999999967,7.499999999999998e-05,0.002750000000000001,0.12154499999999994,0.014953333333333341
House9,2018-10-26 20:00:00,0.287555,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008249999999999996,0.002401666666666668,0.0001850000000000001,0.0029500000000000012,0.09681833333333342,0.05175166666666668
House9,2018-10-26 21:00:00,0.32860833333333345,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007533333333333335,0.0027566666666666646,0.000195,0.0029433333333333325,0.05498166666666671,0.13106666666666664
House9,2018-10-26 22:00:00,0.39843666666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007266666666666668,0.002348333333333333,0.0002149999999999999,0.002985000000000001,0.07533833333333326,0.14243000000000006
House9,2018-10-26 23:00:00,0.39975666666666665,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007800000000000001,0.002285,0.00019833333333333318,0.0031166666666666665,0.12390833333333333,0.10203333333333336
House9,2018-10-27 00:00:00,0.44680833333333336,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006516666666666668,0.0027133333333333345,0.000205,0.0030633333333333346,0.05002333333333338,0.2136416666666667
House9,2018-10-27 01:00:00,0.5005283333333335,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006483333333333334,0.002615000000000001,0.0002533333333333334,0.0031533333333333344,0.06293333333333337,0.2348500000000001
House9,2018-10-27 02:00:00,0.3811466666666665,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007733333333333338,0.002416666666666665,0.00017,0.0030966666666666625,0.09728000000000003,0.09446666666666667
House9,2018-10-27 03:00:00,0.22276833333333326,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008283333333333335,0.002501666666666668,0.00010333333333333336,0.002616666666666669,0.0505016666666667,0.03820500000000003
House9,2018-10-27 04:00:00,0.4086683333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007500000000000001,0.002548333333333332,0.0002233333333333335,0.002998333333333332,0.07599666666666675,0.16099666666666668
House9,2018-10-27 05:00:00,0.3201900000000001,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007933333333333332,0.0025116666666666664,0.00013833333333333343,0.002918333333333334,0.11553666666666665,0.07791499999999994
House9,2018-10-27 06:00:00,0.28279000000000004,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007583333333333331,0.002628333333333331,0.00012500000000000008,0.0027533333333333325,0.0727266666666667,0.11620500000000004
House9,2018-10-27 07:00:00,0.34628499999999984,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007366666666666668,0.002413333333333335,0.0001766666666666667,0.0028649999999999978,0.07908333333333332,0.13125500000000004
House9,2018-10-27 08:00:00,0.25277999999999995,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007749999999999999,0.002314999999999999,0.00012000000000000007,0.0024900000000000018,0.09136000000000004,0.06968500000000002
House9,2018-10-27 09:00:00,0.18358333333333327,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007499999999999999,0.0020349999999999986,8e-05,0.0022083333333333343,0.04633000000000002,0.005336666666666668
House9,2018-10-27 10:00:00,0.3022650000000001,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0009066666666666668,0.0020783333333333326,0.00016333333333333334,0.0028066666666666656,0.14290000000000005,0.008130000000000005
House9,2018-10-27 11:00:00,0.22834500000000005,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007816666666666668,0.0022483333333333322,9.333333333333336e-05,0.002601666666666668,0.0537266666666667,0.005413333333333335
House9,2018-10-27 12:00:00,0.2303966666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008116666666666666,0.002198333333333331,9.666666666666672e-05,0.002671666666666669,0.08955166666666667,0.005473333333333334
House9,2018-10-27 13:00:00,0.20954333333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008250000000000009,0.002136666666666668,0.00011500000000000007,0.0026116666666666693,0.049290000000000084,0.005380000000000002
House9,2018-10-27 14:00:00,0.2471466666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008649999999999996,0.0020883333333333327,0.0001150000000000001,0.0027416666666666683,0.0966983333333334,0.0053383333333333356
House9,2018-10-27 15:00:00,0.2298966666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007416666666666662,0.002293333333333333,9.500000000000003e-05,0.002756666666666668,0.04800833333333338,0.005298333333333333
House9,2018-10-27 16:00:00,0.16003,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007433333333333329,0.002488333333333334,3.8333333333333334e-05,0.002571666666666667,0.062380000000000074,0.005156666666666669
House9,2018-10-27 17:00:00,0.3855350000000001,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008533333333333334,0.0024466666666666677,0.00016166666666666654,0.0028950000000000017,0.15634333333333336,0.09855666666666664
House9,2018-10-27 18:00:00,0.182695,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007766666666666668,0.0028816666666666665,2.5000000000000008e-05,0.0025549999999999987,0.06428166666666671,0.02346500000000001
House9,2018-10-27 19:00:00,0.29786,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.000823333333333334,0.00297,2.666666666666668e-05,0.002943333333333334,0.1666583333333333,0.036695000000000005
House9,2018-10-27 20:00:00,0.3666216666666668,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008616666666666664,0.0024699999999999987,0.00012833333333333333,0.0034416666666666645,0.15037166666666665,0.028753333333333325
House9,2018-10-27 21:00:00,0.4479916666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006150000000000003,0.0027449999999999983,0.00017166666666666643,0.0029899999999999983,0.09870666666666664,0.23738666666666675
House9,2018-10-27 22:00:00,0.2936950000000001,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006283333333333334,0.002781666666666665,8.666666666666665e-05,0.002625000000000001,0.05826833333333339,0.144535
House9,2018-10-27 23:00:00,0.21967166666666668,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007316666666666666,0.0027483333333333327,5.666666666666664e-05,0.002443333333333335,0.08308000000000006,0.08843999999999999
House9,2018-10-28 00:00:00,0.11372999999999996,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008016666666666673,0.0027866666666666647,1.6666666666666669e-06,0.002200000000000002,0.04973333333333338,0.024128333333333345
House9,2018-10-28 01:00:00,0.2073,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0009066666666666674,0.0027249999999999987,2.5000000000000005e-05,0.00239,0.12603500000000006,0.04099333333333333
House9,2018-10-28 02:00:00,0.3654983333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008166666666666661,0.0023400000000000014,0.00017333333333333325,0.0029483333333333328,0.14869499999999994,0.1140183333333334
House9,2018-10-28 03:00:00,0.2683516666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008383333333333334,0.002353333333333332,0.00013166666666666652,0.002746666666666666,0.11684999999999995,0.06478666666666667
House9,2018-10-28 04:00:00,0.3858016666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007949999999999997,0.002425000000000002,0.0001883333333333333,0.003001666666666666,0.12093000000000005,0.14620333333333332
House9,2018-10-28 05:00:00,0.2633316666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007450000000000003,0.0025316666666666664,0.00010499999999999994,0.0026249999999999976,0.0819733333333333,0.07982666666666667
House9,2018-10-28 06:00:00,0.29158166666666663,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008333333333333327,0.0025666666666666685,8.16666666666667e-05,0.002621666666666667,0.11976666666666662,0.08712999999999994
House9,2018-10-28 07:00:00,0.1694966666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008066666666666659,0.0024916666666666685,2.8333333333333342e-05,0.002433333333333332,0.0843733333333334,0.005671666666666669
House9,2018-10-28 08:00:00,0.152095,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007916666666666669,0.002475000000000001,1.6666666666666667e-05,0.0023416666666666672,0.05842333333333336,0.005178333333333334
House9,2018-10-28 09:00:00,0.17303500000000005,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008150000000000003,0.00238,4.999999999999998e-05,0.0023916666666666656,0.06600166666666675,0.005001666666666667
House9,2018-10-28 10:00:00,0.2413266666666665,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008533333333333327,0.0021699999999999988,0.00010000000000000003,0.002548333333333333,0.07997166666666662,0.004978333333333336
House9,2018-10-28 11:00:00,0.2243866666666668,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008333333333333338,0.0020650000000000013,0.00011666666666666672,0.0024483333333333306,0.0494716666666667,0.005041666666666668
House9,2018-10-28 12:00:00,0.18344000000000002,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008283333333333342,0.0020916666666666657,7.999999999999999e-05,0.0023283333333333324,0.0470233333333334,0.0051049999999999976
House9,2018-10-28 13:00:00,0.21066833333333326,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008633333333333334,0.0020416666666666678,0.000105,0.002484999999999999,0.0824900000000001,0.0051049999999999976
House9,2018-10-28 14:00:00,0.2526683333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007850000000000004,0.0022916666666666684,0.00011166666666666675,0.0026099999999999995,0.07985666666666666,0.048344999999999985
House9,2018-10-28 15:00:00,0.4389516666666668,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007516666666666668,0.002059999999999999,0.00014833333333333316,0.0029150000000000005,0.121475,0.031305
House9,2018-10-28 16:00:00,0.4222916666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.000803333333333334,0.002306666666666666,0.00010000000000000003,0.002700000000000001,0.16541166666666668,0.042881666666666686
House9,2018-10-28 17:00:00,0.5596700000000002,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0006383333333333337,0.0020616666666666648,0.00016333333333333334,0.0030066666666666657,0.13632833333333333,0.061614999999999996
House9,2018-10-28 18:00:00,0.3651433333333332,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007283333333333331,0.0022250000000000013,0.00011500000000000004,0.00292,0.11152499999999996,0.028754999999999968
House9,2018-10-28 19:00:00,0.24309166666666665,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007333333333333339,0.002568333333333332,6.500000000000001e-05,0.0024950000000000003,0.07472499999999996,0.05116333333333339
House9,2018-10-28 20:00:00,0.2957483333333332,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.000901666666666667,0.002543333333333334,7.333333333333329e-05,0.002746666666666665,0.18740000000000007,0.04276166666666669
House9,2018-10-28 21:00:00,0.26005333333333336,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007450000000000001,0.002618333333333332,3.5000000000000004e-05,0.0026283333333333328,0.09345833333333327,0.01619166666666667
House9,2018-10-28 22:00:00,0.1956566666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007449999999999997,0.002518333333333335,5.333333333333329e-05,0.002506666666666665,0.0666333333333334,0.01884666666666666
House9,2018-10-28 23:00:00,0.26561999999999997,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007533333333333331,0.002093333333333335,0.00011166666666666672,0.0026683333333333355,0.06393666666666678,0.011864999999999976
House9,2018-10-29 00:00:00,0.2948166666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007850000000000003,0.0021750000000000007,0.00010000000000000003,0.0028466666666666666,0.10353833333333336,0.004675
House9,2018-10-29 01:00:00,0.2595116666666666,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008216666666666674,0.002244999999999998,0.00010000000000000003,0.0028016666666666663,0.07265499999999993,0.013058333333333332
House9,2018-10-29 02:00:00,0.29355666666666663,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008133333333333341,0.0022666666666666647,0.00015666666666666666,0.0027600000000000016,0.05668333333333338,0.05985333333333333
House9,2018-10-29 03:00:00,0.280295,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008316666666666676,0.002251666666666665,0.0001466666666666666,0.002783333333333333,0.07283999999999989,0.04302833333333335
House9,2018-10-29 04:00:00,0.20286666666666664,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008483333333333334,0.002386666666666667,6.999999999999998e-05,0.0026266666666666678,0.07197166666666678,0.004254999999999999
House9,2018-10-29 05:00:00,0.15222333333333332,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008483333333333327,0.002538333333333336,3.5000000000000004e-05,0.0024116666666666644,0.07483666666666666,0.0044183333333333305
House9,2018-10-29 06:00:00,0.13287833333333338,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008399999999999997,0.0024333333333333342,3.000000000000001e-05,0.002298333333333334,0.05318333333333336,0.004636666666666665
House9,2018-10-29 07:00:00,0.12444833333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008816666666666672,0.0022916666666666645,5.4999999999999975e-05,0.0022150000000000004,0.050791666666666735,0.0047066666666666646
House9,2018-10-29 08:00:00,0.12182999999999998,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008683333333333338,0.002215,7.833333333333333e-05,0.002155000000000001,0.04897500000000009,0.004996666666666668
House9,2018-10-29 09:00:00,0.13768666666666665,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0009416666666666664,0.002323333333333332,9.16666666666667e-05,0.0023100000000000013,0.07081166666666673,0.004965
House9,2018-10-29 10:00:00,0.2109883333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008633333333333326,0.0027316666666666674,6.999999999999995e-05,0.0023766666666666663,0.08815500000000008,0.09401333333333332
House9,2018-10-29 11:00:00,0.2979500000000001,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008783333333333326,0.002530000000000002,0.00011500000000000017,0.0025116666666666677,0.07686999999999998,0.102365
House9,2018-10-29 12:00:00,0.12577000000000002,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008500000000000004,0.002461666666666668,5.166666666666664e-05,0.002356666666666665,0.04926000000000004,0.00521833333333333
House9,2018-10-29 13:00:00,0.12920333333333334,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008533333333333344,0.0025683333333333344,4.1666666666666665e-05,0.0023849999999999987,0.051943333333333404,0.005161666666666665
House9,2018-10-29 14:00:00,0.12588833333333332,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008083333333333335,0.002379999999999999,4.666666666666665e-05,0.002275,0.053928333333333384,0.005178333333333332
House9,2018-10-29 15:00:00,0.1311616666666667,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0007949999999999997,0.0022983333333333315,3.166666666666668e-05,0.0022350000000000013,0.06917333333333338,0.005231666666666668
House9,2018-10-29 16:00:00,0.15422000000000005,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008033333333333328,0.002284999999999998,5.333333333333336e-05,0.002366666666666667,0.07481666666666666,0.021715
House9,2018-10-29 17:00:00,0.2445883333333333,2722.51,2,2013,15.0,No,7,4.0,1.0,1.0,1.0,3 phase,3,3,0,0,3,0,5,1,1,3,9,1,0,1,30,1,0.0008066666666666666,0.0022333333333333333,0.00013333333333333334,0.00235,0.07418333333333332,0.08361166666666664
