House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_kW,Refrigerator_kW,UPS_kW
House8,2018-08-19 12:00:00,0.5369466666666665,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.000865,0.5361983333333333,0.0015983333333333331
House8,2018-08-19 13:00:00,0.4966183333333333,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007083333333333332,0.4959933333333334,0.0015483333333333323
House8,2018-08-19 14:00:00,0.6815599999999998,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0010583333333333324,0.682395,0.001913333333333334
House8,2018-08-19 15:00:00,1.0448833333333336,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0017583333333333342,1.0484416666666667,0.0027533333333333355
House8,2018-08-19 16:00:00,0.4575416666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007950000000000008,0.4564933333333334,0.0013616666666666664
House8,2018-08-19 17:00:00,0.3041933333333333,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007366666666666664,0.30177000000000004,0.0007066666666666664
House8,2018-08-19 18:00:00,0.4199416666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007833333333333335,0.4192083333333333,0.0011283333333333336
House8,2018-08-19 19:00:00,0.6456333333333336,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0011883333333333336,0.6457516666666666,0.0017150000000000002
House8,2018-08-19 20:00:00,0.5092899999999999,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0009516666666666668,0.5086366666666666,0.0014416666666666664
House8,2018-08-19 21:00:00,0.5285433333333333,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0008616666666666666,0.5278966666666667,0.0016516666666666654
House8,2018-08-19 22:00:00,0.8738849999999999,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0014216666666666676,0.8760983333333331,0.002643333333333332
House8,2018-08-19 23:00:00,0.5989650000000002,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0009600000000000003,0.5989516666666667,0.0018266666666666663
House8,2018-08-20 00:00:00,0.3629033333333335,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0006300000000000001,0.361045,0.001045
House8,2018-08-20 01:00:00,0.3918766666666668,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0006583333333333335,0.3899833333333334,0.0011700000000000007
House8,2018-08-20 02:00:00,0.5392349999999999,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.000856666666666667,0.5377116666666666,0.0016966666666666653
House8,2018-08-20 03:00:00,0.5272133333333333,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0008000000000000004,0.5254733333333333,0.0016649999999999998
House8,2018-08-20 04:00:00,0.38010333333333335,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0005716666666666668,0.37740833333333335,0.0012450000000000009
House8,2018-08-20 05:00:00,0.3676733333333333,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0005100000000000003,0.365015,0.0012000000000000005
House8,2018-08-20 06:00:00,0.5223183333333333,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007266666666666666,0.5211083333333334,0.0016649999999999998
House8,2018-08-20 07:00:00,0.3928883333333334,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.000606666666666667,0.3904416666666667,0.0013033333333333345
House8,2018-08-20 08:00:00,0.3478816666666668,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0005516666666666669,0.345075,0.0011799999999999998
House8,2018-08-20 09:00:00,0.3452716666666667,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0005516666666666669,0.34249166666666675,0.0011583333333333337
House8,2018-08-20 10:00:00,0.7327883333333333,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0011666666666666668,0.7331316666666667,0.0021466666666666648
House8,2018-08-20 11:00:00,0.40559666666666655,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007599999999999999,0.40344666666666656,0.0012699999999999999
House8,2018-08-20 12:00:00,0.4952616666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0008500000000000001,0.4942616666666666,0.0015516666666666665
House8,2018-08-20 13:00:00,0.8259966666666665,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.001431666666666666,0.8275066666666668,0.002375
House8,2018-08-20 14:00:00,0.921625,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.001638333333333334,0.923975,0.0027049999999999995
House8,2018-08-20 15:00:00,0.8594433333333329,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0015083333333333329,0.8614583333333333,0.0026100000000000003
House8,2018-08-20 16:00:00,0.9521349999999998,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0016100000000000008,0.9547949999999996,0.002913333333333335
House8,2018-08-20 17:00:00,0.85288,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.001439999999999999,0.8546483333333335,0.002679999999999997
House8,2018-08-20 18:00:00,0.8097350000000001,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0013916666666666658,0.8110416666666665,0.002551666666666666
House8,2018-08-20 19:00:00,0.8705516666666667,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0015116666666666672,0.8725133333333334,0.002698333333333331
House8,2018-08-20 20:00:00,0.8234549999999998,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0014249999999999998,0.8251033333333334,0.0024383333333333358
House8,2018-08-20 21:00:00,0.8597599999999999,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0014983333333333333,0.8617433333333333,0.0025416666666666678
House8,2018-08-20 22:00:00,0.9181083333333336,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.001606666666666666,0.9206533333333332,0.0027033333333333323
House8,2018-08-20 23:00:00,0.9193716666666668,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0015800000000000002,0.9217783333333328,0.002801666666666666
House8,2018-08-21 00:00:00,0.7675316666666665,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0013116666666666665,0.7686283333333336,0.002456666666666669
House8,2018-08-21 01:00:00,0.8044700000000002,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0014033333333333324,0.8057266666666666,0.0025866666666666672
House8,2018-08-21 02:00:00,0.5158566666666667,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0008583333333333344,0.5143666666666666,0.0017116666666666654
House8,2018-08-21 03:00:00,0.46644,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007316666666666662,0.4646133333333334,0.0015683333333333328
House8,2018-08-21 04:00:00,0.4230566666666665,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.000651666666666667,0.4209550000000001,0.001428333333333333
House8,2018-08-21 05:00:00,0.3940866666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0005833333333333336,0.3914900000000001,0.0013266666666666663
House8,2018-08-21 06:00:00,0.39960500000000004,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0006933333333333335,0.39693,0.0012600000000000005
House8,2018-08-21 07:00:00,0.4102266666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0006633333333333336,0.40751,0.0013633333333333325
House8,2018-08-21 08:00:00,0.4572116666666667,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007299999999999994,0.4548750000000001,0.0016083333333333336
House8,2018-08-21 09:00:00,0.46310500000000004,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007166666666666662,0.4609066666666666,0.0015949999999999998
House8,2018-08-21 10:00:00,0.50517,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0008333333333333332,0.5035283333333334,0.001616666666666668
House8,2018-08-21 11:00:00,0.7671133333333333,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0012349999999999991,0.7679250000000001,0.00217
House8,2018-08-21 12:00:00,0.8531466666666668,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.001388333333333333,0.8550916666666666,0.00236
House8,2018-08-21 13:00:00,0.8533783333333332,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0013799999999999993,0.8556133333333338,0.0023583333333333325
House8,2018-08-21 14:00:00,0.7079416666666669,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0010833333333333335,0.7090816666666665,0.0020549999999999995
House8,2018-08-21 15:00:00,0.7577516666666665,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.00117,0.7590549999999997,0.0022983333333333337
House8,2018-08-21 16:00:00,0.6968016666666669,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.001096666666666666,0.69718,0.00217
House8,2018-08-21 17:00:00,0.6590516666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.001051666666666667,0.6588833333333334,0.0020850000000000013
House8,2018-08-21 18:00:00,0.8245100000000001,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0013316666666666663,0.8258283333333332,0.002521666666666668
House8,2018-08-21 19:00:00,0.8815449999999999,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0015649999999999998,0.8835899999999999,0.0024883333333333307
House8,2018-08-21 20:00:00,1.2066933333333336,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.002051666666666668,1.2112116666666668,0.003236666666666667
House8,2018-08-21 21:00:00,0.6191850000000001,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0010233333333333331,0.6192966666666667,0.0018499999999999988
House8,2018-08-21 22:00:00,0.4949850000000001,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0008583333333333336,0.4941616666666666,0.0014216666666666676
House8,2018-08-21 23:00:00,0.70323,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0010849999999999994,0.7041399999999999,0.002109999999999998
House8,2018-08-22 00:00:00,0.7598283333333334,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.00111,0.7612650000000001,0.002269999999999999
House8,2018-08-22 01:00:00,0.8393,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.001271666666666667,0.8411733333333334,0.002543333333333335
House8,2018-08-22 02:00:00,0.8068266666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0011466666666666667,0.8084833333333331,0.0024833333333333326
House8,2018-08-22 03:00:00,0.5461216666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007566666666666673,0.5455666666666665,0.0017250000000000006
House8,2018-08-22 04:00:00,0.4309583333333335,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0005933333333333332,0.42959166666666665,0.0012716666666666662
House8,2018-08-22 05:00:00,0.5810783333333334,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0008466666666666668,0.5806316666666667,0.001669999999999999
House8,2018-08-22 06:00:00,0.5046366666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007316666666666669,0.5033566666666667,0.0014433333333333327
House8,2018-08-22 07:00:00,0.7086566666666665,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.001035,0.7086400000000002,0.002075
House8,2018-08-22 08:00:00,0.5979433333333334,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0008699999999999999,0.5971483333333333,0.0018299999999999987
House8,2018-08-22 09:00:00,0.6642966666666668,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.000993333333333334,0.6641116666666664,0.002053333333333334
House8,2018-08-22 10:00:00,0.6667033333333331,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.000996666666666667,0.6666000000000001,0.0020366666666666675
House8,2018-08-22 11:00:00,0.8061933333333333,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0012400000000000009,0.8072716666666666,0.0025116666666666677
House8,2018-08-22 12:00:00,0.7687183333333334,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0012066666666666669,0.7697266666666668,0.0024400000000000016
House8,2018-08-22 13:00:00,0.6839683333333334,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0010949999999999992,0.6844016666666666,0.0021766666666666653
House8,2018-08-22 14:00:00,0.7020599999999997,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.001111666666666667,0.7025833333333332,0.002261666666666668
House8,2018-08-22 15:00:00,0.8830549999999999,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0014249999999999998,0.8846666666666665,0.00274
House8,2018-08-22 16:00:00,0.8283833333333335,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0013633333333333325,0.8296383333333334,0.0026466666666666657
House8,2018-08-22 17:00:00,0.9133183333333332,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0015116666666666655,0.9154099999999998,0.002826666666666666
House8,2018-08-22 18:00:00,0.8895400000000003,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0014466666666666664,0.8914566666666668,0.0027283333333333326
House8,2018-08-22 19:00:00,0.809575,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0013050000000000002,0.8108166666666666,0.0025583333333333343
House8,2018-08-22 20:00:00,0.9089499999999996,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.001376666666666667,0.9105533333333332,0.0028250000000000016
House8,2018-08-22 21:00:00,0.8094916666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0011616666666666663,0.8107016666666667,0.002536666666666665
House8,2018-08-22 22:00:00,0.7101533333333331,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0010316666666666673,0.7106866666666666,0.00217
House8,2018-08-22 23:00:00,0.9376316666666668,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0013733333333333351,0.9395399999999996,0.0029400000000000003
House8,2018-08-23 00:00:00,0.7465466666666668,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0010749999999999996,0.7473766666666666,0.002321666666666665
House8,2018-08-23 01:00:00,0.4817616666666665,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007083333333333336,0.4807566666666666,0.0014566666666666654
House8,2018-08-23 02:00:00,0.312125,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0005050000000000002,0.3096983333333333,0.000796666666666667
House8,2018-08-23 03:00:00,0.31174,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0004983333333333337,0.30929166666666674,0.0007950000000000004
House8,2018-08-23 04:00:00,0.3068283333333333,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.00047000000000000037,0.30430166666666664,0.0007650000000000001
House8,2018-08-23 05:00:00,0.3057683333333332,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.000486666666666667,0.30318500000000004,0.0007166666666666666
House8,2018-08-23 06:00:00,0.3049083333333334,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0004816666666666669,0.30232,0.00074
House8,2018-08-23 07:00:00,0.3050066666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0004916666666666669,0.302415,0.0007566666666666669
House8,2018-08-23 08:00:00,0.30173999999999995,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0004600000000000003,0.29919,0.0007583333333333332
House8,2018-08-23 09:00:00,0.55162,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007316666666666666,0.5513516666666666,0.001613333333333334
House8,2018-08-23 10:00:00,0.6425449999999999,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0008716666666666666,0.643045,0.001945
House8,2018-08-23 11:00:00,0.6237933333333333,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0008783333333333331,0.62438,0.001886666666666666
House8,2018-08-23 12:00:00,0.6794083333333334,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0010199999999999999,0.6800366666666667,0.002048333333333334
House8,2018-08-23 13:00:00,0.9196916666666668,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.001498333333333334,0.9217733333333332,0.0027566666666666646
House8,2018-08-23 14:00:00,0.7473350000000001,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0011649999999999992,0.748486666666667,0.0023683333333333325
House8,2018-08-23 15:00:00,0.5027699999999999,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007800000000000001,0.5023383333333333,0.001763333333333332
House8,2018-08-23 16:00:00,0.5075866666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007883333333333335,0.5071683333333332,0.0017633333333333316
House8,2018-08-23 17:00:00,0.4860883333333333,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007483333333333334,0.4854699999999997,0.001648333333333332
House8,2018-08-23 18:00:00,0.4992416666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007833333333333336,0.4986283333333332,0.0016949999999999984
House8,2018-08-23 19:00:00,0.4955133333333334,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007900000000000003,0.4948583333333333,0.0016833333333333314
House8,2018-08-23 20:00:00,0.484655,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0007850000000000003,0.4839866666666667,0.0016499999999999991
House8,2018-08-23 21:00:00,0.5671949999999999,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0008866666666666668,0.56699,0.0018250000000000009
House8,2018-08-23 22:00:00,0.6545949999999999,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0010050000000000005,0.6548299999999999,0.0020000000000000013
House8,2018-08-23 23:00:00,0.6717799999999999,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0010333333333333338,0.6721750000000001,0.0020633333333333346
House8,2018-08-24 00:00:00,0.9198916666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0013949999999999993,0.9222983333333332,0.002846666666666666
House8,2018-08-24 01:00:00,0.5499566666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.000863333333333334,0.5492933333333333,0.0017683333333333336
House8,2018-08-24 02:00:00,0.4289916666666668,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.0006700000000000008,0.4274216666666666,0.0014533333333333338
House8,2018-08-24 03:00:00,0.3699816666666666,816.752,2,1990,15.0,No,3,1.0,0.0,1.0,1.0,1 phase,5,4,1,0,5,0,1,1,1,13,3,1,0,1,12,1,0.000586666666666667,0.3677116666666667,0.0012000000000000005
