House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_LR_kW,AC_DR_kW,AC_BR_kW,UPS_kW,WD_kW,Refrigerator_kW
House31,2018-08-07 07:00:00,1.997685,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.001425,0.41931499999999994,0.007426666666666666,0.18788833333333327,0.04008666666666666,0.13210333333333335
House31,2018-08-07 08:00:00,2.300705,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.002028333333333332,0.6203083333333332,0.007579999999999998,0.13866499999999998,0.107975,0.12743500000000002
House31,2018-08-07 09:00:00,2.12678,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0020683333333333326,0.6512866666666667,0.007569999999999999,0.11098333333333332,0.012238333333333328,0.10719000000000004
House31,2018-08-07 10:00:00,2.1508716666666667,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0020449999999999978,0.6529533333333332,0.007504999999999999,0.11163166666666673,0.06934666666666665,0.11323666666666668
House31,2018-08-07 11:00:00,2.3468500000000008,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.002109999999999999,0.7341149999999999,0.007519999999999998,0.11212333333333337,0.06682666666666663,0.11980666666666664
House31,2018-08-07 12:00:00,1.287475,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0008066666666666668,0.17063499999999987,0.007456666666666663,0.30010666666666663,0.394935,0.18788
House31,2018-08-07 13:00:00,0.983245,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0004116666666666669,0.0010599999999999995,0.007163333333333326,0.3479666666666665,0.33466000000000024,0.21413499999999994
House31,2018-08-07 14:00:00,2.666338333333333,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0027633333333333325,0.87136,0.37917,0.2509816666666667,0.05904166666666673,0.24927
House31,2018-08-07 15:00:00,2.5500049999999987,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.002833333333333334,0.7739050000000003,0.6781200000000001,0.2221,0.058375,0.20972
House31,2018-08-07 16:00:00,1.6422066666666668,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0015583333333333337,0.22682500000000025,0.822515,0.15617,0.11052166666666666,0.2195433333333333
House31,2018-08-07 17:00:00,0.9202783333333336,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.000845000000000001,0.0004533333333333336,0.3101166666666668,0.2460816666666667,0.019539999999999967,0.2744816666666667
House31,2018-08-07 18:00:00,0.5870383333333334,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0006466666666666668,0.016365,0.0072983333333333286,0.21457000000000007,0.0976,0.17051833333333333
House31,2018-08-07 19:00:00,1.5617716666666657,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.001606666666666667,0.8335799999999999,0.13823166666666664,0.232715,0.061878333333333424,0.18547000000000008
House31,2018-08-07 20:00:00,1.8670333333333329,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0018116666666666667,0.7167666666666667,0.4682699999999998,0.25173,0.09729666666666667,0.2089549999999999
House31,2018-08-07 21:00:00,2.2315650000000007,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0018799999999999989,0.6795666666666669,0.30556999999999995,0.16689333333333325,0.13391999999999998,0.8457749999999998
House31,2018-08-07 22:00:00,2.4756466666666674,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0022300000000000006,0.6368466666666664,0.42242,0.1544366666666667,0.048639999999999996,0.69785
House31,2018-08-07 23:00:00,2.7687266666666672,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.002311666666666666,0.6993600000000002,0.008646666666666662,0.1306333333333333,0.09923833333333333,1.1046933333333333
House31,2018-08-08 00:00:00,2.337925,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0017083333333333338,0.4311299999999999,0.30617166666666645,0.13842333333333331,0.12370333333333333,0.21008
House31,2018-08-08 01:00:00,2.1779116666666662,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0011433333333333332,0.4985933333333332,0.007606666666666665,0.12053500000000004,0.07803166666666665,0.1194866666666667
House31,2018-08-08 02:00:00,2.014651666666667,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0010933333333333335,0.4144066666666666,0.007713333333333332,0.11768833333333335,0.07785333333333339,0.1384066666666667
House31,2018-08-08 03:00:00,1.81616,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0010233333333333331,0.4137699999999999,0.007704999999999998,0.1196816666666667,0.009386666666666666,0.13147666666666669
House31,2018-08-08 04:00:00,1.7994533333333331,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.001048333333333333,0.4129966666666665,0.007628333333333334,0.10060166666666666,0.10391500000000001,0.1279033333333333
House31,2018-08-08 05:00:00,1.609165,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0014099999999999994,0.4126650000000002,0.007643333333333336,0.09943000000000003,0.010393333333333315,0.14565999999999998
House31,2018-08-08 06:00:00,1.7395666666666665,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0016816666666666662,0.4169266666666668,0.007409999999999998,0.10284166666666668,0.07233333333333332,0.17229833333333333
House31,2018-08-08 07:00:00,2.016418333333333,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0016716666666666664,0.4302650000000001,0.0070733333333333325,0.09978833333333334,0.060938333333333414,0.14350000000000002
House31,2018-08-08 08:00:00,2.081421666666666,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.001300000000000001,0.3165333333333332,0.006561666666666671,0.09733333333333333,0.014903333333333331,0.13272499999999998
House31,2018-08-08 09:00:00,1.5359733333333332,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0005133333333333334,0.00033166666666666663,0.0060550000000000005,0.14313166666666666,0.09654833333333332,0.2244033333333333
House31,2018-08-08 10:00:00,1.999443333333334,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0015833333333333335,0.8573466666666664,0.007225,0.16224333333333338,0.00013000000000000007,0.2301433333333333
House31,2018-08-08 11:00:00,1.7323483333333332,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0014966666666666668,0.8684800000000003,0.007696666666666662,0.14557,0.4377883333333335,0.22200166666666651
House31,2018-08-08 12:00:00,1.4544133333333331,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0011433333333333332,0.2690833333333335,0.3530750000000002,0.17419166666666666,0.4537766666666665,0.17301666666666668
House31,2018-08-08 13:00:00,2.344583333333334,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0021699999999999983,0.9988999999999996,0.008414999999999999,0.1391383333333333,0.29856499999999986,0.16306333333333328
House31,2018-08-08 14:00:00,1.744181666666667,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0019066666666666648,0.5015933333333333,0.007946666666666664,0.11744333333333334,0.11477666666666668,0.21518
House31,2018-08-08 15:00:00,1.4407983333333332,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0015866666666666655,0.9611633333333331,0.007968333333333334,0.18139666666666665,0.05437666666666667,0.17104833333333333
House31,2018-08-08 16:00:00,0.9435116666666672,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0011233333333333345,0.4587083333333334,0.00754333333333333,0.1626983333333333,0.07768499999999999,0.17686166666666672
House31,2018-08-08 17:00:00,0.4646650000000001,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0006633333333333332,0.000841666666666666,0.007008333333333331,0.14895666666666665,0.0658466666666667,0.20512999999999995
House31,2018-08-08 18:00:00,0.4785516666666668,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0005800000000000003,0.0008283333333333336,0.007089999999999998,0.23094499999999998,0.03956000000000001,0.17294166666666666
House31,2018-08-08 19:00:00,0.4737,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0004933333333333338,0.0008616666666666666,0.006921666666666664,0.24275000000000005,0.07942000000000005,0.12693666666666664
House31,2018-08-08 20:00:00,0.5757200000000001,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0005550000000000002,0.000868333333333334,0.09183999999999999,0.2650916666666667,0.02615,0.15145000000000006
House31,2018-08-08 21:00:00,2.251081666666665,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0008449999999999999,0.0006583333333333336,0.6685166666666669,0.2453966666666668,0.14054833333333336,0.2276866666666668
House31,2018-08-08 22:00:00,2.2635616666666682,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0012816666666666664,0.3662333333333333,0.2465266666666667,0.19088666666666665,0.057513333333333375,0.21855833333333333
House31,2018-08-08 23:00:00,3.1404516666666664,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0018083333333333328,0.8401633333333329,0.0075199999999999954,0.13625833333333326,0.10682166666666668,0.1547166666666667
House31,2018-08-09 00:00:00,2.81603,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.001765,0.6969366666666665,0.0077916666666666655,0.229835,0.01795,0.19558
House31,2018-08-09 01:00:00,2.402883333333333,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0013116666666666665,0.4302400000000001,0.007443333333333335,0.15240666666666666,0.007638333333333327,0.158975
House31,2018-08-09 02:00:00,2.358261666666667,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0011883333333333336,0.4274066666666668,0.007434999999999997,0.14960166666666672,0.06947500000000001,0.12781166666666666
House31,2018-08-09 03:00:00,2.3135483333333338,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0011583333333333337,0.42159833333333335,0.007381666666666664,0.1360883333333333,0.12023333333333333,0.123175
House31,2018-08-09 04:00:00,2.173741666666666,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.00129,0.4259600000000001,0.0072816666666666655,0.13941333333333328,0.1214133333333333,0.11992333333333335
House31,2018-08-09 05:00:00,1.9468166666666664,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0015516666666666667,0.4260666666666667,0.007338333333333331,0.13557666666666665,0.03846333333333332,0.13253
House31,2018-08-09 06:00:00,2.0342550000000004,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0016300000000000008,0.47029499999999996,0.007373333333333332,0.12468499999999998,0.05613000000000001,0.19412000000000001
House31,2018-08-09 07:00:00,1.9168200000000004,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0017816666666666664,0.43741333333333343,0.007491666666666666,0.12033166666666666,0.09922833333333334,0.2474366666666667
House31,2018-08-09 08:00:00,1.5704816666666659,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.002269999999999999,0.4414233333333333,0.2076333333333333,0.07763166666666667,0.0018566666666666664,0.16666333333333333
House31,2018-08-09 09:00:00,2.0788516666666665,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0027233333333333337,0.44772,0.5615233333333332,0.10192833333333334,0.10276500000000004,0.18482
House31,2018-08-09 10:00:00,2.024253333333333,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.002683333333333332,0.4676149999999997,0.5344200000000001,0.1060816666666667,0.023373333333333333,0.1682483333333334
House31,2018-08-09 11:00:00,2.1833633333333324,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.002133333333333332,0.4481733333333329,0.5181483333333333,0.19657166666666667,0.26426,0.15369000000000002
House31,2018-08-09 12:00:00,1.419485,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0010566666666666671,0.0005433333333333336,0.09777833333333327,0.22833166666666666,0.3942883333333335,0.21068499999999998
House31,2018-08-09 13:00:00,1.6486766666666663,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0014383333333333331,0.0006166666666666665,0.3722499999999999,0.2221433333333333,0.17854833333333328,0.22716833333333336
House31,2018-08-09 14:00:00,2.51718,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.002028333333333334,0.0007083333333333331,0.8703216666666662,0.2888833333333334,0.14052666666666666,0.2298766666666668
House31,2018-08-09 15:00:00,3.0976349999999995,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.002573333333333334,1.171363333333333,0.6917050000000001,0.3067883333333335,0.11091333333333336,0.14032833333333333
House31,2018-08-09 16:00:00,2.2770199999999963,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0020366666666666667,0.9694300000000003,0.18477666666666634,0.2372283333333332,0.08147833333333332,0.1099250000000001
House31,2018-08-09 17:00:00,1.2782066666666665,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0008816666666666672,0.6958933333333335,0.0066783333333333365,0.3691933333333333,0.08378666666666666,0.09354166666666663
House31,2018-08-09 18:00:00,0.54213,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0004650000000000004,0.0009550000000000001,0.007446666666666661,0.3800433333333334,0.00021166666666666675,0.13942333333333332
House31,2018-08-09 19:00:00,0.7169000000000001,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.00043,0.0008700000000000009,0.10714333333333334,0.3474983333333333,0.09286666666666668,0.1243183333333333
House31,2018-08-09 20:00:00,1.693455,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.001751666666666666,0.0009649999999999992,0.6434316666666666,0.264315,0.027039999999999998,0.14727833333333334
House31,2018-08-09 21:00:00,1.188566666666666,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0011033333333333338,0.0007900000000000001,0.4549416666666666,0.26291833333333325,0.10635666666666664,0.16687833333333332
House31,2018-08-09 22:00:00,2.3137600000000007,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.001755,1.1018083333333333,0.3728083333333333,0.2443383333333333,0.12200333333333332,0.24004
House31,2018-08-09 23:00:00,0.9229816666666666,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0005750000000000007,0.21664833333333355,0.007534999999999998,0.21333000000000005,0.04756666666666665,0.20916166666666666
House31,2018-08-10 00:00:00,1.831486666666667,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.001421666666666666,0.3396433333333333,0.24067,0.20454666666666665,0.10935833333333332,0.22490166666666664
House31,2018-08-10 01:00:00,3.302595,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.002121666666666667,0.8430716666666667,0.4976283333333333,0.1974783333333333,0.07853499999999998,0.1308616666666667
House31,2018-08-10 02:00:00,3.610701666666668,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.001814999999999999,0.7495716666666666,0.56285,0.2065566666666667,0.004123333333333333,0.12622833333333333
House31,2018-08-10 03:00:00,3.1836833333333328,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.001495,0.5973383333333335,0.44225166666666665,0.17381499999999994,0.10879000000000001,0.11906833333333333
House31,2018-08-10 04:00:00,2.6058950000000003,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0011183333333333334,0.4255783333333334,0.18347166666666664,0.15980166666666665,0.05513333333333335,0.11761666666666665
House31,2018-08-10 05:00:00,2.420281666666667,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0014983333333333342,0.6295933333333333,0.0072099999999999985,0.09930666666666664,0.02544833333333333,0.114675
House31,2018-08-10 06:00:00,2.610219999999999,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.001824999999999999,0.6516466666666665,0.006879999999999997,0.08790999999999999,0.10938166666666664,0.180975
House31,2018-08-10 07:00:00,2.5746733333333323,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0019533333333333334,0.6624233333333333,0.0068650000000000004,0.08648499999999999,0.02211666666666666,0.12999333333333332
House31,2018-08-10 08:00:00,2.624635000000001,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0018383333333333344,0.4732083333333333,0.006663333333333335,0.11477833333333334,0.07011166666666667,0.2303466666666667
House31,2018-08-10 09:00:00,1.1861333333333337,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0007883333333333334,0.0006566666666666668,0.006813333333333328,0.21564,0.05824500000000006,0.19743333333333327
House31,2018-08-10 10:00:00,0.7051716666666669,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0005366666666666668,0.0008383333333333335,0.007341666666666662,0.31140999999999985,0.08846499999999999,0.22244999999999995
House31,2018-08-10 11:00:00,0.5403100000000001,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0005316666666666667,0.0008233333333333335,0.007323333333333331,0.27381500000000003,0.0002699999999999998,0.1818866666666667
House31,2018-08-10 12:00:00,0.21229166666666688,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0002283333333333333,0.00019833333333333327,0.002431666666666659,0.09082833333333344,2.333333333333334e-05,0.0581616666666668
House31,2018-08-10 13:00:00,1.1812033333333336,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0005116666666666665,0.0010683333333333337,0.005599999999999999,0.357735,0.20764000000000002,0.11154
House31,2018-08-10 14:00:00,2.1650866666666664,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0013500000000000005,0.0011966666666666664,0.6078949999999999,0.4570366666666666,0.31476000000000004,0.18620499999999987
House31,2018-08-10 15:00:00,2.072728333333333,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.002226666666666667,0.0013283333333333335,0.3591199999999999,0.3231583333333333,0.10799166666666668,0.13176333333333332
House31,2018-08-10 16:00:00,0.5527966666666663,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0006916666666666668,0.00030499999999999993,0.12464333333333315,0.06314833333333326,0.02740999999999997,0.03241833333333328
House31,2018-08-10 17:00:00,1.0700116666666666,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0004466666666666666,0.0006816666666666673,0.46620500000000004,0.31507166666666664,0.07932999999999997,0.08120833333333335
House31,2018-08-10 18:00:00,0.8069016666666665,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0002216666666666667,0.0007599999999999999,0.007388333333333334,0.3739383333333333,0.11074166666666667,0.13740666666666668
House31,2018-08-10 19:00:00,0.7987350000000001,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0003716666666666667,0.0006700000000000002,0.007219999999999992,0.31114333333333344,0.06468166666666668,0.18787166666666666
House31,2018-08-10 20:00:00,0.7390583333333335,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0004333333333333335,0.0005150000000000003,0.007086666666666669,0.2785633333333333,0.07885333333333333,0.23710499999999995
House31,2018-08-10 21:00:00,0.5526883333333336,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0004733333333333336,0.0004833333333333336,0.006970000000000004,0.16593333333333332,0.10853833333333338,0.14103666666666664
House31,2018-08-10 22:00:00,0.5293,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0004650000000000004,0.0008216666666666669,0.007015000000000003,0.16523500000000005,0.09858333333333333,0.128225
House31,2018-08-10 23:00:00,0.4171250000000001,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0004150000000000003,0.0005183333333333336,0.007108333333333331,0.16058499999999998,0.0004500000000000002,0.11933
House31,2018-08-11 00:00:00,2.6973483333333323,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0020616666666666656,0.9780083333333336,0.3336383333333333,0.22314166666666668,0.06901333333333333,0.132785
House31,2018-08-11 01:00:00,4.178838333333334,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0022650000000000005,0.881536666666667,0.51582,0.34614500000000004,0.10481833333333332,0.21676000000000006
House31,2018-08-11 02:00:00,3.6823850000000014,2450.25,2,2014,12.0,No,7,4.0,1.0,1.0,1.0,3 phase,9,4,5,0,9,0,4,1,1,4,9,1,0,1,40,1,0.0025166666666666666,0.8767316666666667,0.5023216666666666,0.2909616666666667,0.049955000000000034,0.19374833333333336
