House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_Reg_kW,AC_MB_kW,AC_BR_kW,WP_kW,AC_kW
House32,2018-07-08 07:00:00,1.1636283333333333,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3473666666666667,0.218295,0.010783333333333336,0.4894249999999999,0.0034133333333333307
House32,2018-07-08 08:00:00,0.7474933333333333,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.312145,0.16428833333333326,0.004106666666666666,0.1249366666666667,0.002573333333333335
House32,2018-07-08 09:00:00,0.6977366666666666,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3293883333333333,0.2425900000000001,0.0015266666666666662,0.04273166666666668,0.002319999999999998
House32,2018-07-08 10:00:00,0.7642999999999999,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.34872333333333344,0.2938733333333333,0.0022483333333333327,0.04255666666666666,0.0023500000000000005
House32,2018-07-08 11:00:00,0.7636100000000001,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3254633333333334,0.3137949999999999,0.00195,0.04220666666666669,0.0023333333333333327
House32,2018-07-08 12:00:00,1.50595,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.48934,0.5971116666666666,0.00924666666666667,0.30753,0.003283333333333332
House32,2018-07-08 13:00:00,0.9281366666666666,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3811733333333333,0.15525833333333328,0.014086666666666662,0.34504499999999994,0.002845000000000001
House32,2018-07-08 14:00:00,0.9955333333333336,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4844016666666667,0.3929766666666665,0.003666666666666665,0.04067833333333331,0.0022650000000000014
House32,2018-07-08 15:00:00,1.1576599999999997,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3924633333333334,0.601525,0.0023516666666666647,0.04039166666666665,0.002403333333333333
House32,2018-07-08 16:00:00,1.29003,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4584400000000001,0.5032883333333331,0.003836666666666667,0.04071,0.0025999999999999986
House32,2018-07-08 17:00:00,1.420226666666667,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3846133333333334,0.5863016666666666,0.009318333333333338,0.04223000000000001,0.002844999999999998
House32,2018-07-08 18:00:00,1.4084450000000006,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4206116666666666,0.4821833333333333,0.007533333333333335,0.1925850000000001,0.002946666666666669
House32,2018-07-08 19:00:00,1.6102333333333338,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.41485500000000003,0.5559533333333334,0.004723333333333333,0.17980666666666678,0.004716666666666668
House32,2018-07-08 20:00:00,1.1657566666666666,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3822816666666667,0.4561516666666667,0.002095,0.04259166666666665,0.002468333333333335
House32,2018-07-08 21:00:00,1.1380266666666663,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4067333333333333,0.4096533333333337,0.0020216666666666677,0.04100666666666666,0.0024383333333333323
House32,2018-07-08 22:00:00,1.4927466666666669,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.420965,0.5553049999999999,0.008304999999999998,0.04268333333333333,0.002908333333333332
House32,2018-07-08 23:00:00,1.1695816666666663,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3606583333333333,0.396555,0.005606666666666668,0.04288333333333335,0.0026533333333333344
House32,2018-07-09 00:00:00,1.056686666666667,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3600300000000001,0.39841,0.00207,0.043351666666666656,0.0026666666666666666
House32,2018-07-09 01:00:00,1.1599399999999995,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3493816666666668,0.54856,0.002030000000000002,0.04222666666666666,0.002516666666666667
House32,2018-07-09 02:00:00,1.12266,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.32005500000000003,0.5414100000000001,0.002223333333333333,0.04195833333333333,0.002521666666666668
House32,2018-07-09 03:00:00,1.1317416666666662,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3693799999999999,0.5051916666666668,0.0018683333333333327,0.04212666666666666,0.0025333333333333336
House32,2018-07-09 04:00:00,1.162295,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.37539,0.5183483333333334,0.0017316666666666665,0.04104,0.002531666666666668
House32,2018-07-09 05:00:00,1.1058183333333331,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3454233333333335,0.5230516666666667,0.001896666666666668,0.04113833333333331,0.002550000000000001
House32,2018-07-09 06:00:00,1.898166666666666,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.452515,0.5845916666666666,0.01630166666666667,0.5474750000000002,0.14752166666666666
House32,2018-07-09 07:00:00,1.41708,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4305833333333332,0.32189833333333323,0.008709999999999999,0.5122850000000001,0.0034933333333333296
House32,2018-07-09 08:00:00,0.8634316666666668,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3346066666666667,0.2933799999999999,0.004143333333333331,0.13266500000000006,0.002463333333333334
House32,2018-07-09 09:00:00,0.9232366666666664,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.39382666666666666,0.4021466666666666,0.0031700000000000005,0.03746000000000002,0.002285
House32,2018-07-09 10:00:00,1.0801049999999999,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.34569499999999986,0.5750916666666669,0.007733333333333334,0.03702666666666666,0.002388333333333333
House32,2018-07-09 11:00:00,0.7237149999999999,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.39277666666666666,0.2096600000000001,0.0025866666666666672,0.040615,0.002151666666666668
House32,2018-07-09 12:00:00,1.3110316666666664,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4575283333333334,0.6337950000000002,0.0028316666666666672,0.03984833333333335,0.002641666666666667
House32,2018-07-09 13:00:00,0.9378916666666668,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4876350000000001,0.3362116666666665,0.003006666666666665,0.03909166666666667,0.0021833333333333336
House32,2018-07-09 14:00:00,0.5956050000000002,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4783416666666666,0.003471666666666664,0.003854999999999997,0.03984166666666667,0.0020133333333333357
House32,2018-07-09 15:00:00,0.5747,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4589933333333334,0.003463333333333329,0.003649999999999999,0.03894,0.0020050000000000016
House32,2018-07-09 16:00:00,0.477995,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3449616666666666,0.0028099999999999987,0.002766666666666668,0.053019999999999984,0.002050000000000002
House32,2018-07-09 17:00:00,0.5156949999999999,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3817283333333333,0.0031883333333333303,0.002930000000000003,0.039278333333333325,0.0020183333333333347
House32,2018-07-09 18:00:00,0.5557800000000002,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3966183333333335,0.003778333333333336,0.003021666666666668,0.03781500000000002,0.002196666666666668
House32,2018-07-09 19:00:00,0.5492816666666668,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3566216666666666,0.0031833333333333323,0.0028516666666666677,0.03803333333333336,0.002030000000000002
House32,2018-07-09 20:00:00,1.948325,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.341375,1.2534966666666665,0.01134833333333333,0.03853333333333333,0.00287
House32,2018-07-09 21:00:00,2.172411666666666,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.454315,1.2700733333333336,0.012651666666666669,0.03848666666666668,0.003040000000000001
House32,2018-07-09 22:00:00,2.21211,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4139116666666665,0.5747266666666668,0.032113333333333334,0.03872166666666668,0.7738449999999998
House32,2018-07-09 23:00:00,2.4328733333333337,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3537599999999999,0.5709033333333337,0.03509166666666666,0.04081166666666666,1.111396666666666
House32,2018-07-10 00:00:00,1.2779383333333338,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.37169,0.5652583333333331,0.0029250000000000014,0.03956499999999999,0.0025000000000000005
House32,2018-07-10 01:00:00,1.165306666666666,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.35853,0.5447333333333333,0.002761666666666665,0.04065,0.0024150000000000013
House32,2018-07-10 02:00:00,1.1878950000000001,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3747050000000003,0.5496433333333332,0.0017399999999999994,0.042116666666666684,0.002445000000000001
House32,2018-07-10 03:00:00,1.2165433333333335,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4090983333333333,0.5464833333333334,0.0013966666666666654,0.042011666666666656,0.002463333333333336
House32,2018-07-10 04:00:00,1.1992266666666669,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3983883333333332,0.5414333333333334,0.0014449999999999984,0.039676666666666686,0.0024150000000000013
House32,2018-07-10 05:00:00,1.0873866666666667,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3579266666666667,0.4868683333333335,0.0020766666666666668,0.038699999999999984,0.002553333333333335
House32,2018-07-10 06:00:00,1.354115,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.5684833333333333,0.5003200000000001,0.004786666666666666,0.04326333333333333,0.0025533333333333324
House32,2018-07-10 07:00:00,2.0912866666666665,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.7849016666666667,0.5144199999999999,0.014958333333333329,0.576435,0.003698333333333332
House32,2018-07-10 08:00:00,0.8046466666666666,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3974816666666667,0.025251666666666662,0.008228333333333336,0.08452999999999998,0.002553333333333333
House32,2018-07-10 09:00:00,1.9632550000000004,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4323566666666669,1.3802899999999994,0.011716666666666672,0.037998333333333335,0.002803333333333332
House32,2018-07-10 10:00:00,1.1839516666666663,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.5334233333333335,0.5290350000000001,0.0006499999999999995,0.038141666666666664,0.002331666666666665
House32,2018-07-10 11:00:00,1.1204566666666669,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4755966666666667,0.4395750000000001,0.005188333333333333,0.03730833333333334,0.002590000000000001
House32,2018-07-10 12:00:00,1.6611033333333332,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.401645,0.7125866666666668,0.01795333333333333,0.03480500000000001,0.4055516666666667
House32,2018-07-10 13:00:00,2.651791666666667,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3955583333333334,0.13023666666666667,0.06326666666666665,0.03408666666666668,1.8582866666666669
House32,2018-07-10 14:00:00,2.149766666666666,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3783633333333333,0.3690750000000001,0.20392000000000002,0.03483666666666667,1.0039083333333332
House32,2018-07-10 15:00:00,1.4845899999999996,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4543416666666667,0.8226783333333334,0.011581666666666672,0.037068333333333335,0.002550000000000001
House32,2018-07-10 16:00:00,0.7844350000000002,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4107066666666667,0.07727666666666676,0.003948333333333332,0.03658666666666666,0.0022333333333333324
House32,2018-07-10 17:00:00,0.6678366666666666,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.40354666666666666,0.05412333333333329,0.0031116666666666662,0.033531666666666675,0.002073333333333334
House32,2018-07-10 18:00:00,0.5704899999999999,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.36606500000000014,0.009914999999999995,0.0027866666666666678,0.033659999999999995,0.0019583333333333336
House32,2018-07-10 19:00:00,1.3547833333333332,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3971033333333333,0.3708816666666666,0.005238333333333334,0.035661666666666675,0.002701666666666666
House32,2018-07-10 20:00:00,2.0544599999999997,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4980383333333333,0.9713183333333336,0.007071666666666665,0.03732666666666666,0.003219999999999999
House32,2018-07-10 21:00:00,1.7121300000000006,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.467085,0.8371266666666666,0.010971666666666666,0.035840000000000025,0.0027416666666666657
House32,2018-07-10 22:00:00,1.4093266666666666,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4610950000000001,0.5474166666666667,0.008961666666666661,0.03577000000000003,0.0025966666666666664
House32,2018-07-10 23:00:00,1.3837400000000002,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3784516666666667,0.5790733333333333,0.010346666666666669,0.03930833333333333,0.002658333333333334
House32,2018-07-11 00:00:00,1.4831866666666664,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4862233333333333,0.7058333333333334,0.004595000000000003,0.039963333333333344,0.002589999999999998
House32,2018-07-11 01:00:00,1.4608433333333335,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4249566666666667,0.5817099999999996,0.005340000000000001,0.03732333333333333,0.0027066666666666675
House32,2018-07-11 02:00:00,1.330828333333333,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4405116666666668,0.5605766666666666,0.002556666666666668,0.03702666666666665,0.002683333333333337
House32,2018-07-11 03:00:00,1.25755,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3965733333333333,0.5603316666666666,0.0011966666666666653,0.03723166666666667,0.002455000000000003
House32,2018-07-11 04:00:00,1.1884233333333332,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3847049999999999,0.5531116666666667,0.0016350000000000015,0.03542666666666665,0.0023533333333333327
House32,2018-07-11 05:00:00,1.2003383333333333,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3604766666666668,0.5472750000000003,0.0026850000000000003,0.08811999999999998,0.002459999999999997
House32,2018-07-11 06:00:00,1.8282083333333328,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3373600000000001,0.4586883333333332,0.020585,0.6059966666666667,0.2212383333333333
House32,2018-07-11 07:00:00,2.266695,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.6401216666666668,0.7515050000000001,0.013625000000000002,0.5113483333333334,0.07175833333333324
House32,2018-07-11 08:00:00,1.0523883333333333,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3899166666666667,0.5195866666666668,0.003328333333333333,0.034701666666666645,0.002529999999999999
House32,2018-07-11 09:00:00,0.9892316666666668,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.38744,0.3750650000000001,0.003286666666666669,0.03368499999999998,0.002378333333333333
House32,2018-07-11 10:00:00,1.0450199999999996,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.38123666666666656,0.4986749999999999,0.0024900000000000013,0.03295666666666666,0.002415
House32,2018-07-11 11:00:00,0.6650299999999998,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.379835,0.18467833333333333,0.003119999999999998,0.03153,0.002171666666666668
House32,2018-07-11 12:00:00,0.5806566666666668,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4012300000000001,0.007251666666666666,0.0047733333333333326,0.10342166666666666,0.002231666666666668
House32,2018-07-11 13:00:00,0.7387516666666667,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.36628,0.007451666666666659,0.009708333333333338,0.2884650000000001,0.00267
House32,2018-07-11 14:00:00,0.47117,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3349316666666667,0.006861666666666664,0.002156666666666667,0.026068333333333343,0.0022716666666666658
House32,2018-07-11 15:00:00,0.56285,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4052383333333333,0.00694833333333333,0.003115000000000001,0.03783,0.002123333333333334
House32,2018-07-11 16:00:00,0.4634066666666666,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3397416666666665,0.0068750000000000035,0.003510000000000001,0.03694500000000001,0.002061666666666669
House32,2018-07-11 17:00:00,1.5438349999999994,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4210616666666666,0.5957066666666667,0.007496666666666667,0.34286500000000003,0.00466
House32,2018-07-11 18:00:00,1.9978133333333328,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4248066666666668,1.1378166666666665,0.007730000000000002,0.2129499999999999,0.0050149999999999995
House32,2018-07-11 19:00:00,1.3937066666666669,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4616933333333329,0.5445300000000001,0.0011066666666666666,0.038031666666666665,0.0029616666666666693
House32,2018-07-11 20:00:00,1.4717449999999996,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4692200000000002,0.5108116666666668,0.0022583333333333327,0.03760166666666668,0.003285000000000001
House32,2018-07-11 21:00:00,1.636688333333333,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4517466666666667,0.8178383333333336,0.002941666666666664,0.036653333333333316,0.002774999999999999
House32,2018-07-11 22:00:00,1.662291666666667,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4879149999999999,0.747553333333333,0.0070533333333333325,0.035638333333333334,0.0029216666666666675
House32,2018-07-11 23:00:00,1.3207883333333332,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3512766666666666,0.5216266666666667,0.010384999999999991,0.03301666666666666,0.0027783333333333336
House32,2018-07-12 00:00:00,1.1834383333333336,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4004766666666664,0.5238400000000001,0.002126666666666666,0.034439999999999985,0.002531666666666668
House32,2018-07-12 01:00:00,1.0595066666666664,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.42358666666666667,0.38065166666666667,0.001993333333333334,0.036598333333333316,0.0024583333333333328
House32,2018-07-12 02:00:00,1.0575166666666669,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3986166666666667,0.3955550000000001,0.0018883333333333328,0.03827833333333332,0.002686666666666665
House32,2018-07-12 03:00:00,1.1304383333333334,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3509666666666665,0.5232216666666666,0.0010333333333333334,0.036688333333333316,0.0025633333333333337
House32,2018-07-12 04:00:00,1.1364933333333334,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3646350000000001,0.5202749999999999,0.0016533333333333337,0.03421333333333335,0.0025350000000000012
House32,2018-07-12 05:00:00,1.2566050000000002,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.4937533333333334,0.5195783333333333,0.0011983333333333336,0.03209666666666667,0.002641666666666668
House32,2018-07-12 06:00:00,2.039438333333333,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.93918,0.5240933333333333,0.01169666666666667,0.28321500000000005,0.003526666666666668
House32,2018-07-12 07:00:00,1.7023433333333329,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.5468283333333332,0.4820049999999999,0.01032833333333333,0.5121749999999999,0.003696666666666668
House32,2018-07-12 08:00:00,0.661945,4356.01,1,2000,12.0,No,6,2.0,1.0,2.0,1.0,3 phase,5,4,1,0,5,0,3,2,1,6,9,1,1,1,84,1,0.3151,0.16528333333333314,0.003030000000000001,0.08501666666666664,0.002486666666666669
