House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_BR_kW,AC_DR_kW,Kitchen_kW,UPS_kW
House19,2018-07-22 08:00:00,4.485876666666665,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,1.2192283333333338,0.0010149999999999998,0.1561216666666667,0.31155999999999995
House19,2018-07-22 09:00:00,3.2705766666666665,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,1.0406833333333334,0.0007983333333333336,0.26318,0.5950066666666668
House19,2018-07-22 10:00:00,2.160315,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.002158333333333333,0.0013166666666666672,0.35580333333333325,0.661651666666667
House19,2018-07-22 11:00:00,1.6812683333333331,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0022516666666666657,0.0004916666666666665,0.5236266666666667,0.724715
House19,2018-07-22 12:00:00,1.9260000000000004,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0020716666666666657,0.7217183333333334,0.4863583333333333,0.5216833333333334
House19,2018-07-22 13:00:00,3.07436,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0017483333333333324,2.26804,0.05389833333333332,0.4769316666666667
House19,2018-07-22 14:00:00,3.451388333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0020166666666666675,2.4886016666666664,0.33891166666666683,0.3507283333333334
House19,2018-07-22 15:00:00,2.871291666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00203,1.9404233333333327,0.383315,0.4026516666666667
House19,2018-07-22 16:00:00,1.2952483333333336,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.002168333333333333,0.000735,0.3006983333333334,0.53213
House19,2018-07-22 17:00:00,0.7842599999999998,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.002656666666666667,0.000185,0.2660383333333333,0.3817083333333333
House19,2018-07-22 18:00:00,1.201996666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.002076666666666666,0.0005333333333333334,0.3113733333333333,0.6804649999999999
House19,2018-07-22 19:00:00,1.090051666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0019216666666666657,0.008298333333333333,0.3110633333333333,0.6264933333333335
House19,2018-07-22 20:00:00,0.6363283333333329,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006450000000000003,0.007276666666666666,0.3040733333333334,0.25596333333333343
House19,2018-07-22 21:00:00,0.8383266666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003083333333333333,0.0001933333333333333,0.3487766666666667,0.374465
House19,2018-07-22 22:00:00,1.4219666666666666,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003049999999999998,0.00021833333333333326,0.37331166666666665,0.5714916666666666
House19,2018-07-22 23:00:00,4.0103766666666685,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00022666666666666666,0.0004733333333333334,0.32632166666666673,0.4031983333333333
House19,2018-07-23 00:00:00,3.831335,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00027333333333333333,0.0004016666666666666,0.2345033333333333,0.3798750000000001
House19,2018-07-23 01:00:00,3.848603333333336,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0001866666666666666,0.0005700000000000003,0.20312333333333332,0.37891
House19,2018-07-23 02:00:00,3.0111066666666657,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003,0.0004266666666666669,0.2024866666666668,0.3403316666666666
House19,2018-07-23 03:00:00,3.216396666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00026000000000000003,0.0004916666666666666,0.24259333333333336,0.3895400000000001
House19,2018-07-23 04:00:00,3.031111666666668,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002483333333333333,0.0004233333333333333,0.26213999999999993,0.3758966666666666
House19,2018-07-23 05:00:00,2.9514683333333367,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002566666666666666,0.0004783333333333334,0.2703116666666666,0.3772883333333332
House19,2018-07-23 06:00:00,2.5301816666666666,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.000315,0.0003683333333333333,0.2384516666666667,0.3727183333333333
House19,2018-07-23 07:00:00,2.3169766666666662,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006316666666666666,0.0005616666666666667,0.17159166666666664,0.3563366666666667
House19,2018-07-23 08:00:00,1.784043333333334,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0008300000000000001,0.0002866666666666667,0.28933333333333344,0.304
House19,2018-07-23 09:00:00,2.1035183333333327,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003816666666666667,0.0001816666666666666,0.27835,0.6658533333333333
House19,2018-07-23 10:00:00,2.102501666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00015,0.5141000000000001,0.3328383333333333,0.7740983333333334
House19,2018-07-23 11:00:00,3.8765616666666665,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00011833333333333335,2.504553333333333,0.3160850000000001,0.6202116666666666
House19,2018-07-23 12:00:00,3.5630550000000003,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,9.333333333333333e-05,2.3711766666666665,0.3192483333333335,0.5514499999999998
House19,2018-07-23 13:00:00,3.505535,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.000185,2.3783900000000004,0.2820633333333334,0.472155
House19,2018-07-23 14:00:00,3.670593333333332,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0004283333333333334,2.5426316666666664,0.3868316666666667,0.3907316666666666
House19,2018-07-23 15:00:00,3.7636300000000005,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003333333333333332,2.213538333333334,0.34517666666666674,0.5099950000000001
House19,2018-07-23 16:00:00,1.1666233333333331,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00010833333333333333,0.0007600000000000006,0.3111116666666668,0.5783983333333331
House19,2018-07-23 17:00:00,1.3437533333333331,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00019333333333333325,0.30867,0.2493266666666666,0.5531799999999999
House19,2018-07-23 18:00:00,2.1834816666666668,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00020833333333333327,1.6269916666666675,0.2147366666666667,0.2115466666666666
House19,2018-07-23 19:00:00,1.9496466666666663,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002116666666666666,1.15664,0.2814983333333333,0.40143666666666655
House19,2018-07-23 20:00:00,3.2996866666666658,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002749999999999999,2.401566666666667,0.36132833333333336,0.3927933333333333
House19,2018-07-23 21:00:00,3.568623333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00016999999999999993,2.409373333333334,0.4711766666666666,0.4977866666666666
House19,2018-07-23 22:00:00,1.7067666666666668,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00025666666666666665,0.08047000000000004,0.34458500000000003,0.5054916666666667
House19,2018-07-23 23:00:00,2.8206599999999984,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0004616666666666668,0.000135,0.346045,0.5892266666666665
House19,2018-07-24 00:00:00,2.574425,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002983333333333333,0.00015,0.2901866666666667,0.37987833333333343
House19,2018-07-24 01:00:00,1.746268333333334,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00022999999999999995,0.0002516666666666666,0.20663,0.3231416666666668
House19,2018-07-24 02:00:00,1.6448116666666668,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00024499999999999994,0.0002683333333333333,0.2094616666666666,0.3026183333333334
House19,2018-07-24 03:00:00,1.6562716666666668,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00027333333333333333,0.0002666666666666666,0.18090833333333345,0.3198049999999999
House19,2018-07-24 04:00:00,1.7010766666666663,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002299999999999999,0.00018333333333333328,0.15031999999999993,0.3299283333333333
House19,2018-07-24 05:00:00,1.0420633333333338,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00038000000000000013,0.0002983333333333333,0.1805783333333333,0.3307633333333332
House19,2018-07-24 06:00:00,0.5714033333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00053,0.0003683333333333335,0.13658833333333328,0.33312
House19,2018-07-24 07:00:00,1.6532700000000002,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002649999999999999,0.0002799999999999999,0.16865333333333335,0.3173883333333333
House19,2018-07-24 08:00:00,1.5629099999999994,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.000355,0.00036666666666666656,0.1779766666666667,0.3186716666666667
House19,2018-07-24 09:00:00,1.9315866666666663,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00034500000000000004,0.00041999999999999985,0.3444733333333332,0.34893833333333346
House19,2018-07-24 10:00:00,3.598808333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00035999999999999986,1.3866166666666662,0.28189000000000003,0.5391549999999999
House19,2018-07-24 11:00:00,4.739880000000001,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003933333333333332,2.4080816666666665,0.35988666666666685,0.6498349999999998
House19,2018-07-24 12:00:00,5.309248333333334,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0006616666666666668,2.427756666666667,0.4520900000000001,0.639015
House19,2018-07-24 13:00:00,1.7528016666666666,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002516666666666665,0.4619816666666666,0.41168999999999994,0.5068333333333332
House19,2018-07-24 14:00:00,4.630360000000001,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003716666666666666,2.5236316666666663,0.424705,0.7623449999999999
House19,2018-07-24 15:00:00,3.598378333333335,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00020499999999999994,2.4668316666666663,0.4515983333333334,0.397825
House19,2018-07-24 16:00:00,3.576096666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0001683333333333333,2.493475000000001,0.3711116666666667,0.4051650000000001
House19,2018-07-24 17:00:00,3.7570766666666655,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00035500000000000017,2.4956549999999997,0.30540166666666674,0.5787100000000001
House19,2018-07-24 18:00:00,3.59743,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0004233333333333335,2.515634999999999,0.26946499999999995,0.5847666666666667
House19,2018-07-24 19:00:00,2.386380000000001,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003633333333333334,1.1277116666666671,0.3158000000000001,0.7062666666666667
House19,2018-07-24 20:00:00,1.3155549999999998,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00031999999999999986,0.00020666666666666652,0.4128616666666668,0.6902966666666667
House19,2018-07-24 21:00:00,1.4174149999999999,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002533333333333332,0.0002716666666666666,0.41248,0.8063999999999999
House19,2018-07-24 22:00:00,2.30203,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003383333333333332,0.00030166666666666645,0.37150833333333344,0.6374933333333335
House19,2018-07-24 23:00:00,2.6158533333333334,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0005483333333333333,0.0002,0.37417,0.4007383333333333
House19,2018-07-25 00:00:00,3.449463333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003433333333333334,0.0005650000000000003,0.3093983333333333,0.355345
House19,2018-07-25 01:00:00,1.6418616666666668,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002966666666666666,0.0005100000000000001,0.2423666666666667,0.2984600000000001
House19,2018-07-25 02:00:00,1.5885583333333335,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003266666666666666,0.00048,0.18275166666666665,0.2875683333333335
House19,2018-07-25 03:00:00,1.5405866666666663,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00033833333333333344,0.0005033333333333333,0.19766000000000009,0.29287499999999994
House19,2018-07-25 04:00:00,1.4778716666666665,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003233333333333333,0.000478333333333333,0.15226333333333333,0.2921883333333334
House19,2018-07-25 05:00:00,1.4064716666666668,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00034833333333333336,0.0004616666666666668,0.16241333333333338,0.29063500000000003
House19,2018-07-25 06:00:00,1.4296716666666671,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003116666666666666,0.0005049999999999999,0.17195333333333335,0.2904683333333334
House19,2018-07-25 07:00:00,1.3700766666666664,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0005183333333333334,0.0005016666666666669,0.15714999999999998,0.2856250000000001
House19,2018-07-25 08:00:00,1.4896333333333334,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00061,0.0004499999999999998,0.176945,0.2707683333333333
House19,2018-07-25 09:00:00,2.6667216666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0004950000000000002,0.7386516666666674,0.3474800000000001,0.2575566666666667
House19,2018-07-25 10:00:00,3.335268333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00036,1.3440450000000002,0.26739666666666656,0.3786300000000001
House19,2018-07-25 11:00:00,4.2623983333333335,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003133333333333333,2.500195,0.4389900000000001,0.3269300000000002
House19,2018-07-25 12:00:00,3.5141883333333337,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00015666666666666658,2.61092,0.38866,0.26052
House19,2018-07-25 13:00:00,4.6243050000000006,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003716666666666669,2.543601666666667,0.2659133333333333,0.4106150000000001
House19,2018-07-25 14:00:00,1.7857333333333336,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00021499999999999989,0.5856183333333342,0.3424283333333333,0.5906083333333331
House19,2018-07-25 15:00:00,1.2180216666666666,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00017999999999999996,0.12788333333333332,0.4937633333333333,0.4042533333333334
House19,2018-07-25 16:00:00,2.264153333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0003833333333333334,0.037761666666666666,0.3047566666666667,0.438105
House19,2018-07-25 17:00:00,1.3099166666666668,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.000365,0.03808500000000002,0.32744666666666666,0.6043649999999998
House19,2018-07-25 18:00:00,2.9854633333333336,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002499999999999999,1.9307700000000003,0.4815483333333335,0.3993383333333333
House19,2018-07-25 19:00:00,3.13632,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0002266666666666665,2.29897,0.2691083333333333,0.3690349999999997
House19,2018-07-25 20:00:00,3.852164999999999,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.7085000000000004,2.255558333333333,0.2271100000000001,0.4684716666666665
House19,2018-07-25 21:00:00,4.6015083333333315,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,1.1104533333333333,2.2502450000000005,0.395735,0.6530466666666666
House19,2018-07-25 22:00:00,3.534298333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0021399999999999987,2.2318316666666664,0.3582516666666667,0.7265916666666669
House19,2018-07-25 23:00:00,1.6291233333333344,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0020983333333333327,0.5491750000000002,0.2586466666666666,0.6328316666666665
House19,2018-07-26 00:00:00,2.492166666666668,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0023716666666666678,0.0004616666666666666,0.34514666666666666,0.4439966666666668
House19,2018-07-26 01:00:00,3.079378333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0018600000000000003,0.0004016666666666667,0.2988466666666667,0.2935216666666666
House19,2018-07-26 02:00:00,3.1039966666666667,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0023733333333333336,0.0002916666666666666,0.25783,0.3113216666666668
House19,2018-07-26 03:00:00,2.183785,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.002396666666666667,5.9999999999999974e-05,0.19009666666666666,0.3656633333333335
House19,2018-07-26 04:00:00,3.06402,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.00288,0.0002183333333333333,0.17331999999999995,0.3697033333333333
House19,2018-07-26 05:00:00,2.096861666666668,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0026983333333333343,0.00010833333333333336,0.15638666666666665,0.3778050000000001
House19,2018-07-26 06:00:00,1.7050633333333336,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0026066666666666664,6.666666666666667e-05,0.17926666666666655,0.37524
House19,2018-07-26 07:00:00,1.5496016666666672,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.002946666666666666,0.00013166666666666665,0.1421116666666667,0.36334166666666656
House19,2018-07-26 08:00:00,0.6213366666666665,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.002396666666666667,6.666666666666667e-05,0.16289666666666666,0.3908633333333335
House19,2018-07-26 09:00:00,0.9244783333333332,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.001893333333333332,0.00012166666666666668,0.2613366666666667,0.48785500000000004
House19,2018-07-26 10:00:00,1.5347983333333333,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.002151666666666666,0.000525,0.2534316666666667,0.7699949999999997
House19,2018-07-26 11:00:00,1.9704883333333327,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0020433333333333328,0.0008083333333333332,0.2139133333333332,0.6926349999999998
House19,2018-07-26 12:00:00,1.6681266666666663,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0021183333333333327,0.00044833333333333303,0.29738166666666666,0.6318816666666667
House19,2018-07-26 13:00:00,1.2542666666666664,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.002075,0.00012833333333333335,0.375085,0.5731333333333335
House19,2018-07-26 14:00:00,2.861425,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0021566666666666665,1.6134799999999998,0.40389000000000014,0.5621016666666668
House19,2018-07-26 15:00:00,3.384328333333332,2450.25,2,2014,12.0,No,6,3.0,1.0,1.0,1.0,3 phase,7,5,2,0,7,0,5,1,1,3,9,1,0,1,40,1,0.0022566666666666646,2.255195,0.3444216666666667,0.5233833333333334
