House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_kW,AC_kW.1,Kitchen_kW,UPS_kW
House10,2018-07-17 00:00:00,1.3460416666666668,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.027769999999999986,0.0012533333333333335,0.311275,0.19085166666666664
House10,2018-07-17 01:00:00,1.774176666666666,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.028786666666666638,0.0011850000000000007,0.2025116666666667,0.19210500000000005
House10,2018-07-17 02:00:00,1.6797683333333333,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.029351666666666675,0.001168333333333333,0.2010833333333332,0.114235
House10,2018-07-17 03:00:00,0.4021433333333333,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03190333333333333,0.0015516666666666676,0.17756166666666656,0.08655166666666665
House10,2018-07-17 04:00:00,1.4985933333333332,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.032160000000000015,0.0012566666666666672,0.207695,0.10072166666666664
House10,2018-07-17 05:00:00,0.33667166666666665,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.031163333333333355,0.0015100000000000011,0.201155,0.08608666666666667
House10,2018-07-17 06:00:00,0.33311666666666684,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.031036666666666657,0.001505000000000001,0.1992,0.08457666666666669
House10,2018-07-17 07:00:00,1.119115,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.030625,0.0013083333333333337,0.19735333333333333,0.09744333333333333
House10,2018-07-17 08:00:00,0.4225166666666668,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.027803333333333333,0.0013949999999999989,0.20160999999999998,0.15495166666666668
House10,2018-07-17 09:00:00,0.4824366666666667,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.02804333333333333,0.001341666666666667,0.2403283333333333,0.16302333333333333
House10,2018-07-17 10:00:00,0.47634499999999996,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.030726666666666663,0.0014866666666666676,0.28267666666666663,0.1455566666666666
House10,2018-07-17 11:00:00,0.5486783333333333,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.030401666666666667,0.0014533333333333332,0.27126666666666666,0.2295850000000001
House10,2018-07-17 12:00:00,0.5528633333333333,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.02800500000000001,0.001428333333333333,0.27662666666666663,0.2308783333333333
House10,2018-07-17 13:00:00,0.3718616666666668,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03025500000000001,0.0014916666666666676,0.2588533333333333,0.06501500000000003
House10,2018-07-17 14:00:00,0.5027149999999999,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.028679999999999994,0.0014233333333333324,0.21259833333333328,0.24415
House10,2018-07-17 15:00:00,0.5068016666666668,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.028034999999999984,0.0014166666666666661,0.19710500000000009,0.2638483333333333
House10,2018-07-17 16:00:00,0.6229683333333333,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.028138333333333355,0.0013916666666666654,0.2920649999999999,0.28484
House10,2018-07-17 17:00:00,0.4845566666666666,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.029686666666666663,0.0012683333333333336,0.13534166666666667,0.2770033333333333
House10,2018-07-17 18:00:00,2.9538300000000013,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,1.6433483333333332,0.0017666666666666664,0.20032166666666665,0.11298333333333326
House10,2018-07-17 19:00:00,2.857353333333332,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,1.693615,0.001813333333333334,0.20115166666666665,0.1857033333333333
House10,2018-07-17 20:00:00,2.2210450000000006,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,1.6594716666666665,0.0019833333333333343,0.2663366666666667,0.2770983333333334
House10,2018-07-17 21:00:00,1.0627950000000002,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.5714616666666663,0.0016350000000000006,0.215345,0.2581833333333333
House10,2018-07-17 22:00:00,0.6006116666666668,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.029745,0.0013933333333333324,0.1893233333333333,0.3644783333333334
House10,2018-07-17 23:00:00,1.4782400000000004,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.028800000000000013,0.0012266666666666665,0.2781416666666667,0.3145533333333333
House10,2018-07-18 00:00:00,1.9708299999999999,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.032768333333333344,0.0012116666666666669,0.3670949999999998,0.3053616666666667
House10,2018-07-18 01:00:00,1.5726516666666663,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03281333333333333,0.0012216666666666671,0.18676,0.09991666666666672
House10,2018-07-18 02:00:00,1.6327866666666668,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03360500000000001,0.001206666666666667,0.19390833333333327,0.04121833333333333
House10,2018-07-18 03:00:00,1.6119966666666667,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.034695,0.0012150000000000008,0.19386833333333328,0.02242499999999998
House10,2018-07-18 04:00:00,0.4305399999999999,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03376166666666668,0.0015450000000000008,0.18978833333333334,0.06037500000000001
House10,2018-07-18 05:00:00,0.3156299999999999,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.032955000000000005,0.001578333333333334,0.18700666666666668,0.07756500000000001
House10,2018-07-18 06:00:00,0.3129,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.032783333333333324,0.001573333333333334,0.18598,0.07613666666666667
House10,2018-07-18 07:00:00,0.3053483333333334,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.0311233333333333,0.0015133333333333346,0.18254666666666666,0.07405166666666667
House10,2018-07-18 08:00:00,0.3921,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.02776000000000001,0.001378333333333334,0.186005,0.13757500000000006
House10,2018-07-18 09:00:00,0.5277099999999998,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.02495,0.0012783333333333347,0.2697183333333333,0.1849333333333333
House10,2018-07-18 10:00:00,0.8577699999999999,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.42851333333333336,0.0014966666666666661,0.18392,0.21694166666666667
House10,2018-07-18 11:00:00,2.1989083333333332,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,1.7215166666666668,0.0019199999999999998,0.18198833333333336,0.2776316666666666
House10,2018-07-18 12:00:00,2.102421666666667,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,1.6718966666666666,0.0019116666666666661,0.18194666666666667,0.23094666666666666
House10,2018-07-18 13:00:00,1.9696299999999995,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,1.6203949999999996,0.001938333333333334,0.17396166666666665,0.15763500000000005
House10,2018-07-18 14:00:00,0.5514100000000001,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.02463166666666668,0.0014183333333333324,0.33204333333333336,0.1780666666666667
House10,2018-07-18 15:00:00,0.4076283333333333,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.024761666666666658,0.0014133333333333324,0.1846066666666667,0.18166000000000007
House10,2018-07-18 16:00:00,0.4936783333333334,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.030026666666666663,0.0014566666666666669,0.20314000000000002,0.2433416666666667
House10,2018-07-18 17:00:00,0.5445316666666667,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.030789999999999974,0.0014616666666666669,0.22573000000000001,0.27064499999999997
House10,2018-07-18 18:00:00,0.680825,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03166500000000002,0.001426666666666666,0.2441733333333333,0.3731049999999999
House10,2018-07-18 19:00:00,0.5263666666666666,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03233500000000001,0.0014749999999999993,0.2032116666666667,0.2734166666666667
House10,2018-07-18 20:00:00,0.5395699999999999,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.030466666666666656,0.0014016666666666654,0.21402833333333332,0.27783
House10,2018-07-18 21:00:00,0.5043066666666667,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.029300000000000007,0.001403333333333333,0.19431500000000002,0.18639000000000008
House10,2018-07-18 22:00:00,0.58178,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.028763333333333325,0.0013766666666666651,0.19313333333333327,0.3428783333333333
House10,2018-07-18 23:00:00,1.71891,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.027855000000000008,0.0011299999999999988,0.18662500000000007,0.2607633333333334
House10,2018-07-19 00:00:00,1.759275,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.02939333333333333,0.0011233333333333327,0.190155,0.19234166666666647
House10,2018-07-19 01:00:00,1.5832249999999997,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03098166666666665,0.001186666666666667,0.19093666666666664,0.03084000000000003
House10,2018-07-19 02:00:00,1.5728183333333332,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03233666666666666,0.001201666666666667,0.18769833333333336,0.047478333333333324
House10,2018-07-19 03:00:00,1.5820849999999995,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.034199999999999994,0.001213333333333334,0.18707833333333326,0.04931166666666672
House10,2018-07-19 04:00:00,1.0397350000000003,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03366666666666667,0.001383333333333334,0.18347000000000005,0.032633333333333334
House10,2018-07-19 05:00:00,0.31149999999999994,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03326000000000001,0.0015800000000000007,0.17987833333333336,0.08057666666666669
House10,2018-07-19 06:00:00,0.3059416666666668,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03303000000000002,0.0015466666666666671,0.17739833333333335,0.07793499999999999
House10,2018-07-19 07:00:00,0.3332766666666665,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.031456666666666674,0.0015050000000000007,0.1745000000000001,0.1001933333333333
House10,2018-07-19 08:00:00,0.3957966666666666,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.028583333333333318,0.0014033333333333322,0.17160999999999998,0.15482
House10,2018-07-19 09:00:00,0.445405,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.028489999999999994,0.0014016666666666654,0.24257666666666675,0.1546483333333334
House10,2018-07-19 10:00:00,0.2890616666666667,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03140666666666668,0.0014916666666666676,0.19349500000000008,0.04680000000000003
House10,2018-07-19 11:00:00,0.25932,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03269333333333332,0.0014933333333333346,0.17432166666666668,0.03501500000000002
House10,2018-07-19 12:00:00,0.31048000000000003,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.034905000000000026,0.0016000000000000007,0.18444833333333333,0.07304500000000001
House10,2018-07-19 13:00:00,0.3843266666666666,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03372666666666667,0.0015900000000000007,0.1876283333333333,0.14478999999999995
House10,2018-07-19 14:00:00,0.4960466666666666,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.032661666666666686,0.0015183333333333342,0.17694166666666666,0.2665733333333333
House10,2018-07-19 15:00:00,0.402605,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03210166666666665,0.0014916666666666676,0.14003333333333334,0.20696666666666672
House10,2018-07-19 16:00:00,0.28961999999999993,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03149,0.001483333333333334,0.059398333333333365,0.1767483333333333
House10,2018-07-19 17:00:00,0.8021400000000001,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.032764999999999996,0.0014283333333333355,0.2105233333333333,0.20825500000000002
House10,2018-07-19 18:00:00,1.4114466666666663,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03279166666666666,0.0012633333333333329,0.19929500000000008,0.1952166666666666
House10,2018-07-19 19:00:00,0.5227583333333332,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.030885000000000013,0.0014466666666666662,0.20432,0.2702416666666668
House10,2018-07-19 20:00:00,0.5091516666666666,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03093666666666663,0.0014116666666666655,0.2273233333333333,0.2339133333333332
House10,2018-07-19 21:00:00,0.4739666666666666,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.02971166666666665,0.0014066666666666654,0.202835,0.22466999999999998
House10,2018-07-19 22:00:00,0.4921916666666668,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.02909166666666667,0.0013749999999999988,0.1858983333333334,0.26069166666666665
House10,2018-07-19 23:00:00,1.2202083333333331,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03074833333333332,0.0012900000000000008,0.18871500000000002,0.23788
House10,2018-07-20 00:00:00,1.8487133333333328,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.031058333333333327,0.0012050000000000006,0.2413566666666667,0.2306350000000001
House10,2018-07-20 01:00:00,1.8753583333333328,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.032396666666666664,0.001206666666666667,0.2681333333333333,0.2610766666666666
House10,2018-07-20 02:00:00,1.6279866666666665,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03100333333333335,0.0011549999999999991,0.18443833333333345,0.11183333333333333
House10,2018-07-20 03:00:00,1.6117033333333337,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03007333333333333,0.001144999999999999,0.19137833333333326,0.0716933333333333
House10,2018-07-20 04:00:00,0.6994716666666665,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.031095000000000005,0.0013750000000000006,0.1803299999999999,0.07579000000000002
House10,2018-07-20 05:00:00,0.2998649999999999,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03255833333333332,0.0015550000000000015,0.1780799999999999,0.07184833333333332
House10,2018-07-20 06:00:00,0.29806166666666656,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03270166666666665,0.001573333333333335,0.17619500000000002,0.07163833333333333
House10,2018-07-20 07:00:00,0.2939366666666666,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.032553333333333344,0.0015566666666666671,0.1739616666666666,0.07016166666666665
House10,2018-07-20 08:00:00,0.3102966666666666,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.029504999999999983,0.0014249999999999992,0.16901333333333338,0.07787499999999999
House10,2018-07-20 09:00:00,0.4472216666666667,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.029981666666666663,0.001411666666666666,0.17636666666666664,0.18350333333333332
House10,2018-07-20 10:00:00,0.40103499999999975,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.02637500000000002,0.0011166666666666664,0.1852800000000001,0.16412833333333327
House10,2018-07-20 11:00:00,0.4937533333333334,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.04209833333333332,0.0015200000000000005,0.20982666666666647,0.2228350000000001
House10,2018-07-20 12:00:00,0.7732833333333334,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.04032500000000002,0.0014850000000000009,0.2402166666666666,0.4740566666666668
House10,2018-07-20 13:00:00,0.60285,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.04161833333333332,0.001518333333333334,0.24243,0.2998833333333332
House10,2018-07-20 14:00:00,0.6853999999999999,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.04016666666666667,0.0015516666666666671,0.3809016666666666,0.2439233333333334
House10,2018-07-20 15:00:00,0.5027583333333334,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.0405133333333333,0.0016100000000000008,0.2025883333333334,0.24145000000000005
House10,2018-07-20 16:00:00,0.4063533333333334,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.040253333333333335,0.0016166666666666669,0.2040666666666667,0.14384166666666662
House10,2018-07-20 17:00:00,0.5455833333333334,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.04124166666666666,0.0016499999999999998,0.19599,0.29011999999999993
House10,2018-07-20 18:00:00,0.474465,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.04141166666666665,0.0016783333333333312,0.2223083333333333,0.19216166666666665
House10,2018-07-20 19:00:00,0.5248733333333334,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.041004999999999986,0.001643333333333333,0.20519666666666667,0.19387833333333326
House10,2018-07-20 20:00:00,0.3960283333333334,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03922999999999998,0.0016616666666666661,0.1993,0.13955500000000004
House10,2018-07-20 21:00:00,0.633935,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03884833333333331,0.0016000000000000005,0.26621166666666657,0.2543983333333333
House10,2018-07-20 22:00:00,0.5293033333333333,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.039548333333333366,0.0016166666666666675,0.20413,0.22419166666666668
House10,2018-07-20 23:00:00,0.5067083333333333,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03865666666666668,0.0016100000000000005,0.18299500000000007,0.2670333333333333
House10,2018-07-21 00:00:00,0.26524000000000003,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03871833333333334,0.0015783333333333346,0.049784999999999975,0.1589366666666666
House10,2018-07-21 01:00:00,0.4628916666666668,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03887,0.0015750000000000009,0.21114499999999997,0.19490833333333327
House10,2018-07-21 02:00:00,0.4594349999999999,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.040204999999999984,0.0016000000000000005,0.24946500000000002,0.15146666666666672
House10,2018-07-21 03:00:00,0.46146499999999996,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.04050499999999999,0.0016016666666666675,0.2301116666666666,0.1725500000000001
House10,2018-07-21 04:00:00,0.3923516666666666,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.038996666666666666,0.0016083333333333338,0.2003466666666667,0.13500333333333334
House10,2018-07-21 05:00:00,0.3547966666666668,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03862166666666667,0.0016433333333333313,0.19646666666666665,0.10164
House10,2018-07-21 06:00:00,0.35649833333333336,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03934833333333335,0.0016649999999999994,0.19598000000000004,0.10307999999999994
House10,2018-07-21 07:00:00,0.35531166666666664,8167.52,2,1995,10.0,No,7,4.0,1.0,1.0,1.0,3 phase,4,4,0,0,4,0,3,1,1,7,8,0,3,1,21,1,0.03777666666666669,0.0016083333333333342,0.19033,0.109575
