House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,AC_BR_kW,Kitchen_kW,LR_kW,AC_BR_kW.1
House15,2018-07-26 15:00:00,1.93336,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0013466666666666668,0.4485116666666667,0.13071333333333335,0.6078250000000001
House15,2018-07-26 16:00:00,2.3677550000000003,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0034616666666666663,0.4534933333333332,0.19823333333333326,0.4447150000000001
House15,2018-07-26 17:00:00,3.813796666666668,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0074350000000000015,0.4689833333333332,0.20351333333333332,0.08257166666666667
House15,2018-07-26 18:00:00,3.432938333333334,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0019216666666666679,0.4951049999999999,0.20941666666666664,1.6458083333333329
House15,2018-07-26 19:00:00,2.8827166666666657,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.001306666666666667,0.6138266666666669,0.20564833333333324,1.2590383333333333
House15,2018-07-26 20:00:00,1.2166066666666666,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.001958333333333334,0.4790100000000001,0.20658833333333326,0.0009550000000000002
House15,2018-07-26 21:00:00,4.076976666666666,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.0531549999999998,0.4706233333333333,0.13550833333333334,0.8352483333333336
House15,2018-07-26 22:00:00,4.007579999999999,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.114036666666667,0.5656100000000001,0.09771999999999996,1.0194966666666667
House15,2018-07-26 23:00:00,3.7842499999999992,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.1331666666666669,0.46033500000000005,0.0027999999999999987,0.9874849999999996
House15,2018-07-27 00:00:00,3.533266666666667,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.0958700000000001,0.4611850000000001,0.002890000000000001,0.9259266666666668
House15,2018-07-27 01:00:00,3.216330000000001,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.0855633333333332,0.3958566666666668,0.002935,0.8162316666666667
House15,2018-07-27 02:00:00,3.0946749999999987,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.1146,0.30980166666666664,0.0030016666666666672,0.8365566666666666
House15,2018-07-27 03:00:00,2.6498516666666663,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.0205166666666663,0.3199633333333333,0.0030416666666666656,0.5335216666666668
House15,2018-07-27 04:00:00,1.865345,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.8528466666666668,0.32145166666666675,0.002726666666666667,0.000901666666666667
House15,2018-07-27 05:00:00,1.8875833333333327,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.7464233333333331,0.4936033333333332,0.0026566666666666666,0.000915
House15,2018-07-27 06:00:00,1.086025,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0015983333333333331,0.4723583333333333,0.0011066666666666664,0.0008900000000000002
House15,2018-07-27 07:00:00,1.1703816666666669,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.001671666666666666,0.4296466666666666,0.001186666666666667,0.0008683333333333338
House15,2018-07-27 08:00:00,0.9627566666666666,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0018749999999999988,0.448955,0.09811333333333334,0.0008750000000000003
House15,2018-07-27 09:00:00,0.5453899999999999,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.001596666666666667,0.3394666666666666,0.005898333333333328,0.0006999999999999999
House15,2018-07-27 10:00:00,0.5339283333333333,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.001375,0.26690833333333336,0.0009016666666666668,0.0007016666666666665
House15,2018-07-27 11:00:00,0.96698,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0017016666666666669,0.4171700000000001,0.038360000000000005,0.0008233333333333335
House15,2018-07-27 12:00:00,0.9190000000000002,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0014133333333333335,0.4383883333333333,0.0013716666666666669,0.0007950000000000004
House15,2018-07-27 13:00:00,1.4291783333333332,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0013949999999999998,0.4439766666666668,0.000906666666666667,0.2221133333333333
House15,2018-07-27 14:00:00,1.964565,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0008933333333333332,0.441345,0.0006233333333333336,1.0505516666666663
House15,2018-07-27 15:00:00,1.8992700000000005,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0010300000000000003,0.429225,0.0007033333333333338,0.8462416666666666
House15,2018-07-27 16:00:00,1.5411433333333338,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0011283333333333336,0.43120166666666665,0.0007783333333333334,0.8865066666666669
House15,2018-07-27 17:00:00,1.3704600000000005,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0010349999999999997,0.32498666666666665,0.0007016666666666671,0.8264633333333333
House15,2018-07-27 18:00:00,1.604578333333334,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.001158333333333333,0.3361466666666668,0.031210000000000005,0.9330683333333332
House15,2018-07-27 19:00:00,1.9373783333333328,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0016983333333333327,0.4918566666666666,0.19984833333333327,0.4571383333333339
House15,2018-07-27 20:00:00,2.635810000000001,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.004728333333333337,0.5509566666666664,0.20412666666666665,0.0010416666666666669
House15,2018-07-27 21:00:00,1.9456233333333333,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.35730500000000004,0.5524216666666669,0.20045166666666667,0.0009916666666666663
House15,2018-07-27 22:00:00,4.264271666666667,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.9042100000000001,0.4733516666666668,0.1647,1.1376033333333333
House15,2018-07-27 23:00:00,4.278078333333334,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.1352633333333333,0.4610333333333335,0.006503333333333339,1.5994500000000005
House15,2018-07-28 00:00:00,3.1526066666666663,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.7948233333333333,0.349265,0.0018900000000000004,1.0880716666666663
House15,2018-07-28 01:00:00,4.068863333333335,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.1258016666666668,0.4552900000000001,0.08645833333333333,1.4057883333333332
House15,2018-07-28 02:00:00,3.894241666666667,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.069675,0.4499999999999999,0.13477999999999998,1.289191666666667
House15,2018-07-28 03:00:00,3.822405000000001,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.0814133333333336,0.4530733333333333,0.05566499999999999,1.2663933333333333
House15,2018-07-28 04:00:00,2.976933333333333,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.1145450000000001,0.4546016666666667,0.04731833333333337,0.4983766666666674
House15,2018-07-28 05:00:00,2.232425,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.9371433333333334,0.4547266666666666,0.002778333333333334,0.00097
House15,2018-07-28 06:00:00,1.2094333333333336,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.07540833333333333,0.31953166666666666,0.0008299999999999999,0.0008516666666666663
House15,2018-07-28 07:00:00,1.4293433333333332,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.2469233333333333,0.3247216666666665,0.00129,0.0009766666666666667
House15,2018-07-28 08:00:00,1.5367916666666668,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.25367166666666663,0.47688,0.0014116666666666668,0.0009266666666666668
House15,2018-07-28 09:00:00,1.8478300000000003,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.1857983333333333,0.4596383333333334,0.13119499999999998,0.0009650000000000004
House15,2018-07-28 10:00:00,1.7596216666666664,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.005423333333333332,0.4840483333333334,0.20595500000000003,0.0009566666666666664
House15,2018-07-28 11:00:00,1.3298683333333337,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0025850000000000014,0.4625516666666666,0.20616333333333345,0.0010149999999999998
House15,2018-07-28 12:00:00,1.4905083333333335,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0026816666666666677,0.5397599999999997,0.2073316666666666,0.0010549999999999995
House15,2018-07-28 13:00:00,2.6875883333333337,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0015516666666666671,0.482695,0.203035,1.3491133333333336
House15,2018-07-28 14:00:00,3.03141,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0015416666666666669,0.4558633333333333,0.2040283333333333,1.2221983333333335
House15,2018-07-28 15:00:00,3.2643349999999995,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.001638333333333334,0.4493466666666666,0.14010333333333333,0.9503850000000004
House15,2018-07-28 16:00:00,2.742865,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0018433333333333325,0.4561016666666666,0.07354500000000003,0.3465849999999999
House15,2018-07-28 17:00:00,3.6318900000000007,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0015500000000000006,0.4714283333333332,0.024895,1.2371866666666669
House15,2018-07-28 18:00:00,4.0169700000000015,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.001935,0.4559549999999998,0.20684166666666665,1.283558333333333
House15,2018-07-28 19:00:00,1.5511266666666663,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0016116666666666675,0.4684266666666668,0.04243333333333337,0.3017183333333344
House15,2018-07-28 20:00:00,0.6787849999999997,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0016066666666666673,0.4669366666666666,0.0011349999999999993,0.0009333333333333334
House15,2018-07-28 21:00:00,0.6813999999999999,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.001551666666666667,0.4661166666666665,0.0010866666666666661,0.0009400000000000002
House15,2018-07-28 22:00:00,0.864428333333333,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0016016666666666664,0.4638166666666666,0.02854166666666667,0.013475
House15,2018-07-28 23:00:00,5.571893333333333,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.19092833333333334,0.45771000000000006,0.1892250000000001,1.2873700000000001
House15,2018-07-29 00:00:00,5.539105,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.2041716666666666,0.5044133333333334,0.0047550000000000005,1.031005
House15,2018-07-29 01:00:00,5.0431550000000005,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.1094216666666668,0.4546233333333333,0.0028016666666666663,1.1556083333333331
House15,2018-07-29 02:00:00,4.953119999999998,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.15229,0.44839666666666655,0.00286,1.2840499999999997
House15,2018-07-29 03:00:00,4.364848333333333,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.0995100000000002,0.3535466666666666,0.0066,1.0194
House15,2018-07-29 04:00:00,2.7677416666666668,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.6243183333333333,0.3059933333333334,0.12070666666666667,0.0009316666666666668
House15,2018-07-29 05:00:00,2.962733333333333,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.6950583333333333,0.3062883333333332,0.12480833333333327,0.0009050000000000001
House15,2018-07-29 06:00:00,3.472291666666665,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.7167850000000002,0.32889333333333337,0.12711166666666668,0.6251616666666667
House15,2018-07-29 07:00:00,3.5128350000000004,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.7132966666666665,0.4915433333333333,0.11417500000000007,0.4820200000000006
House15,2018-07-29 08:00:00,2.526531666666666,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.5535783333333331,0.480245,0.0022233333333333345,0.0010399999999999997
House15,2018-07-29 09:00:00,1.803971666666667,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.5662716666666667,0.47412,0.002241666666666668,0.001101666666666666
House15,2018-07-29 10:00:00,1.895205,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.1816800000000001,0.4894933333333335,0.1829966666666666,0.0011433333333333328
House15,2018-07-29 11:00:00,1.658143333333333,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.13502833333333325,0.5619733333333333,0.21215666666666672,0.0011516666666666665
House15,2018-07-29 12:00:00,1.2357983333333329,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.00201,0.4626466666666666,0.16582166666666665,0.0011583333333333337
House15,2018-07-29 13:00:00,1.6908866666666666,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.010223333333333329,0.5067233333333333,0.2101866666666667,0.0010183333333333331
House15,2018-07-29 14:00:00,3.185541666666666,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.2870533333333327,0.5552216666666666,0.04828499999999997,0.0009433333333333336
House15,2018-07-29 15:00:00,3.182695000000001,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.258306666666667,0.4571766666666667,0.003836666666666668,0.0007783333333333332
House15,2018-07-29 16:00:00,2.246763333333333,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.5010666666666667,0.464145,0.11470333333333335,0.27203999999999995
House15,2018-07-29 17:00:00,2.5120933333333344,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.19271833333333327,0.463635,0.14194999999999994,0.8730383333333328
House15,2018-07-29 18:00:00,3.5375333333333336,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.8595950000000001,0.4679833333333334,0.20209166666666667,0.6202433333333333
House15,2018-07-29 19:00:00,2.711211666666665,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0018383333333333329,0.46531999999999996,0.1424366666666667,0.7857733333333334
House15,2018-07-29 20:00:00,0.6401116666666664,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0016616666666666652,0.4673033333333334,0.00117,0.0009283333333333334
House15,2018-07-29 21:00:00,0.638135,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0016849999999999994,0.4611000000000001,0.001175,0.0009000000000000002
House15,2018-07-29 22:00:00,1.842898333333334,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0012649999999999994,0.336955,0.0008650000000000001,0.35626499999999994
House15,2018-07-29 23:00:00,2.7040716666666658,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.4349049999999999,0.4015450000000001,0.060076666666666674,0.7689133333333332
House15,2018-07-30 00:00:00,3.4900716666666654,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.0714416666666664,0.4736433333333334,0.20053,0.7413650000000003
House15,2018-07-30 01:00:00,3.132041666666668,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.142535,0.46588500000000005,0.0031933333333333327,0.7383383333333334
House15,2018-07-30 02:00:00,3.0502683333333334,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.1292016666666669,0.4639666666666666,0.008063333333333334,0.6893366666666668
House15,2018-07-30 03:00:00,2.3899383333333337,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.5107766666666667,0.4561266666666668,0.12040999999999998,0.6083316666666666
House15,2018-07-30 04:00:00,2.1577116666666663,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.5198283333333331,0.3122933333333334,0.12025166666666665,0.5714066666666667
House15,2018-07-30 05:00:00,2.1386650000000005,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.5331383333333332,0.3148383333333334,0.12181499999999995,0.543925
House15,2018-07-30 06:00:00,1.7153283333333331,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.5334866666666663,0.4933733333333332,0.006554999999999993,0.06390666666666665
House15,2018-07-30 07:00:00,1.2878066666666672,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.07977833333333349,0.47047,0.001181666666666667,0.000915
House15,2018-07-30 08:00:00,1.2322549999999997,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0013133333333333337,0.4885700000000001,0.0008950000000000002,0.0009666666666666668
House15,2018-07-30 09:00:00,1.4072483333333328,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0014866666666666672,0.4668466666666666,0.03218166666666667,0.0008966666666666668
House15,2018-07-30 10:00:00,1.6591966666666664,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0019516666666666664,0.4578966666666667,0.1531316666666666,0.0009550000000000001
House15,2018-07-30 11:00:00,1.688405,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0015483333333333336,0.4528983333333334,0.11604333333333333,0.0008883333333333336
House15,2018-07-30 12:00:00,1.3435716666666664,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0016833333333333314,0.48685,0.11412500000000005,0.0009899999999999998
House15,2018-07-30 13:00:00,2.3259616666666663,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.001366666666666666,0.5005466666666666,0.11728666666666665,1.0030033333333337
House15,2018-07-30 14:00:00,2.959613333333334,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.2257583333333333,0.4948133333333333,0.051051666666666703,1.5551049999999995
House15,2018-07-30 15:00:00,4.780609999999999,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.4230799999999997,0.4830866666666668,0.07459666666666673,1.1833083333333334
House15,2018-07-30 16:00:00,4.064295,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.2065149999999998,0.4804033333333334,0.011291666666666669,0.3310599999999999
House15,2018-07-30 17:00:00,2.8152966666666672,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.14862,0.4940966666666666,0.20185666666666666,0.0008833333333333336
House15,2018-07-30 18:00:00,1.126548333333333,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0005566666666666667,0.4844950000000001,0.12977666666666668,0.0009099999999999998
House15,2018-07-30 19:00:00,1.4466983333333334,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.000678333333333334,0.5309699999999999,0.14845833333333333,0.0009333333333333332
House15,2018-07-30 20:00:00,2.166455,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,0.0005616666666666666,0.5800016666666664,0.17704166666666668,0.2564033333333333
House15,2018-07-30 21:00:00,3.9960050000000007,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.0843800000000003,0.4921383333333332,0.09442500000000002,1.3940700000000001
House15,2018-07-30 22:00:00,4.561156666666666,5445.01,2,2012,10.0,No,12,6.0,3.0,1.0,2.0,3 phase,11,4,5,2,11,0,7,2,1,0,16,1,0,1,146,2,1.2113416666666663,0.48431,0.005218333333333333,1.215106666666667
