House_ID,Date_Time,Usage_kW,Property_Area_sqft,No_of_Floors,Building_Year,Ceiling_Height_ft,Ceiling_Insulation,Total_No_of_Rooms,Bedrooms,Livingrooms,Drawingrooms,Kitchen,Connection_Type,No_of_People,Adults_14_to_60,Children_0_to_13,Seniors,Permanent_Residents,Temporary_Residents,No_of_ACs,No_of_Refrigerators,No_of_WashingMachines,No_of_Electronic_Devices,No_of_Fans,No_of_Water_Pumps,No_of_Electric_Heaters,No_of_Irons,No_of_Lighting_Devices,No_of_UPS,UPS_kW,AC_LR_kW,Kitchen_kW,AC_MBR_kW
House7,2018-07-07 01:00:00,2.3830749999999994,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.25736666666666663,0.005078333333333334,0.0833616666666666,0.0006333333333333336
House7,2018-07-07 02:00:00,2.4066,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2753216666666666,0.00541,0.1273716666666667,0.0004533333333333331
House7,2018-07-07 03:00:00,2.2734,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2807983333333333,0.00563,0.16326666666666664,0.0004699999999999998
House7,2018-07-07 04:00:00,2.210406666666666,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3219066666666668,0.005191666666666665,0.06732333333333332,0.0005683333333333336
House7,2018-07-07 05:00:00,2.2769616666666663,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.30682000000000004,0.005615000000000001,0.17222500000000007,0.0006333333333333332
House7,2018-07-07 06:00:00,2.0254349999999994,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.29962166666666673,0.005538333333333332,0.16316500000000006,0.0005683333333333332
House7,2018-07-07 07:00:00,2.080115,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2766816666666667,0.005448333333333335,0.1587033333333334,0.0005233333333333333
House7,2018-07-07 08:00:00,2.1936583333333326,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2547133333333333,0.005166666666666666,0.12152166666666672,0.0003866666666666668
House7,2018-07-07 09:00:00,1.9989383333333328,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2868450000000001,0.005118333333333334,0.17512333333333335,0.0004416666666666668
House7,2018-07-07 10:00:00,1.4537533333333332,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3074733333333334,0.005401666666666668,0.17664833333333327,0.0004516666666666667
House7,2018-07-07 11:00:00,0.7614433333333331,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2632183333333333,0.0049400000000000025,0.08959666666666667,0.0005683333333333332
House7,2018-07-07 12:00:00,0.49506000000000006,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.15760500000000002,0.00530333333333333,0.16395333333333334,0.0007366666666666666
House7,2018-07-07 13:00:00,0.4918483333333333,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.15747000000000005,0.005333333333333338,0.15800166666666673,0.000753333333333333
House7,2018-07-07 14:00:00,0.3810616666666667,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.15680333333333338,0.0048383333333333325,0.03961666666666668,0.0007216666666666662
House7,2018-07-07 15:00:00,0.9095249999999996,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2463283333333333,0.005674999999999997,0.1872266666666666,0.00121
House7,2018-07-07 16:00:00,1.7490733333333333,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.4213933333333332,0.00709666666666667,0.43071000000000015,0.0020366666666666667
House7,2018-07-07 17:00:00,1.2496833333333333,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3772783333333333,0.006774999999999998,0.3616983333333331,0.0011583333333333346
House7,2018-07-07 18:00:00,0.8624666666666666,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.4070066666666666,0.005756666666666668,0.22394666666666665,0.0011433333333333337
House7,2018-07-07 19:00:00,0.7060283333333335,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.377965,0.005300000000000001,0.19525,0.0012866666666666664
House7,2018-07-07 20:00:00,0.6621833333333333,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2983733333333333,0.005501666666666669,0.18373166666666665,0.0009783333333333334
House7,2018-07-07 21:00:00,0.6068200000000001,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3064199999999999,0.005226666666666666,0.11580333333333333,0.0008616666666666664
House7,2018-07-07 22:00:00,2.2655033333333336,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.31398499999999985,0.0052566666666666656,0.1752466666666667,0.000711666666666667
House7,2018-07-07 23:00:00,3.272171666666667,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.35377166666666665,0.0053566666666666676,0.18852666666666668,0.0006266666666666665
House7,2018-07-08 00:00:00,2.9044283333333336,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.30641500000000005,0.005484999999999999,0.16133999999999998,0.000485
House7,2018-07-08 01:00:00,2.747376666666667,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.29968333333333325,0.005426666666666665,0.15833333333333333,0.0004216666666666666
House7,2018-07-08 02:00:00,2.3993333333333338,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3015683333333332,0.005400000000000001,0.15709666666666675,0.0004400000000000001
House7,2018-07-08 03:00:00,2.5611683333333337,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.33197666666666664,0.005413333333333334,0.15697500000000006,0.0005716666666666668
House7,2018-07-08 04:00:00,2.513256666666666,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.33233166666666675,0.005261666666666669,0.12900333333333333,0.0006333333333333332
House7,2018-07-08 05:00:00,1.7912416666666668,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.27189833333333346,0.00483,0.03419166666666665,0.0008166666666666668
House7,2018-07-08 06:00:00,1.4478983333333335,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2500833333333333,0.005470000000000001,0.1682633333333334,0.000786666666666667
House7,2018-07-08 07:00:00,1.4621283333333326,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2347033333333332,0.005511666666666666,0.16132333333333332,0.0005266666666666667
House7,2018-07-08 08:00:00,2.655478333333333,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3139083333333333,0.0053483333333333325,0.15803166666666668,0.0004683333333333334
House7,2018-07-08 09:00:00,2.927756666666665,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3505900000000001,0.0052983333333333354,0.15675999999999993,0.0005516666666666666
House7,2018-07-08 10:00:00,1.5620416666666663,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.35835333333333336,0.0057350000000000005,0.29771999999999993,0.0007783333333333332
House7,2018-07-08 11:00:00,1.581086666666667,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.392405,0.6528650000000001,0.177155,0.00223
House7,2018-07-08 12:00:00,2.7713666666666668,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.35589333333333323,1.8626716666666665,0.059188333333333364,0.00451833333333333
House7,2018-07-08 13:00:00,2.3179900000000013,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3802833333333333,1.1493949999999993,0.2943766666666666,0.0032500000000000016
House7,2018-07-08 14:00:00,1.01158,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3446983333333334,0.005469999999999997,0.21610000000000013,0.0009750000000000004
House7,2018-07-08 15:00:00,0.7268483333333334,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2042816666666667,0.0049416666666666645,0.09175166666666668,0.0009733333333333338
House7,2018-07-08 16:00:00,0.927445,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.34046833333333354,0.005143333333333335,0.11242833333333337,0.0009983333333333328
House7,2018-07-08 17:00:00,0.78862,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3743433333333333,0.005614999999999998,0.22438833333333336,0.000995
House7,2018-07-08 18:00:00,0.5601816666666666,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.25537999999999994,0.0055099999999999975,0.1668983333333334,0.000966666666666666
House7,2018-07-08 19:00:00,2.36648,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.4848433333333335,1.407545,0.17741833333333334,0.0039033333333333337
House7,2018-07-08 20:00:00,2.8084933333333333,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.4855833333333332,1.87937,0.13695166666666664,0.004663333333333334
House7,2018-07-08 21:00:00,3.0600083333333337,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.44599666666666665,1.851988333333333,0.186005,0.004643333333333334
House7,2018-07-08 22:00:00,4.383704999999998,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3529150000000001,0.9149216666666672,0.1675983333333332,0.002566666666666664
House7,2018-07-08 23:00:00,3.690371666666668,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3260466666666667,0.004656666666666668,0.07336333333333336,0.0007783333333333336
House7,2018-07-09 00:00:00,3.1370216666666666,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2906683333333333,0.005096666666666669,0.16819166666666654,0.0006833333333333332
House7,2018-07-09 01:00:00,2.9896033333333327,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2951616666666666,0.005243333333333336,0.16169833333333333,0.0007000000000000004
House7,2018-07-09 02:00:00,2.8640199999999987,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.29655166666666666,0.005228333333333335,0.16026999999999994,0.0007500000000000003
House7,2018-07-09 03:00:00,2.772393333333333,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3036516666666667,0.005133333333333336,0.13689,0.0007683333333333331
House7,2018-07-09 04:00:00,2.633891666666666,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.35281666666666656,0.00487,0.09817666666666663,0.0006883333333333332
House7,2018-07-09 05:00:00,2.511546666666667,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.29450999999999994,0.0055633333333333325,0.1831200000000001,0.0005966666666666669
House7,2018-07-09 06:00:00,2.544683333333333,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.29710000000000003,0.005534999999999999,0.18953499999999995,0.0007799999999999997
House7,2018-07-09 07:00:00,2.5984633333333336,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2791083333333334,0.005291666666666668,0.16520833333333332,0.00040999999999999983
House7,2018-07-09 08:00:00,2.075143333333333,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3076366666666667,0.005276666666666665,0.15788000000000002,0.0004433333333333332
House7,2018-07-09 09:00:00,0.9264416666666668,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.4055733333333335,0.005655000000000004,0.3001016666666666,0.0007250000000000003
House7,2018-07-09 10:00:00,0.6757383333333332,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3668516666666666,0.0047916666666666646,0.07664333333333335,0.0006249999999999999
House7,2018-07-09 11:00:00,0.7831750000000002,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3646483333333335,0.005376666666666668,0.18548,0.0007033333333333332
House7,2018-07-09 12:00:00,0.7062283333333336,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2784016666666666,0.005338333333333338,0.18773833333333345,0.0007200000000000003
House7,2018-07-09 13:00:00,1.1806383333333337,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.4418516666666665,0.005268333333333332,0.18553333333333327,0.0008066666666666668
House7,2018-07-09 14:00:00,1.1953200000000002,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.417665,0.0053933333333333324,0.21088166666666666,0.0010100000000000005
House7,2018-07-09 15:00:00,0.9134933333333328,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.26180499999999995,0.005143333333333334,0.16182333333333335,0.0010016666666666668
House7,2018-07-09 16:00:00,0.2069466666666668,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.054936666666666516,0.0012700000000000005,0.03940333333333339,0.0002466666666666667
House7,2018-07-09 17:00:00,1.9286333333333328,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.5985766666666669,0.9345700000000001,0.16192000000000004,0.002423333333333333
House7,2018-07-09 18:00:00,4.092035,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.8256333333333333,1.8586916666666669,0.16641833333333328,0.004323333333333331
House7,2018-07-09 19:00:00,3.4862083333333334,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.4990066666666666,1.9015816666666665,0.28601833333333343,0.00461
House7,2018-07-09 20:00:00,1.0988883333333337,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2403233333333333,0.4629616666666659,0.16894666666666666,0.001739999999999999
House7,2018-07-09 21:00:00,0.6431233333333334,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.23155166666666674,0.005008333333333335,0.16411333333333336,0.0008716666666666666
House7,2018-07-09 22:00:00,0.8514900000000002,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.25186666666666657,0.004988333333333334,0.16201000000000002,0.0009500000000000004
House7,2018-07-09 23:00:00,1.6053166666666667,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2503750000000001,0.0047333333333333324,0.15830833333333333,0.0005750000000000001
House7,2018-07-10 00:00:00,3.092046666666666,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.25792000000000004,0.004620000000000001,0.157795,0.0004733333333333336
House7,2018-07-10 01:00:00,4.496454999999998,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.30657666666666666,0.004960000000000004,0.15359166666666665,0.0005916666666666669
House7,2018-07-10 02:00:00,4.2088616666666665,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2899,0.004860000000000002,0.12534833333333334,0.0006866666666666666
House7,2018-07-10 03:00:00,3.882003333333334,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2917083333333333,0.004478333333333332,0.031254999999999984,0.0007633333333333332
House7,2018-07-10 04:00:00,4.032701666666666,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3054533333333334,0.005013333333333333,0.16147333333333327,0.0005633333333333338
House7,2018-07-10 05:00:00,3.637960000000001,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2592866666666667,0.00502166666666667,0.15668833333333332,0.0004566666666666667
House7,2018-07-10 06:00:00,3.5162716666666665,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2586266666666666,0.004786666666666667,0.1023,0.0004799999999999999
House7,2018-07-10 07:00:00,3.3761766666666664,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.26131999999999994,0.004619999999999999,0.08050666666666667,0.0004900000000000001
House7,2018-07-10 08:00:00,2.386754999999999,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3764883333333333,0.005708333333333333,0.304165,0.0004800000000000002
House7,2018-07-10 09:00:00,2.0585866666666672,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.32781,0.005378333333333335,0.16205,0.0004483333333333333
House7,2018-07-10 10:00:00,2.0227383333333333,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.23305500000000004,0.005095000000000001,0.0887816666666667,0.0004666666666666666
House7,2018-07-10 11:00:00,2.0344133333333336,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2355150000000001,0.005313333333333334,0.1255766666666667,0.0005266666666666665
House7,2018-07-10 12:00:00,1.549008333333333,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2618733333333334,0.005380000000000005,0.18430666666666667,0.0008683333333333327
House7,2018-07-10 13:00:00,1.8496933333333327,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.4391999999999999,0.005238333333333337,0.2048033333333333,0.0010966666666666672
House7,2018-07-10 14:00:00,3.0665183333333337,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3483333333333333,0.004776666666666665,0.16930166666666666,0.0006116666666666668
House7,2018-07-10 15:00:00,3.068613333333334,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3414333333333333,0.004921666666666667,0.17854833333333334,0.000596666666666667
House7,2018-07-10 16:00:00,2.416763333333334,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.40171333333333337,0.004229999999999999,0.20024166666666668,0.0004416666666666666
House7,2018-07-10 17:00:00,4.809246666666667,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.5121616666666667,1.8790766666666665,0.3526283333333334,0.004255
House7,2018-07-10 18:00:00,2.9335366666666682,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.5636983333333333,1.880458333333333,0.2320733333333333,0.004478333333333332
House7,2018-07-10 19:00:00,2.2849750000000006,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.5210216666666666,1.4380349999999993,0.10295333333333333,0.003400000000000001
House7,2018-07-10 20:00:00,0.7125483333333335,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3761566666666665,0.004701666666666665,0.08820833333333332,0.0009783333333333337
House7,2018-07-10 21:00:00,0.7657483333333333,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3971750000000001,0.004946666666666664,0.16680999999999999,0.0008950000000000004
House7,2018-07-10 22:00:00,0.9301933333333334,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.4794533333333333,0.054448333333333335,0.15946,0.0008683333333333334
House7,2018-07-10 23:00:00,3.1425749999999995,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.4624383333333332,1.7378033333333331,0.18791333333333346,0.003168333333333333
House7,2018-07-11 00:00:00,2.8889833333333343,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3799050000000001,1.6966449999999995,0.07780666666666668,0.0030499999999999967
House7,2018-07-11 01:00:00,4.309195000000002,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3322099999999999,0.1886450000000005,0.16334999999999994,0.0008950000000000019
House7,2018-07-11 02:00:00,4.457530000000002,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3068916666666668,0.0050149999999999995,0.15782666666666667,0.0006750000000000005
House7,2018-07-11 03:00:00,4.017285,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3018016666666667,0.004681666666666667,0.0377,0.0006250000000000001
House7,2018-07-11 04:00:00,3.9327233333333336,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3221899999999999,0.005170000000000003,0.16957833333333336,0.0004633333333333335
House7,2018-07-11 05:00:00,3.827061666666667,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.3058083333333333,0.0051116666666666645,0.15907833333333335,0.0004766666666666668
House7,2018-07-11 06:00:00,3.705579999999999,2450.25,2,2015,10.0,Yes,6,3.0,1.0,1.0,1.0,3 phase,5,3,1,1,5,0,5,1,2,8,10,0,0,1,30,1,0.2927850000000001,0.005075000000000004,0.1366416666666667,0.0004933333333333334
